診療年月：H30年04月～H31年03月　外用薬 外来（院外）　※集計結果が1000未満の場合は「‐」で表示（1000未満の箇所が1箇所の場合は1000以上の最小値を全て「‐」で表示）※集計対象期間内に名称や点数・金額等に変更がある場合、集計対象期間当初の情報で表示,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"薬効
分類",薬効分類名称,"医薬品
コード",医薬品名,単位,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計,男,,,,,,,,,,,,,,,,,,,,,女,,,,,,,,,,,,,,,,,,,,
"薬効
分類",薬効分類名称,"医薬品
コード",医薬品名,単位,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上
,,620009046,ヒルドイドクリーム０．３％,ｇ,3339950N1035,22.2 ,0,"104,803,562 ","13,544,870 ","6,624,600 ","2,754,610 ","1,821,174 ","1,502,191 ","1,476,743 ","1,602,585 ","1,629,098 ","1,541,695 ","1,376,276 ","1,181,034 ","1,095,419 ","1,201,477 ","1,794,994 ","2,390,251 ","2,940,891 ","2,740,533 ","1,986,259 ","882,605 ","165,708 ","19,205 ","11,070,561 ","5,958,122 ","2,693,900 ","1,630,766 ","1,648,171 ","1,929,216 ","2,270,073 ","2,419,684 ","2,511,824 ","2,670,504 ","2,262,858 ","1,806,706 ","1,612,146 ","1,975,497 ","2,261,449 ","2,830,255 ","2,705,279 ","2,334,133 ","1,390,836 ","481,646 ","67,718 "
,,621944702,ヘパリン類似物質外用スプレー０．３％「日医工」,ｇ,3339950R1126,14.7 ,1,"94,804,196 ","6,082,678 ","5,178,820 ","3,566,304 ","2,452,650 ","1,353,678 ","1,263,806 ","1,350,594 ","1,407,924 ","1,387,758 ","1,392,758 ","1,194,878 ","1,187,002 ","1,228,693 ","1,558,910 ","1,984,923 ","2,102,819 ","1,852,593 ","1,246,320 ","584,457 ","114,100 ","13,500 ","5,193,029 ","4,577,932 ","3,713,175 ","2,348,953 ","1,830,970 ","2,582,280 ","2,933,502 ","3,240,008 ","3,694,348 ","3,936,688 ","3,630,687 ","2,726,025 ","2,189,484 ","2,175,419 ","2,487,129 ","2,955,478 ","2,546,780 ","1,974,571 ","1,115,818 ","389,655 ","57,100 "
,,622512701,ヘパリン類似物質外用泡状スプレー０．３％「ＰＰ」,ｇ,3339950R1142,14.7 ,1,"78,269,489 ","9,222,343 ","5,907,316 ","2,504,760 ","1,469,345 ","1,089,050 ","1,076,468 ","1,134,036 ","1,102,194 ","977,040 ","840,634 ","720,168 ","653,500 ","684,960 ","992,494 ","1,145,788 ","1,323,112 ","1,226,484 ","1,000,200 ","522,800 ","121,800 ","14,900 ","8,005,055 ","5,594,790 ","2,567,006 ","1,512,019 ","1,477,135 ","1,820,892 ","2,083,751 ","2,119,484 ","2,326,734 ","2,395,476 ","2,140,535 ","1,677,601 ","1,298,186 ","1,399,945 ","1,473,993 ","1,752,922 ","1,651,818 ","1,598,913 ","1,139,492 ","422,000 ","82,350 "
,,622644001,ヒルドイドフォーム０．３％,ｇ,3339950R1177,22.2 ,0,"59,264,897 ","8,760,495 ","5,422,330 ","2,459,613 ","1,121,354 ","552,312 ","561,035 ","579,149 ","572,232 ","533,278 ","469,990 ","418,858 ","428,228 ","438,828 ","547,049 ","687,505 ","714,142 ","634,636 ","450,760 ","183,998 ","38,898 ","4,140 ","7,860,530 ","5,603,451 ","2,694,816 ","1,345,582 ","1,061,704 ","1,353,419 ","1,393,079 ","1,450,413 ","1,540,811 ","1,629,457 ","1,367,327 ","1,055,410 ","835,189 ","811,224 ","832,802 ","937,802 ","779,586 ","638,921 ","351,387 ","130,278 ","12,880 "
,,622521601,ヘパリン類似物質外用泡状スプレー０．３％「ニットー」,ｇ,3339950R1150,14.7 ,1,"28,580,117 ","4,649,118 ","2,490,588 ","1,035,763 ","445,584 ","254,800 ","214,300 ","292,068 ","284,960 ","257,651 ","253,384 ","192,900 ","204,392 ","236,410 ","278,650 ","363,500 ","429,400 ","396,668 ","328,192 ","200,050 ","39,700 ","10,900 ","4,007,970 ","2,430,621 ","990,234 ","401,492 ","340,834 ","479,192 ","519,950 ","576,350 ","635,976 ","665,060 ","584,600 ","519,050 ","414,110 ","437,792 ","458,552 ","536,792 ","539,301 ","579,550 ","424,501 ","154,492 ","24,720 "
,,622193601,ヘパリン類似物質外用スプレー０．３％「サトウ」,ｇ,3339950R1061,14.7 ,1,"25,570,003 ","1,305,410 ","1,209,030 ","920,684 ","967,100 ","659,100 ","565,400 ","546,372 ","507,451 ","443,800 ","387,410 ","304,450 ","249,000 ","242,400 ","312,040 ","344,040 ","380,790 ","330,150 ","218,300 ","70,184 ","18,100 ","1,000 ","1,142,642 ","1,148,880 ","1,108,592 ","999,600 ","1,090,292 ","1,319,100 ","1,188,810 ","1,066,860 ","1,098,850 ","1,116,570 ","894,300 ","609,102 ","501,992 ","519,210 ","512,900 ","550,492 ","352,600 ","218,550 ","104,350 ","42,200 ","1,900 "
,,622378201,ヘパリン類似物質ローション０．３％「ニプロ」,ｇ,3339950Q1015,5.3 ,1,"15,873,333 ","1,401,787 ","686,058 ","449,292 ","479,055 ","285,585 ","224,445 ","240,205 ","226,775 ","247,298 ","190,350 ","194,490 ","214,850 ","223,475 ","332,055 ","380,868 ","425,203 ","335,078 ","273,730 ","156,300 ","28,200 ","6,050 ","1,119,674 ","585,390 ","453,650 ","447,810 ","362,743 ","376,008 ","390,525 ","397,843 ","442,178 ","489,708 ","420,873 ","380,613 ","340,490 ","422,275 ","434,560 ","468,365 ","464,530 ","428,438 ","308,253 ","118,315 ","19,950 "
,,622373901,ヘパリン類似物質油性クリーム０．３％「ニットー」,ｇ,3339950M1013,5.3 ,1,"15,515,033 ","2,128,090 ","971,170 ","314,898 ","282,941 ","250,979 ","266,800 ","274,723 ","271,178 ","252,114 ","217,632 ","213,961 ","183,640 ","192,030 ","285,761 ","375,063 ","369,197 ","336,325 ","236,234 ","121,236 ","26,235 ","2,100 ","1,679,144 ","772,312 ","294,584 ","233,424 ","321,843 ","356,231 ","424,349 ","393,120 ","390,061 ","413,625 ","333,458 ","285,850 ","261,443 ","279,576 ","329,372 ","331,568 ","311,873 ","268,184 ","184,387 ","63,353 ","14,971 "
,,622395101,ヘパリン類似物質油性クリーム０．３％「アメル」,ｇ,3339950M1170,8.0 ,1,"11,762,977 ","1,174,990 ","650,607 ","244,489 ","254,057 ","250,504 ","265,755 ","238,685 ","237,293 ","207,774 ","184,345 ","138,027 ","115,821 ","137,350 ","212,875 ","253,219 ","308,651 ","284,653 ","219,761 ","105,634 ","29,345 ","5,875 ","1,038,113 ","555,710 ","262,334 ","208,778 ","321,888 ","342,220 ","343,773 ","329,626 ","311,039 ","295,852 ","235,674 ","174,368 ","177,596 ","216,316 ","243,063 ","294,754 ","311,564 ","293,811 ","203,561 ","68,410 ","14,817 "
,,620814101,ヘパリン類似物質ローション０．３％「ＹＤ」,ｇ,3339950Q1090,8.0 ,1,"10,890,472 ","959,310 ","508,220 ","286,677 ","264,608 ","178,291 ","165,559 ","138,319 ","171,301 ","145,043 ","164,092 ","139,506 ","173,199 ","160,141 ","253,403 ","279,926 ","289,753 ","233,596 ","156,324 ","69,714 ","13,972 ","3,050 ","712,463 ","458,374 ","285,189 ","267,862 ","230,677 ","296,707 ","297,589 ","313,894 ","389,953 ","393,027 ","339,582 ","299,184 ","260,754 ","287,617 ","311,825 ","312,154 ","268,373 ","218,144 ","135,040 ","51,210 ","6,850 "
,,621704602,ヘパリン類似物質ローション０．３％「ラクール」,ｇ,3339950Q1015,5.3 ,1,"9,528,683 ","533,373 ","312,830 ","169,725 ","236,315 ","203,950 ","221,040 ","201,210 ","189,615 ","191,670 ","181,270 ","151,115 ","152,775 ","199,995 ","277,765 ","357,415 ","370,415 ","327,830 ","192,725 ","105,675 ","33,425 ","2,225 ","458,290 ","258,289 ","157,915 ","200,670 ","229,576 ","236,795 ","221,174 ","209,795 ","216,595 ","245,615 ","205,455 ","181,900 ","180,550 ","238,370 ","298,030 ","333,395 ","351,595 ","344,875 ","226,821 ","102,670 ","17,950 "
,,622210301,ヘパリン類似物質外用スプレー０．３％「ＰＰ」,ｇ,3339950R1045,14.7 ,1,"7,530,252 ","454,642 ","397,552 ","276,900 ","292,500 ","151,100 ","137,550 ","130,200 ","144,400 ","126,000 ","113,500 ","76,150 ","79,884 ","72,884 ","106,001 ","105,700 ","150,700 ","106,700 ","69,800 ","32,300 ","7,500 ",-,"394,634 ","394,800 ","367,615 ","272,502 ","203,900 ","266,003 ","282,900 ","274,300 ","314,760 ","286,950 ","237,270 ","207,892 ","149,600 ","144,048 ","145,630 ","199,325 ","150,760 ","120,900 ","65,000 ","16,400 ","3,100 "
,,622526501,ヘパリン類似物質油性クリーム０．３％「テイコク」,ｇ,3339950M1013,5.3 ,1,"7,262,570 ","608,682 ","323,611 ","131,863 ","146,803 ","186,154 ","198,889 ","194,053 ","188,667 ","171,750 ","128,552 ","93,314 ","81,741 ","104,030 ","136,574 ","141,133 ","188,806 ","134,580 ","114,322 ","61,044 ","19,223 ",-,"537,659 ","292,516 ","140,219 ","117,212 ","193,763 ","243,824 ","280,375 ","270,176 ","229,603 ","245,436 ","186,136 ","140,253 ","135,709 ","145,630 ","143,038 ","162,936 ","153,741 ","145,335 ","102,767 ","35,741 ",-
,,622374001,ヘパリン類似物質ローション０．３％「ニットー」,ｇ,3339950Q1015,5.3 ,1,"3,762,975 ","314,809 ","170,820 ","78,595 ","80,055 ","60,540 ","58,475 ","75,245 ","69,300 ","58,525 ","51,230 ","48,865 ","51,700 ","51,160 ","71,475 ","82,365 ","89,255 ","57,000 ","46,550 ","22,285 ","5,800 ","1,200 ","268,630 ","146,085 ","76,616 ","82,515 ","115,285 ","142,445 ","140,780 ","116,980 ","145,550 ","184,095 ","126,320 ","104,535 ","82,440 ","78,775 ","93,300 ","78,020 ","88,320 ","74,085 ","45,950 ","22,250 ","4,750 "
,,622392201,ヘパリン類似物質外用スプレー０．３％「ニプロ」,ｇ,3339950R1118,14.7 ,1,"2,754,996 ","219,318 ","157,700 ","101,000 ","65,400 ","42,200 ","35,100 ","43,884 ","41,900 ","33,900 ","36,550 ","44,800 ","44,300 ","42,700 ","47,500 ","61,500 ","59,400 ","53,700 ","27,100 ","16,900 ","8,900 ",-,"171,992 ","145,000 ","89,000 ","65,300 ","44,350 ","61,900 ","74,400 ","91,950 ","96,900 ","118,942 ","91,400 ","67,250 ","61,900 ","50,492 ","60,300 ","70,426 ","70,442 ","82,300 ","43,500 ","8,700 ","4,800 "
,,622187202,ヘパリン類似物質外用スプレー０．３％「ＹＤ」,ｇ,3339950R1096,14.7 ,1,"2,264,206 ","183,050 ","135,100 ","70,400 ","37,900 ","22,800 ","30,800 ","36,084 ","40,900 ","34,200 ","45,100 ","26,300 ","35,150 ","27,500 ","47,850 ","72,700 ","54,600 ","48,100 ","27,900 ","14,900 ","1,900 ","1,100 ","156,200 ","110,700 ","76,500 ","39,100 ","47,400 ","60,600 ","58,200 ","77,600 ","68,230 ","76,000 ","75,600 ","66,092 ","56,200 ","50,650 ","62,600 ","69,200 ","49,200 ","35,200 ","23,100 ","9,200 ","2,300 "
,,622206701,ヘパリン類似物質外用スプレー０．３％「ファイザー」,ｇ,3339950R1088,14.7 ,1,"2,234,646 ","116,700 ","106,284 ","81,150 ","55,500 ","26,300 ","21,100 ","28,292 ","28,700 ","36,210 ","22,800 ","37,000 ","43,800 ","24,600 ","42,200 ","46,700 ","77,000 ","43,050 ","42,300 ","12,900 ","9,400 ",-,"88,700 ","99,392 ","74,800 ","43,500 ","36,900 ","65,500 ","70,284 ","57,700 ","72,300 ","89,900 ","98,800 ","65,392 ","55,800 ","59,300 ","71,900 ","91,742 ","80,800 ","63,900 ","30,250 ","13,700 ","2,100 "
,,620813901,ヘパリン類似物質クリーム０．３％「ＹＤ」,ｇ,3339950N1051,8.0 ,1,"1,540,576 ","48,655 ","23,733 ","16,312 ","16,587 ","16,948 ","14,970 ","12,326 ","16,121 ","20,772 ","23,668 ","25,161 ","26,924 ","26,064 ","62,764 ","72,765 ","78,870 ","73,097 ","83,036 ","29,554 ","7,300 ","1,980 ","37,884 ","21,473 ","17,967 ","13,250 ","14,140 ","19,065 ","22,366 ","20,182 ","30,261 ","39,466 ","31,648 ","34,708 ","36,043 ","44,768 ","73,888 ","93,427 ","104,793 ","97,237 ","65,415 ","19,575 ","5,419 "
,,622373801,ヘパリン類似物質外用スプレー０．３％「ニットー」,ｇ,3339950R1100,14.7 ,1,"1,280,962 ","93,450 ","80,900 ","42,700 ","44,900 ","16,300 ","16,500 ","19,700 ","21,625 ","17,500 ","12,100 ","18,600 ","14,200 ","12,500 ","18,500 ","18,500 ","27,300 ","16,400 ","9,000 ","5,000 ","1,500 ",-,"112,650 ","64,600 ","52,400 ","31,100 ","25,000 ","33,700 ","35,925 ","45,810 ","52,400 ","43,800 ","48,950 ","41,402 ","27,100 ","36,200 ","31,200 ","27,300 ","33,100 ","20,000 ","5,700 ","5,300 ",-
,,620813601,ヘパリン類似物質クリーム０．３％「アメル」,ｇ,3339950N1060,8.0 ,1,"1,185,290 ","71,433 ","55,788 ","32,977 ","25,437 ","20,657 ","20,625 ","22,720 ","30,179 ","36,687 ","36,072 ","20,325 ","20,749 ","21,921 ","38,018 ","40,521 ","59,535 ","44,321 ","41,023 ","19,715 ","3,600 ","1,050 ","54,665 ","46,517 ","19,206 ","12,531 ","16,847 ","18,317 ","18,629 ","23,397 ","19,866 ","22,286 ","20,035 ","14,761 ","17,878 ","21,429 ","22,057 ","44,073 ","44,297 ","44,332 ","30,039 ","9,276 ","1,505 "
,,621556002,ヘパリン類似物質クリーム０．３％「ラクール」,ｇ,3339950N1019,5.3 ,1,"1,037,233 ","43,621 ","22,899 ","18,304 ","9,036 ","7,885 ","6,910 ","18,596 ","11,147 ","14,806 ","22,414 ","11,563 ","17,650 ","19,120 ","28,250 ","47,061 ","48,786 ","53,979 ","50,750 ","23,551 ","6,431 ",-,"31,458 ","20,056 ","11,373 ","8,073 ","9,514 ","17,929 ","9,678 ","11,980 ","17,958 ","22,399 ","20,068 ","28,180 ","25,137 ","28,494 ","39,821 ","54,758 ","63,112 ","61,953 ","52,015 ","17,274 ",-
,,622526601,ヘパリン類似物質外用スプレー０．３％「テイコク」,ｇ,3339950R1134,14.7 ,1,"586,854 ","21,800 ","23,000 ","19,984 ","10,500 ","7,500 ","4,900 ","10,900 ","4,300 ","4,400 ","10,900 ","6,800 ","14,300 ","11,300 ","15,900 ","26,520 ","13,200 ","25,000 ","12,400 ","7,700 ",-,-,"16,900 ","16,400 ","22,200 ","12,800 ","11,000 ","18,400 ","16,000 ","17,550 ","19,300 ","27,500 ","30,700 ","26,100 ","24,700 ","12,200 ","20,000 ","18,500 ","10,100 ","8,600 ","3,800 ","1,600 ",-
,,620813101,ヘパリンＺ軟膏５００単位／ｇ,ｇ,3334700M1063,12.5 ,0,"512,471 ",-,"1,853 ","2,202 ","1,825 ",-,"1,050 ","1,425 ","3,153 ","3,000 ","3,535 ","5,896 ","8,900 ","6,490 ","12,462 ","25,474 ","29,732 ","30,366 ","21,585 ","7,331 ",-,-,-,"1,725 ","5,213 ","2,125 ","1,650 ","1,700 ","2,924 ","4,187 ","5,052 ","5,485 ","10,052 ","12,203 ","14,176 ","23,526 ","40,089 ","58,682 ","61,139 ","55,018 ","29,110 ","7,887 ",-
,,620813702,ヘパリン類似物質クリーム０．３％「ＳＮ」,ｇ,3339950N1019,5.3 ,1,"314,082 ","19,705 ","15,989 ","14,940 ","12,315 ","10,547 ","6,220 ","7,435 ","4,824 ","7,053 ","6,813 ","7,947 ","1,911 ","4,710 ","3,755 ","5,463 ","8,421 ","11,515 ","10,354 ","6,400 ",-,-,"18,156 ","20,110 ","10,174 ","7,038 ","4,197 ","2,888 ","4,675 ","6,215 ","8,744 ","6,477 ","9,090 ","3,301 ","4,572 ","5,150 ","4,690 ","7,040 ","7,302 ","8,025 ","7,722 ","1,590 ",-
,,622198201,ヘパリン類似物質外用スプレー０．３％「日新」,ｇ,3339950R1070,14.7 ,1,"194,442 ","8,600 ","9,300 ","5,100 ","5,900 ",-,"2,100 ",-,"1,600 ",-,"5,500 ","3,100 ","1,200 ","5,800 ","4,800 ","8,700 ","8,000 ","6,100 ","4,800 ","2,000 ",-,-,"8,800 ","9,000 ","7,800 ","6,600 ","2,250 ","5,500 ","3,100 ","6,200 ","4,300 ","7,700 ","7,700 ","1,500 ","4,900 ","4,300 ","5,600 ","6,100 ","7,800 ","7,192 ","1,500 ","1,600 ",-
,,622332600,ヘパリン類似物質軟膏,ｇ,3339950M1013,5.3 ,1,"170,654 ","4,853 ","3,020 ","2,420 ",-,-,-,-,"1,475 ","2,660 ","1,960 ","2,810 ","2,920 ","1,360 ","4,020 ","3,940 ","8,355 ","9,290 ","6,160 ","4,485 ",-,-,"5,563 ","3,398 ",-,"1,910 ","1,655 ","1,845 ","2,495 ","1,232 ",-,"2,395 ","3,990 ","2,930 ","1,740 ","4,530 ","5,655 ","11,360 ","13,975 ","22,075 ","13,480 ","6,225 ",-
,,622222301,ヘパリン類似物質外用スプレー０．３％「ＴＣＫ」,ｇ,3339950R1053,14.7 ,1,"148,401 ","10,101 ","11,000 ","4,900 ","1,700 ","1,400 ","1,100 ","2,000 ",-,"3,100 ","2,800 ","2,300 ","3,600 ","2,500 ","3,500 ","2,500 ","10,500 ","5,900 ","2,300 ","1,600 ",-,-,"7,300 ","8,200 ","4,500 ","2,400 ","2,400 ","2,400 ","2,700 ","2,900 ","2,700 ","2,100 ",-,"1,500 ","7,600 ","5,600 ","6,700 ","4,200 ","5,700 ","2,300 ","2,800 ",-,-
,,622332500,ヘパリン類似物質クリーム,ｇ,3339950N1019,5.3 ,1,"75,280 ","11,623 ","4,820 ","1,240 ","2,235 ",-,-,-,"1,645 ",-,"1,770 ",-,-,-,"1,460 ","2,400 ","1,560 ","1,350 ","2,345 ",-,-,-,"6,370 ","5,069 ","1,868 ","1,085 ","1,740 ",-,-,"2,275 ",-,"2,120 ",-,-,"1,200 ","1,155 ","2,561 ","2,379 ","1,985 ","3,190 ","1,235 ","1,205 ",-
,,622332700,ヘパリン類似物質ローション,ｇ,3339950Q1015,5.3 ,1,"48,575 ","3,275 ",-,-,-,-,-,-,-,-,-,-,-,-,-,"2,025 ","2,000 ","2,700 ","1,375 ","1,400 ",-,-,"1,275 ",-,-,-,-,-,"2,000 ",-,"1,050 ","3,200 ","2,800 ","2,550 ","1,100 ",-,-,"1,150 ","3,925 ","5,375 ","2,450 ",-,-
,,620811405,クエン酸ナトリウム水和物原末「ニッコー」,ｇ,3331700X1092,1.8 ,0,"3,890 ",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,411 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,890 ",-,-,-,-,-,-,-,-,-
,,663330001,クエン酸ナトリウム水和物,ｇ,3331700X1017,1.7 ,0,"2,929 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
395,酵素製剤,620007808,リフラップ軟膏５％,ｇ,3959700M1049,36.2 ,0,"592,604 ","3,411 ","3,549 ","4,356 ","5,392 ","5,970 ","7,600 ","9,248 ","11,731 ","19,166 ","14,930 ","13,905 ","12,022 ","13,747 ","20,733 ","23,778 ","22,778 ","29,177 ","24,869 ","13,376 ",-,-,"3,798 ","4,594 ","3,414 ","4,028 ","4,679 ","5,982 ","8,004 ","9,689 ","10,260 ","10,685 ","15,015 ","10,163 ","14,678 ","18,427 ","18,345 ","30,972 ","38,504 ","47,546 ","44,576 ","19,895 ","5,785 "
,,620870501,ブロメライン軟膏５万単位／ｇ（ジェイドルフ）　５０，０００単位,ｇ,3959701M1035,22.0 ,0,"447,590 ",-,"1,177 ","2,005 ","1,878 ","1,124 ","1,620 ","2,802 ","2,139 ","3,790 ","6,732 ","5,441 ","6,962 ","7,986 ","14,120 ","16,766 ","19,023 ","25,526 ","23,809 ","15,046 ","3,779 ",-,-,"1,319 ","2,462 ","2,322 ","1,870 ","2,044 ","3,070 ","2,536 ","4,184 ","5,168 ","5,569 ","6,448 ","7,341 ","13,285 ","17,887 ","23,445 ","41,500 ","57,911 ","54,336 ","25,453 ","5,980 "
,,620007807,リフラップシート５％　５ｃｍ×５ｃｍ,,3959700S1048,162.1 ,0,"16,913 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,013 ","1,052 ",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,810 ",-,-,-,-,-,"1,393 ","2,476 ","1,807 ","2,430 ",-
422,代謝拮抗剤,620006502,５－ＦＵ軟膏５％協和,ｇ,4223701M1047,331.5 ,0,"31,042 ",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,202 ","1,013 ","1,079 ","1,318 ","2,256 ","1,867 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,415 ","1,769 ","2,238 ","2,654 ","3,833 ","2,070 ",-
,,620004820,フトラフール坐剤７５０ｍｇ,個,4223700J2190,610.9 ,0,"2,434 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
423,抗腫瘍性抗生物質製剤,620005299,ブレオＳ軟膏５ｍｇ／ｇ,ｇ,4234700M1038,"1,439.0 ",0,"7,446 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
429,その他の腫瘍用薬,622625101,ラパリムスゲル０．２％,ｇ,4291700Q1028,"3,855.0 ",0,"44,948 ",-,"2,330 ","3,390 ","4,460 ","2,360 ","2,530 ","2,731 ","1,280 ",-,-,-,-,-,-,-,-,-,-,-,-,-,"1,070 ","2,657 ","3,490 ","3,270 ","2,570 ","1,570 ","2,180 ","1,590 ","2,120 ","1,470 ",-,-,-,-,-,-,-,-,-,-,-
449,その他のアレルギー用薬,622607101,アレサガテープ４ｍｇ,枚,4490700S1029,67.5 ,0,"1,164,842 ",-,"1,073 ","8,331 ","23,642 ","13,120 ","16,139 ","21,758 ","24,197 ","26,230 ","28,011 ","25,094 ","23,974 ","30,851 ","36,554 ","47,883 ","56,079 ","46,132 ","25,269 ","7,574 ",-,-,-,-,"7,759 ","21,136 ","21,125 ","27,751 ","36,804 ","49,268 ","55,434 ","59,285 ","55,452 ","47,804 ","47,314 ","51,196 ","55,420 ","64,049 ","50,038 ","34,505 ","11,406 ","4,536 ",-
,,622607201,アレサガテープ８ｍｇ,枚,4490700S2025,93.1 ,0,"314,763 ",-,-,"1,171 ","7,728 ","4,939 ","5,510 ","6,597 ","8,493 ","9,330 ","9,853 ","10,144 ","9,533 ","9,811 ","11,518 ","14,278 ","15,090 ","9,991 ","6,712 ","1,523 ",-,-,-,-,"1,352 ","6,669 ","5,395 ","8,158 ","10,821 ","13,681 ","16,280 ","17,912 ","16,008 ","13,201 ","11,538 ","12,054 ","10,040 ","10,581 ","8,302 ","5,476 ","2,935 ","1,464 ",-
611,主としてグラム陽性菌に作用するもの,620006477,バクトロバン鼻腔用軟膏２％,ｇ,6119700M1035,549.4 ,0,"14,642 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,256 ","1,062 ",-,-,-,-
,,621971901,バンコマイシン眼軟膏１％,ｇ,6113700M1023,"4,859.2 ",0,"2,279 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
612,主としてグラム陰性菌に作用するもの,622213301,トービイ吸入液３００ｍｇ　５ｍＬ,管,6123700G1026,"8,880.5 ",0,"3,812 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
613,主としてグラム陽性・陰性菌に作用するもの,666130006,エポセリン坐剤２５０　２５０ｍｇ,個,6132700J2029,310.7 ,0,"26,484 ","5,192 ","1,379 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,062 ",-,-,-,"4,613 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,047 ","1,865 ","1,958 ","1,618 ",-
,,666130005,エポセリン坐剤１２５　１２５ｍｇ,個,6132700J1022,229.8 ,0,"21,793 ","10,057 ","1,447 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"8,605 ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
621,サルファ剤,620008997,サラゾピリン坐剤５００ｍｇ,個,6219700J1034,117.6 ,0,"363,991 ",-,-,-,"2,096 ","2,329 ","5,278 ","8,010 ","10,989 ","17,549 ","18,912 ","21,651 ","20,990 ","23,465 ","17,910 ","18,250 ","14,178 ","8,488 ","4,543 ","1,594 ",-,-,-,-,-,"1,173 ","1,627 ","3,817 ","8,085 ","9,600 ","14,222 ","15,732 ","20,283 ","20,444 ","16,345 ","20,268 ","14,632 ","10,055 ","5,057 ","5,059 ",-,-,-
625,抗ウイルス剤,660443018,リレンザ　５ｍｇ,ブリスター,6250702G1028,147.1 ,0,"7,885,439 ","19,569 ","964,165 ","1,157,174 ","454,444 ","159,891 ","98,816 ","110,955 ","130,262 ","146,526 ","131,776 ","98,307 ","77,453 ","54,772 ","43,988 ","30,310 ","19,109 ","9,152 ","4,884 ","1,080 ",-,-,"19,082 ","912,333 ","1,019,802 ","415,488 ","190,376 ","157,506 ","226,496 ","271,720 ","266,783 ","210,821 ","142,450 ","103,833 ","79,376 ","66,540 ","40,112 ","25,162 ","14,628 ","7,223 ","2,625 ",-,-
,,622012101,イナビル吸入粉末剤２０ｍｇ,キット,6250703G1022,"2,139.9 ",0,"3,343,747 ","3,119 ","101,118 ","288,258 ","158,954 ","108,914 ","95,405 ","107,689 ","119,456 ","132,906 ","121,119 ","93,738 ","77,476 ","60,383 ","52,065 ","37,661 ","24,286 ","12,757 ","5,156 ","1,248 ",-,-,"3,073 ","95,806 ","252,523 ","140,111 ","116,263 ","105,327 ","134,085 ","159,145 ","162,850 ","137,194 ","104,397 ","88,282 ","74,579 ","66,492 ","45,817 ","28,800 ","15,979 ","8,003 ","2,658 ",-,-
,,620008961,アラセナ－Ａ軟膏３％,ｇ,6250700M1189,267.3 ,0,"3,241,970 ","33,096 ","52,730 ","47,536 ","29,958 ","23,984 ","28,310 ","36,470 ","43,376 ","50,993 ","55,174 ","51,264 ","55,045 ","66,559 ","103,417 ","115,083 ","116,967 ","96,419 ","55,348 ","21,586 ","4,536 ",-,"33,261 ","53,570 ","48,577 ","40,044 ","52,102 ","69,173 ","89,180 ","103,368 ","115,403 ","118,889 ","112,482 ","118,084 ","126,097 ","179,341 ","202,851 ","231,435 ","200,714 ","153,072 ","76,536 ","24,857 ",-
