診療年月：H30年04月～H31年03月　外用薬 外来（院外）　※集計結果が1000未満の場合は「‐」で表示（1000未満の箇所が1箇所の場合は1000以上の最小値を全て「‐」で表示）※集計対象期間内に名称や点数・金額等に変更がある場合、集計対象期間当初の情報で表示,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"薬効
分類",薬効分類名称,"医薬品
コード",医薬品名,単位,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計,男,,,,,,,,,,,,,,,,,,,,,女,,,,,,,,,,,,,,,,,,,,
"薬効
分類",薬効分類名称,"医薬品
コード",医薬品名,単位,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上
,,620002619,アズノール軟膏０．０３３％,ｇ,2649716M1042,2.7 ,0,"121,685,803 ","7,965,394 ","2,346,954 ","1,212,483 ","1,047,662 ","1,058,067 ","1,145,169 ","1,221,014 ","1,423,764 ","1,567,094 ","1,511,824 ","1,225,673 ","1,500,756 ","1,469,390 ","2,516,928 ","3,242,072 ","4,193,356 ","4,900,220 ","4,604,532 ","2,900,188 ","817,456 ","140,326 ","7,008,359 ","1,983,966 ","988,420 ","848,142 ","859,514 ","972,159 ","1,182,410 ","1,245,799 ","1,568,208 ","1,716,066 ","1,594,384 ","1,606,050 ","1,786,636 ","2,740,377 ","3,540,107 ","5,479,738 ","8,544,179 ","11,914,682 ","11,155,347 ","5,606,629 ","1,334,308 "
,,620007812,ロキソニンテープ５０ｍｇ　７ｃｍ×１０ｃｍ,枚,2649735S2024,22.7 ,0,"113,509,354 ","25,275 ","300,419 ","1,044,390 ","377,930 ","115,014 ","156,546 ","237,895 ","367,986 ","648,532 ","980,667 ","1,215,217 ","1,661,152 ","2,008,074 ","3,200,221 ","4,250,282 ","5,709,708 ","4,568,081 ","2,664,788 ","889,001 ","143,684 ","10,633 ","19,313 ","262,784 ","817,525 ","361,961 ","201,040 ","313,236 ","553,978 ","920,694 ","1,546,236 ","2,308,135 ","2,981,156 ","3,557,346 ","4,485,880 ","7,682,419 ","10,856,870 ","15,955,555 ","14,801,907 ","10,177,440 ","4,156,366 ","881,885 ","92,134 "
,,620007811,レスタミンコーワクリーム１％,ｇ,2642702N1029,3.0 ,0,"109,302,367 ","3,974,609 ","2,825,097 ","1,335,548 ","788,793 ","582,146 ","629,312 ","724,963 ","818,761 ","994,277 ","1,189,839 ","1,291,128 ","1,541,122 ","2,013,047 ","3,657,277 ","5,122,389 ","7,162,099 ","7,756,484 ","6,496,172 ","3,417,090 ","771,144 ","104,471 ","3,445,096 ","2,575,172 ","1,221,164 ","740,425 ","815,092 ","1,082,405 ","1,385,250 ","1,487,380 ","1,557,476 ","1,712,512 ","1,578,831 ","1,479,331 ","1,683,155 ","2,716,913 ","3,726,650 ","5,569,614 ","7,161,431 ","7,837,179 ","5,799,665 ","2,151,756 ","380,101 "
,,660407077,ＭＳ冷シップ「タイホウ」,ｇ,2649895S1028,0.9 ,1,"94,958,493 ","181,800 ","748,285 ","1,243,820 ","446,850 ","124,700 ","191,320 ","281,900 ","416,280 ","645,500 ","980,580 ","1,229,740 ","1,633,240 ","2,218,760 ","3,579,940 ","4,937,175 ","5,464,030 ","4,486,255 ","2,987,420 ","1,137,600 ","188,600 ","21,400 ","142,700 ","608,200 ","887,130 ","330,620 ","463,700 ","1,141,900 ","1,894,950 ","1,682,061 ","1,352,790 ","1,310,120 ","1,631,120 ","1,906,350 ","2,356,480 ","4,682,000 ","6,927,691 ","9,321,281 ","10,294,515 ","8,694,370 ","4,727,595 ","1,308,150 ","149,575 "
,,622448701,ロコアテープ　１０ｃｍ×１４ｃｍ,枚,2649896S1022,43.3 ,0,"92,481,074 ",-,-,"18,144 ","48,262 ","47,819 ","83,114 ","174,267 ","326,705 ","627,075 ","1,063,909 ","1,525,086 ","2,080,593 ","2,763,010 ","4,070,378 ","5,091,072 ","6,039,806 ","4,626,585 ","2,551,258 ","770,973 ","105,115 ","7,994 ",-,-,"15,459 ","42,745 ","63,403 ","116,243 ","204,150 ","370,159 ","810,400 ","1,427,356 ","2,265,637 ","3,060,410 ","4,069,866 ","6,703,564 ","9,419,104 ","12,293,495 ","10,248,194 ","6,494,371 ","2,395,270 ","420,288 ","38,654 "
,,621779503,ケトプロフェンテープ４０ｍｇ「パテル」　１０ｃｍ×１４ｃｍ,枚,2649729S3211,16.8 ,1,"85,919,667 ",-,"6,433 ","70,231 ","103,871 ","93,758 ","152,320 ","274,645 ","433,475 ","688,453 ","1,007,184 ","1,257,431 ","1,788,295 ","2,726,158 ","4,334,827 ","5,347,422 ","6,252,026 ","5,044,168 ","2,926,726 ","1,020,296 ","155,281 ","13,321 ",-,"3,563 ","56,266 ","68,215 ","96,530 ","163,045 ","275,870 ","429,910 ","703,565 ","1,043,009 ","1,409,765 ","1,994,398 ","3,039,277 ","5,286,884 ","7,116,549 ","9,741,455 ","9,620,505 ","7,231,431 ","3,189,050 ","678,718 ","75,082 "
,,622466101,モーラスパップＸＲ１２０ｍｇ　１０ｃｍ×１４ｃｍ,枚,2649729S5028,37.1 ,0,"82,821,630 ","7,833 ","96,201 ","522,776 ","459,185 ","229,111 ","308,350 ","448,240 ","613,333 ","904,023 ","1,169,111 ","1,334,909 ","1,624,830 ","2,106,034 ","3,170,179 ","3,993,541 ","4,866,459 ","4,003,185 ","2,404,059 ","750,384 ","112,763 ","9,191 ","5,480 ","72,198 ","361,268 ","284,441 ","191,488 ","256,557 ","361,905 ","532,410 ","877,484 ","1,314,047 ","1,753,864 ","2,150,176 ","2,910,162 ","5,025,352 ","7,448,803 ","10,252,457 ","9,685,555 ","6,785,379 ","2,806,151 ","555,734 ","57,022 "
,,620009078,ロコイド軟膏０．１％,ｇ,2646717M1096,13.8 ,0,"79,539,424 ","18,605,646 ","6,088,387 ","2,074,046 ","1,252,045 ","1,080,136 ","1,041,276 ","1,119,126 ","1,111,486 ","1,045,518 ","930,798 ","700,099 ","588,274 ","632,148 ","941,860 ","1,104,131 ","1,287,023 ","1,158,617 ","884,753 ","393,202 ","87,997 ","10,307 ","14,068,909 ","5,181,312 ","1,764,827 ","1,076,638 ","1,024,299 ","1,085,874 ","1,152,020 ","1,158,294 ","1,191,609 ","1,167,946 ","900,557 ","753,157 ","708,664 ","911,695 ","1,024,287 ","1,163,477 ","1,153,837 ","1,011,732 ","635,225 ","224,631 ","43,559 "
,,620007787,ボルタレンゲル１％,ｇ,2649734Q1069,6.7 ,0,"75,446,732 ","11,305 ","58,972 ","186,385 ","115,400 ","49,340 ","71,550 ","114,005 ","172,190 ","339,660 ","545,981 ","742,958 ","1,133,340 ","1,530,005 ","2,307,403 ","3,338,088 ","5,004,159 ","4,970,588 ","3,557,325 ","1,384,460 ","249,425 ","25,275 ","8,680 ","46,240 ","145,830 ","95,555 ","59,885 ","92,702 ","154,710 ","247,365 ","463,140 ","731,920 ","1,029,402 ","1,314,881 ","1,639,858 ","2,948,691 ","4,787,348 ","8,412,290 ","10,659,059 ","9,885,857 ","5,276,882 ","1,373,885 ","164,740 "
,,620625401,マイザー軟膏０．０５％,ｇ,2646725M1201,18.5 ,0,"68,674,517 ","528,166 ","942,016 ","1,157,354 ","1,653,713 ","1,892,464 ","1,999,275 ","2,301,985 ","2,439,951 ","2,542,335 ","2,344,642 ","1,815,777 ","1,655,422 ","1,858,275 ","2,778,260 ","3,386,567 ","3,794,882 ","3,429,542 ","2,233,705 ","891,841 ","186,450 ","16,115 ","386,918 ","716,622 ","890,257 ","1,028,582 ","1,264,608 ","1,447,082 ","1,706,284 ","1,885,698 ","2,094,924 ","2,123,989 ","1,633,336 ","1,341,291 ","1,212,571 ","1,605,479 ","1,830,558 ","2,180,766 ","2,122,585 ","1,817,377 ","1,117,449 ","357,612 ","61,793 "
,,662640418,リンデロン－ＶＧ軟膏０．１２％,ｇ,2647709M1102,27.2 ,0,"65,532,938 ","3,742,009 ","3,044,502 ","1,792,963 ","1,246,342 ","1,042,513 ","1,033,768 ","1,097,029 ","1,222,537 ","1,288,641 ","1,326,189 ","1,171,266 ","1,157,462 ","1,304,758 ","1,897,880 ","2,249,509 ","2,618,943 ","2,372,285 ","1,599,138 ","682,781 ","140,960 ","22,171 ","2,944,830 ","2,465,249 ","1,476,752 ","1,020,141 ","930,855 ","975,198 ","1,106,878 ","1,209,032 ","1,379,009 ","1,521,214 ","1,404,247 ","1,291,188 ","1,300,927 ","1,817,120 ","2,208,050 ","2,830,144 ","2,896,992 ","2,562,476 ","1,542,150 ","506,466 ","90,376 "
,,622259801,ロキソプロフェンＮａテープ１００ｍｇ「ユートク」　１０×１４ｃｍ,枚,2649735S3209,19.8 ,1,"63,782,084 ",-,"24,997 ","256,879 ","266,670 ","137,096 ","197,662 ","310,118 ","473,725 ","726,419 ","991,826 ","1,206,545 ","1,568,169 ","2,144,713 ","3,230,371 ","3,777,850 ","4,110,754 ","3,090,819 ","1,719,583 ","509,463 ","82,985 ","3,836 ",-,"17,990 ","188,702 ","185,087 ","144,595 ","208,992 ","329,322 ","502,500 ","808,139 ","1,179,390 ","1,545,245 ","1,961,855 ","2,684,695 ","4,337,881 ","5,724,881 ","6,983,074 ","6,059,028 ","4,113,266 ","1,587,816 ","351,724 ","35,721 "
,,620005766,パテルテープ４０　１０ｃｍ×１４ｃｍ,枚,2649729S3068,16.8 ,1,"62,766,365 ",-,"3,185 ","47,033 ","75,131 ","62,328 ","104,769 ","198,632 ","305,424 ","505,603 ","707,408 ","897,835 ","1,326,862 ","2,011,357 ","3,271,826 ","3,966,216 ","4,522,494 ","3,731,316 ","2,127,842 ","723,560 ","103,537 ","10,248 ",-,"2,044 ","35,119 ","47,194 ","65,956 ","112,422 ","194,257 ","313,608 ","503,143 ","733,503 ","1,018,313 ","1,467,394 ","2,240,264 ","3,964,075 ","5,261,629 ","7,045,662 ","7,127,694 ","5,208,440 ","2,212,067 ","462,199 ","48,314 "
,,622259401,ロキソプロフェンＮａテープ１００ｍｇ「ＮＰ」　１０ｃｍ×１４ｃｍ,枚,2649735S3080,17.0 ,1,"61,239,202 ",-,"28,980 ","272,973 ","264,292 ","137,298 ","212,688 ","329,951 ","502,271 ","787,613 ","1,102,320 ","1,267,584 ","1,604,292 ","1,990,816 ","3,013,264 ","3,561,426 ","3,864,540 ","2,780,309 ","1,543,268 ","494,815 ","69,237 ","5,320 ",-,"19,716 ","206,430 ","200,690 ","158,945 ","241,415 ","378,861 ","565,824 ","891,456 ","1,296,565 ","1,630,785 ","1,942,875 ","2,553,518 ","4,081,109 ","5,433,112 ","6,579,632 ","5,611,428 ","3,716,966 ","1,535,291 ","322,757 ","36,680 "
,,620006366,アドフィードパップ４０ｍｇ　１０ｃｍ×１４ｃｍ,枚,2649732S1130,16.8 ,0,"60,523,120 ","29,870 ","251,431 ","742,105 ","391,369 ","121,893 ","136,198 ","188,158 ","274,553 ","412,618 ","563,582 ","673,277 ","803,330 ","1,069,046 ","1,831,548 ","2,460,009 ","3,319,108 ","3,079,941 ","2,047,059 ","716,386 ","113,632 ","11,204 ","22,666 ","190,810 ","509,810 ","254,891 ","101,445 ","128,508 ","174,230 ","258,069 ","446,003 ","703,754 ","908,838 ","1,204,260 ","1,687,747 ","3,367,469 ","5,156,914 ","7,518,572 ","8,113,087 ","6,621,161 ","3,093,742 ","736,714 ","88,113 "
,,621793003,ケトプロフェンテープ４０ｍｇ「テイコク」　１０ｃｍ×１４ｃｍ,枚,2649729S3157,16.8 ,1,"59,471,447 ",-,"4,984 ","60,662 ","91,907 ","83,390 ","149,305 ","238,798 ","364,389 ","615,979 ","799,394 ","987,434 ","1,362,943 ","1,933,855 ","3,076,947 ","3,797,142 ","4,458,380 ","3,454,460 ","2,094,837 ","693,773 ","99,715 ","8,022 ",-,"3,409 ","49,623 ","63,301 ","85,899 ","129,506 ","218,335 ","332,982 ","535,937 ","802,021 ","1,015,332 ","1,377,305 ","2,029,150 ","3,554,815 ","4,809,733 ","6,443,518 ","6,430,649 ","4,686,306 ","2,058,457 ","431,067 ","37,492 "
,,660406045,スチックゼノールＡ,ｇ,2649858M1036,4.7 ,0,"57,358,198 ","4,570 ","18,160 ","49,760 ","37,840 ","25,440 ","34,080 ","73,320 ","113,920 ","241,960 ","391,160 ","580,418 ","884,250 ","1,242,443 ","2,098,730 ","2,855,920 ","4,161,939 ","4,407,480 ","2,970,558 ","1,080,250 ","171,730 ","19,200 ","3,120 ","15,400 ","39,880 ","29,760 ","37,770 ","64,600 ","112,760 ","200,880 ","315,890 ","498,640 ","686,414 ","892,036 ","1,245,991 ","2,263,732 ","3,583,703 ","6,146,289 ","8,005,377 ","7,156,045 ","3,597,583 ","894,160 ","105,040 "
,,620009595,ケトプロフェンテープ４０ｍｇ「日医工」　１０ｃｍ×１４ｃｍ,枚,2649729S3114,16.8 ,1,"56,836,114 ",-,"5,152 ","64,057 ","95,126 ","87,288 ","141,694 ","251,729 ","389,403 ","637,300 ","828,259 ","1,028,768 ","1,356,061 ","1,850,031 ","2,914,609 ","3,553,034 ","4,067,179 ","3,187,504 ","1,960,313 ","660,888 ","101,157 ","8,568 ",-,"4,053 ","50,778 ","68,712 ","95,645 ","151,011 ","239,792 ","366,395 ","575,439 ","846,375 ","1,119,484 ","1,396,413 ","1,980,743 ","3,397,998 ","4,546,102 ","5,976,714 ","5,912,838 ","4,467,021 ","1,977,811 ","433,306 ","40,705 "
,,620006538,モーラスパップ３０ｍｇ　１０ｃｍ×１４ｃｍ,枚,2649729S1154,19.5 ,0,"53,870,290 ","8,676 ","59,551 ","200,459 ","111,764 ","40,497 ","52,958 ","83,418 ","123,997 ","217,225 ","336,117 ","451,619 ","617,260 ","879,376 ","1,517,533 ","2,182,387 ","3,112,010 ","2,614,487 ","1,672,095 ","615,045 ","94,431 ","11,672 ","5,748 ","46,002 ","140,479 ","75,238 ","40,059 ","59,260 ","92,513 ","165,789 ","294,748 ","491,862 ","663,269 ","959,226 ","1,475,137 ","3,026,625 ","4,942,616 ","7,443,239 ","8,195,423 ","6,668,966 ","3,172,103 ","811,921 ","97,490 "
,,620007662,セルタッチパップ７０　１０ｃｍ×１４ｃｍ,枚,2649731S1143,19.0 ,0,"51,458,838 ","43,364 ","229,204 ","441,436 ","165,127 ","42,649 ","51,636 ","75,354 ","99,740 ","155,620 ","221,257 ","265,131 ","382,437 ","521,844 ","963,048 ","1,452,118 ","2,119,926 ","2,191,887 ","1,601,501 ","638,113 ","100,519 ","9,528 ","35,548 ","211,988 ","395,044 ","166,551 ","70,352 ","91,155 ","132,957 ","199,357 ","318,444 ","497,461 ","679,413 ","888,005 ","1,306,721 ","2,726,318 ","4,558,624 ","7,263,081 ","8,498,370 ","7,220,024 ","3,473,777 ","857,776 ","96,433 "
,,620006438,スチブロン軟膏０．０５％,ｇ,2646725M1147,6.8 ,1,"50,147,498 ","330,285 ","518,596 ","672,987 ","1,283,395 ","1,660,492 ","1,770,062 ","1,981,396 ","1,999,008 ","2,036,868 ","1,938,519 ","1,450,260 ","1,325,136 ","1,460,166 ","2,205,630 ","2,464,200 ","2,529,400 ","2,117,390 ","1,432,553 ","569,036 ","104,630 ","11,356 ","251,387 ","404,633 ","560,874 ","815,788 ","1,168,378 ","1,275,264 ","1,386,310 ","1,441,830 ","1,532,008 ","1,503,637 ","1,175,371 ","950,209 ","879,096 ","1,152,054 ","1,192,820 ","1,310,859 ","1,251,546 ","1,086,654 ","682,449 ","226,443 ","38,522 "
,,622260201,ロキソプロフェンＮａテープ５０ｍｇ「科研」　７ｃｍ×１０ｃｍ,枚,2649735S2130,12.8 ,1,"49,337,861 ","21,343 ","283,108 ","1,001,971 ","425,705 ","172,236 ","223,998 ","321,279 ","429,928 ","642,743 ","847,710 ","942,501 ","1,120,201 ","1,337,500 ","1,815,268 ","2,025,846 ","2,222,632 ","1,622,244 ","938,591 ","308,469 ","51,093 ","3,423 ","16,170 ","231,603 ","762,366 ","398,168 ","237,307 ","323,753 ","444,927 ","623,711 ","941,918 ","1,373,172 ","1,783,601 ","1,921,289 ","2,256,142 ","3,301,862 ","4,162,670 ","4,949,149 ","4,344,269 ","2,963,417 ","1,241,989 ","279,916 ","22,673 "
,,622000401,ロキソニンゲル１％,ｇ,2649735Q1020,5.3 ,0,"48,477,484 ","15,500 ","73,675 ","242,340 ","130,240 ","48,350 ","61,525 ","91,045 ","153,125 ","271,630 ","415,050 ","607,575 ","800,325 ","1,046,795 ","1,630,551 ","2,231,296 ","3,147,415 ","2,733,998 ","1,743,286 ","681,010 ","111,400 ","11,750 ","12,950 ","64,600 ","195,800 ","111,575 ","64,300 ","104,828 ","155,730 ","274,785 ","412,361 ","674,495 ","949,414 ","1,156,291 ","1,442,770 ","2,334,413 ","3,731,828 ","5,872,654 ","6,333,280 ","5,164,039 ","2,526,655 ","575,235 ","71,600 "
,,660453004,アンフラベート０．０５％軟膏,ｇ,2646730M1040,12.5 ,1,"43,672,980 ","222,898 ","394,230 ","572,649 ","1,119,991 ","1,511,635 ","1,590,319 ","1,765,516 ","1,758,009 ","1,784,532 ","1,596,448 ","1,256,868 ","1,136,517 ","1,296,868 ","1,923,134 ","2,059,857 ","2,075,857 ","1,767,566 ","1,177,460 ","488,841 ","94,424 ","9,595 ","171,256 ","335,308 ","468,160 ","744,070 ","1,122,740 ","1,217,734 ","1,342,600 ","1,347,334 ","1,309,720 ","1,329,391 ","1,035,792 ","821,787 ","766,018 ","1,001,116 ","1,031,848 ","1,122,834 ","1,090,779 ","973,502 ","598,655 ","202,504 ","36,621 "
,,620006482,パテルテープ２０　７ｃｍ×１０ｃｍ,枚,2649729S2142,12.1 ,1,"42,087,800 ","2,177 ","17,955 ","66,364 ","42,910 ","32,459 ","44,455 ","80,290 ","124,341 ","221,445 ","305,337 ","415,101 ","607,852 ","964,124 ","1,580,291 ","2,060,467 ","2,507,473 ","2,228,025 ","1,447,398 ","540,870 ","87,287 ","8,302 ","1,888 ","14,435 ","53,062 ","37,968 ","42,420 ","70,336 ","112,014 ","185,648 ","325,675 ","478,852 ","675,655 ","942,452 ","1,449,656 ","2,609,039 ","3,593,994 ","4,961,072 ","5,695,781 ","4,602,815 ","2,221,568 ","566,835 ","61,712 "
,,660463005,アンテベートローション０．０５％,ｇ,2646730Q1026,25.7 ,0,"42,084,396 ","126,118 ","215,644 ","500,723 ","1,052,182 ","1,247,024 ","1,533,098 ","1,744,473 ","1,902,825 ","1,897,102 ","1,740,588 ","1,435,229 ","1,270,990 ","1,414,504 ","1,976,581 ","2,157,846 ","2,179,269 ","1,521,928 ","818,801 ","274,901 ","40,945 ","4,240 ","86,465 ","193,979 ","478,023 ","552,296 ","682,654 ","921,776 ","1,088,538 ","1,243,863 ","1,471,327 ","1,452,833 ","1,211,357 ","1,045,578 ","903,019 ","1,106,904 ","1,159,142 ","1,278,965 ","1,023,225 ","710,256 ","321,374 ","85,585 ","12,230 "
,,622250302,ロキソプロフェンＮａテープ１００ｍｇ「久光」　１０ｃｍ×１４ｃｍ,枚,2649735S3276,19.8 ,1,"40,864,774 ",-,"27,678 ","258,083 ","242,620 ","123,683 ","174,489 ","256,536 ","371,154 ","575,687 ","761,186 ","835,659 ","1,076,287 ","1,411,442 ","1,982,187 ","2,285,463 ","2,471,432 ","1,761,778 ","948,703 ","296,332 ","44,772 ","4,662 ",-,"21,038 ","201,461 ","170,107 ","118,594 ","169,447 ","260,369 ","371,154 ","603,005 ","877,156 ","1,116,983 ","1,327,368 ","1,760,587 ","2,803,579 ","3,582,295 ","4,403,495 ","3,744,560 ","2,307,185 ","927,797 ","172,879 ","13,685 "
,,620004801,ザーネ軟膏０．５％　５，０００単位,ｇ,2649724M1039,3.1 ,0,"39,676,812 ","2,438,663 ","1,831,780 ","980,167 ","952,023 ","982,574 ","955,506 ","1,066,717 ","1,063,582 ","1,065,210 ","885,347 ","610,638 ","589,055 ","605,629 ","856,655 ","1,026,375 ","1,237,064 ","1,143,578 ","888,447 ","414,215 ","114,853 ","12,842 ","1,960,528 ","1,560,191 ","925,151 ","729,931 ","758,130 ","880,418 ","997,857 ","1,041,592 ","1,170,898 ","1,131,094 ","912,340 ","760,298 ","644,817 ","827,101 ","967,333 ","1,148,343 ","1,253,889 ","1,080,747 ","755,857 ","379,926 ","69,452 "
,,620004795,オイラックスクリーム１０％,ｇ,2649722N1027,3.9 ,0,"39,670,886 ","768,421 ","597,583 ","366,950 ","316,078 ","307,824 ","333,329 ","398,593 ","434,309 ","475,966 ","541,499 ","529,935 ","598,207 ","811,918 ","1,431,031 ","1,961,033 ","2,724,985 ","2,956,210 ","2,489,629 ","1,196,460 ","274,885 ","31,194 ","666,004 ","550,206 ","326,283 ","244,031 ","299,912 ","377,860 ","455,694 ","503,828 ","582,698 ","641,693 ","610,901 ","588,533 ","612,674 ","960,839 ","1,335,031 ","2,041,592 ","2,718,261 ","3,146,631 ","2,367,512 ","936,880 ","157,788 "
,,662640423,リンデロン－Ｖ軟膏０．１２％,ｇ,2646701M2156,25.7 ,0,"39,288,521 ","5,132,887 ","3,823,409 ","1,979,354 ","956,034 ","653,572 ","600,213 ","631,659 ","670,255 ","644,423 ","542,847 ","423,801 ","372,991 ","392,942 ","638,357 ","844,380 ","1,080,770 ","1,067,204 ","769,873 ","338,169 ","70,898 ","8,445 ","3,626,483 ","2,938,137 ","1,474,165 ","705,815 ","520,862 ","529,874 ","614,639 ","626,816 ","635,671 ","603,901 ","462,032 ","381,381 ","365,083 ","506,723 ","614,442 ","807,182 ","837,970 ","756,484 ","459,626 ","153,090 ","25,662 "
,,620005275,デルモベート軟膏０．０５％,ｇ,2646713M1136,24.5 ,0,"38,928,974 ","75,347 ","161,431 ","245,825 ","402,360 ","656,961 ","763,283 ","997,257 ","1,196,695 ","1,369,695 ","1,554,360 ","1,385,370 ","1,454,084 ","1,659,556 ","2,398,689 ","2,635,943 ","2,613,806 ","2,081,670 ","1,244,974 ","451,386 ","69,675 ","6,191 ","54,826 ","124,191 ","203,843 ","272,996 ","465,353 ","572,622 ","747,632 ","892,378 ","1,108,901 ","1,287,101 ","1,161,819 ","1,027,422 ","993,737 ","1,275,132 ","1,276,851 ","1,340,890 ","1,189,544 ","874,854 ","471,658 ","138,543 ","24,122 "
,,622229701,ロキソプロフェンナトリウムテープ１００ｍｇ「日医工」　１０×１４,枚,2649735S3241,19.8 ,1,"38,096,314 ",-,"15,232 ","152,558 ","160,643 ","80,241 ","126,574 ","199,332 ","314,048 ","492,377 ","701,454 ","773,214 ","965,022 ","1,276,734 ","1,890,568 ","2,328,679 ","2,542,311 ","1,753,664 ","956,901 ","298,817 ","44,548 ","3,122 ",-,"10,878 ","117,950 ","112,911 ","103,019 ","159,686 ","227,788 ","353,405 ","540,253 ","841,000 ","1,044,222 ","1,201,590 ","1,587,190 ","2,563,420 ","3,388,123 ","4,027,418 ","3,384,729 ","2,219,527 ","931,556 ","186,172 ","18,333 "
,,620007658,ゼポラスパップ４０ｍｇ　１０ｃｍ×１４ｃｍ,枚,2649732S1164,15.9 ,0,"38,005,910 ","14,068 ","111,525 ","353,834 ","195,243 ","64,402 ","81,246 ","112,912 ","148,187 ","222,781 ","291,978 ","356,807 ","483,786 ","673,466 ","1,106,522 ","1,497,845 ","2,039,734 ","1,920,551 ","1,222,611 ","465,603 ","67,420 ","6,741 ","10,202 ","81,629 ","234,720 ","125,931 ","57,523 ","65,392 ","85,827 ","137,819 ","233,750 ","355,246 ","500,829 ","690,517 ","1,065,122 ","2,148,101 ","3,252,490 ","4,961,894 ","5,543,184 ","4,500,152 ","2,012,839 ","458,099 ","47,382 "
,,620007709,ナパゲルンローション３％,ｍＬ,2649731Q1065,7.6 ,0,"37,710,665 ","9,000 ","41,870 ","96,960 ","47,500 ","25,850 ","40,620 ","67,650 ","103,800 ","163,190 ","271,870 ","399,221 ","601,381 ","837,060 ","1,222,610 ","1,698,180 ","2,752,090 ","2,790,870 ","1,918,821 ","674,765 ","126,200 ","13,750 ","9,150 ","40,000 ","83,910 ","54,770 ","43,310 ","71,710 ","119,250 ","175,095 ","278,490 ","426,200 ","587,975 ","675,840 ","857,741 ","1,453,385 ","2,383,701 ","4,176,200 ","5,106,925 ","4,473,795 ","2,176,920 ","542,750 ","70,290 "
,,622232601,ロキソプロフェンＮａテープ１００ｍｇファイザー１０ｃｍ×１４ｃｍ,枚,2649735S3250,19.8 ,1,"36,797,772 ",-,"14,896 ","152,782 ","162,154 ","69,454 ","107,811 ","174,402 ","271,555 ","418,189 ","593,005 ","726,099 ","920,483 ","1,210,863 ","1,856,935 ","2,195,518 ","2,438,309 ","1,723,395 ","957,163 ","296,639 ","41,678 ","2,233 ",-,"10,521 ","119,854 ","112,721 ","84,553 ","127,673 ","200,298 ","302,459 ","505,929 ","736,225 ","970,312 ","1,144,626 ","1,555,406 ","2,499,700 ","3,217,761 ","3,923,656 ","3,453,554 ","2,333,738 ","945,010 ","196,826 ","22,176 "
,,620007799,メサデルム軟膏０．１％,ｇ,2646726M1095,16.9 ,0,"34,868,589 ","1,837,046 ","1,972,846 ","1,317,294 ","1,126,107 ","1,002,499 ","971,611 ","1,017,153 ","1,062,547 ","959,616 ","814,175 ","611,107 ","496,246 ","512,143 ","817,239 ","1,023,085 ","1,259,211 ","1,210,607 ","823,961 ","358,283 ","59,042 ","9,200 ","1,409,516 ","1,697,511 ","1,097,793 ","850,727 ","793,221 ","830,905 ","883,043 ","875,593 ","860,289 ","818,886 ","609,193 ","469,082 ","433,096 ","551,728 ","639,884 ","792,987 ","784,260 ","670,523 ","396,599 ","124,081 ","18,655 "
,,621414703,ケトプロフェンテープ２０ｍｇ「パテル」　７ｃｍ×１０ｃｍ,枚,2649729S2282,12.1 ,1,"33,816,427 ","1,904 ","21,959 ","70,400 ","42,000 ","28,833 ","38,319 ","65,544 ","107,884 ","188,216 ","260,391 ","351,933 ","492,006 ","757,570 ","1,255,244 ","1,607,246 ","2,036,720 ","1,751,344 ","1,182,307 ","439,089 ","80,349 ","8,043 ","1,499 ","18,599 ","58,569 ","38,227 ","40,901 ","60,032 ","93,170 ","154,833 ","272,338 ","404,038 ","555,295 ","771,550 ","1,176,735 ","2,032,483 ","2,823,363 ","3,998,989 ","4,424,638 ","3,748,021 ","1,826,238 ","480,482 ","49,126 "
,,622252301,ロキソプロフェンＮａテープ１００ｍｇケミファ　１０ｃｍ×１４ｃｍ,枚,2649735S3225,19.8 ,1,"33,091,198 ",-,"13,853 ","145,005 ","155,192 ","80,157 ","112,777 ","173,985 ","256,354 ","412,098 ","570,850 ","669,520 ","870,905 ","1,162,668 ","1,667,725 ","1,926,065 ","2,130,377 ","1,517,185 ","784,472 ","236,985 ","36,043 ","2,730 ",-,"9,723 ","112,597 ","114,847 ","77,224 ","124,428 ","189,701 ","278,720 ","452,945 ","668,689 ","880,812 ","1,101,767 ","1,441,321 ","2,287,649 ","2,923,844 ","3,537,803 ","2,998,688 ","1,969,700 ","799,941 ","174,762 ","20,468 "
