院内採用状況	製品名（■/◇：一般用薬/要指導医薬品）	製品名（英名）	製造販売会社	発売・販売会社	剤形	規格単位	薬価	規制区分	薬効	薬効分類	一般名	一般名（英名）	YJコード	HOTコード	製品備考	識別コード	色	割線の有無	添加物
	イオプロミド370注シリンジ80mL「FRI」【経過措置】	Iopromide FRI	富士フイルム富山化学		キット：注射	76.89％80mL1筒	4,084.00円／筒	後処	非イオン性尿路・血管造影剤	721	イオプロミド	iopromide（JAN）	7219418G5024	119290201，119290202	代替品：イオプロミド370注シリンジ80mL「BYL」【薬価削除予定2022.03.31】				トロメタモール，エデト酸Ca/Na水和物，pH調節剤，塩酸，水酸化ナトリウム
	イオプロミド370注シリンジ100mL「BYL」	Iopromide「BYL」	バイエル薬品		キット：注射	76.89％100mL1筒	5,120.00円／筒	処	非イオン性尿路・血管造影剤	721	イオプロミド	iopromide（JAN）	7219418G6047	119291903	薬価収載2021.04.21，旧：イオプロミド370注シリンジ100mL「FRI」				トロメタモール，エデト酸Ca/Na水和物，pH調節剤，塩酸，水酸化ナトリウム
	イオプロミド370注シリンジ100mL「FRI」【経過措置】	Iopromide FRI	富士フイルム富山化学		キット：注射	76.89％100mL1筒	5,120.00円／筒	処	非イオン性尿路・血管造影剤	721	イオプロミド	iopromide（JAN）	7219418G6020	119291901，119291902	代替品：イオプロミド370注シリンジ100mL「BYL」【薬価削除予定2022.03.31】				トロメタモール，エデト酸Ca/Na水和物，pH調節剤，塩酸，水酸化ナトリウム
	イオヘキソール240注シリンジ100mL「F」	Iohexol	富士製薬工業		キット：注射	51.77％100mL1筒	4,279.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G1076	117288102	薬価収載2020.12.11，旧：イオパーク240注シリンジ100mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール240注シリンジ100mL「FF」	Iohexol“FF”	武田テバファーマ		キット：注射	51.77％100mL1筒	4,279.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G1084	121579301	薬価収載2020.12.11，旧：イオベリン240注シリンジ100mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール300注10mL「FF」	Iohexol“FF”	武田テバファーマ		注射液：注射	64.71％10mL1瓶	736.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415A8086	115353801	薬価収載2020.12.01，旧：イオベリン300注10mL				トロメタモール，エデト酸カルシウムナトリウム水和物，pH調節剤
	イオヘキソール300注10mL「HK」		光製薬		注射液：注射	64.71％10mL1瓶	736.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415A8051	120271701	薬価収載2010.11.19				トロメタモール，エデト酸カルシウムナトリウム水和物，pH調整剤，塩酸，水酸化ナトリウム
	イオヘキソール300注20mL「F」	Ioxexol	富士製薬工業		注射液：注射	64.71％20mL1瓶	1,030.00円／瓶	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415A9090	114520502	薬価収載2020.12.01，旧：イオパーク300注20mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール300注20mL「FF」	Iohexol“FF”	武田テバファーマ		注射液：注射	64.71％20mL1瓶	1,030.00円／瓶	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415A9104	115354501	薬価収載2020.12.01，旧：イオベリン300注20mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール300注20mL「HK」		光製薬		注射液：注射	64.71％20mL1瓶	1,030.00円／瓶	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415A9074	120272401	薬価収載2010.11.19				トロメタモール，エデト酸カルシウムナトリウム水和物，pH調整剤，塩酸，水酸化ナトリウム
	イオヘキソール300注50mL「F」	Ioxexol	富士製薬工業		注射液：注射	64.71％50mL1瓶	2,602.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H1101	114527402	薬価収載2020.12.01，旧：イオパーク300注50mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール300注50mL「FF」	Iohexol“FF”	武田テバファーマ		注射液：注射	64.71％50mL1瓶	2,602.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H1110	114905001	薬価収載2020.12.01，旧：イオベリン300注50mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール300注50mL「HK」		光製薬		注射液：注射	64.71％50mL1瓶	2,602.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H1080	120273101	薬価収載2010.11.19				トロメタモール，エデト酸カルシウムナトリウム水和物，pH調整剤，塩酸，水酸化ナトリウム
	イオヘキソール300注100mL「F」	Ioxexol	富士製薬工業		注射液：注射	64.71％100mL1瓶	3,901.00円／瓶	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H2108	114530402	薬価収載2020.12.01，旧：イオパーク300注100mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール300注100mL「FF」	Iohexol“FF”	武田テバファーマ		注射液：注射	64.71％100mL1瓶	3,901.00円／瓶	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H2116	114529801	薬価収載2020.12.01，旧：イオベリン300注100mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール300注100mL「HK」		光製薬		注射液：注射	64.71％100mL1瓶	3,901.00円／瓶	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H2086	121544101	薬価収載2012.06.22				トロメタモール，エデト酸カルシウムナトリウム水和物，pH調整剤，塩酸，水酸化ナトリウム
	イオヘキソール300注シリンジ50mL「F」	Iohexol	富士製薬工業		キット：注射	64.71％50mL1筒	2,729.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G2102	114521202	薬価収載2020.12.01，旧：イオパーク300注シリンジ50mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール300注シリンジ50mL「FF」	Iohexol“FF”	武田テバファーマ		キット：注射	64.71％50mL1筒	2,729.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G2110	114904301	薬価収載2020.12.01，旧：イオベリン300注シリンジ50mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール300注シリンジ50mL「HK」		光製薬		キット：注射	64.71％50mL1筒	2,729.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G2080	120741501	薬価収載2011.06.24				トロメタモール，エデト酸カルシウムナトリウム水和物，pH調整剤（塩酸），pH調整剤（水酸化ナトリウム）
	イオヘキソール300注シリンジ80mL「F」	Iohexol	富士製薬工業		キット：注射	64.71％80mL1筒	3,595.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G4105	114930201	薬価収載2020.12.01，旧：イオパーク300注シリンジ80mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール300注シリンジ80mL「FF」	Iohexol“FF”	武田テバファーマ		キット：注射	64.71％80mL1筒	3,595.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G4113	115351401	薬価収載2020.12.01，旧：イオベリン300注シリンジ80mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール300注シリンジ80mL「HK」		光製薬		キット：注射	64.71％80mL1筒	3,595.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G4083	120742201	薬価収載2011.06.24				トロメタモール，エデト酸カルシウムナトリウム水和物，pH調整剤（塩酸），pH調整剤（水酸化ナトリウム）
	イオヘキソール300注シリンジ100mL「F」	Iohexol	富士製薬工業		キット：注射	64.71％100mL1筒	3,934.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G3141	114523602	薬価収載2020.12.01，旧：イオパーク300注シリンジ100mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール300注シリンジ100mL「FF」	Iohexol“FF”	武田テバファーマ		キット：注射	64.71％100mL1筒	3,934.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G3150	114522901	薬価収載2020.12.01，旧：イオベリン300注シリンジ100mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール300注シリンジ100mL「HK」		光製薬		キット：注射	64.71％100mL1筒	3,934.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G3125	116954601	薬価収載2013.06.21				トロメタモール，エデト酸カルシウムナトリウム水和物，pH調整剤（塩酸），pH調整剤（水酸化ナトリウム）
	イオヘキソール300注シリンジ110mL「F」	Iohexol	富士製薬工業		キット：注射	64.71％110mL1筒	4,885.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G9077	122866301	薬価収載2020.12.01，旧：イオパーク300注シリンジ110mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール300注シリンジ110mL「FF」	Iohexol“FF”	武田テバファーマ		キット：注射	64.71％110mL1筒	4,885.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G9085	124322201	薬価収載2020.12.01，旧：イオベリン300注シリンジ110mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール300注シリンジ110mL「HK」		光製薬		キット：注射	64.71％110mL1筒	4,885.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G9050	123470101	薬価収載2014.06.20				トロメタモール，エデト酸カルシウムナトリウム水和物，pH調整剤（塩酸），pH調整剤（水酸化ナトリウム）
	イオヘキソール300注シリンジ125mL「F」	Iohexol	富士製薬工業		キット：注射	64.71％125mL1筒	4,473.00円／筒	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G7082	120677702	薬価収載2020.12.01，旧：イオパーク300注シリンジ125mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール300注シリンジ125mL「FF」	Iohexol“FF”	武田テバファーマ		キット：注射	64.71％125mL1筒	4,473.00円／筒	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G7090	121047701	薬価収載2020.12.01，旧：イオベリン300注シリンジ125mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール300注シリンジ125mL「HK」		光製薬		キット：注射	64.71％125mL1筒	4,473.00円／筒	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G7066	120743901	薬価収載2011.06.24				トロメタモール，エデト酸カルシウムナトリウム水和物，pH調整剤（塩酸），pH調整剤（水酸化ナトリウム）
	イオヘキソール300注シリンジ150mL「F」	Iohexol	富士製薬工業		キット：注射	64.71％150mL1筒	6,187.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G6086	120678402	薬価収載2020.12.01，旧：イオパーク300注シリンジ150mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール300注シリンジ150mL「FF」	Iohexol“FF”	武田テバファーマ		キット：注射	64.71％150mL1筒	6,187.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G6094	120599201	薬価収載2020.12.01，旧：イオベリン300注シリンジ150mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール300注シリンジ150mL「HK」		光製薬		キット：注射	64.71％150mL1筒	6,187.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G6060	120744601	薬価収載2011.06.24				トロメタモール，エデト酸カルシウムナトリウム水和物，pH調整剤（塩酸），pH調整剤（水酸化ナトリウム）
	イオヘキソール300注バッグ100mL「HK」【経過措置】		光製薬		注射液：注射	64.71％100mL1袋	3,901.00円／袋	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H7053	116955301	薬価削除予定2022.03.31				トロメタモール，エデト酸カルシウムナトリウム水和物，pH調整剤，塩酸，水酸化ナトリウム
	イオヘキソール350注20mL「F」	Ioxexol	富士製薬工業		注射液：注射	75.49％20mL1瓶	1,265.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H3082	114531102	薬価収載2020.12.01，旧：イオパーク350注20mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール350注20mL「FF」	Iohexol“FF”	武田テバファーマ		注射液：注射	75.49％20mL1瓶	1,265.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H3090	115355201	薬価収載2020.12.01，旧：イオベリン350注20mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール350注50mL「F」	Ioxexol	富士製薬工業		注射液：注射	75.49％50mL1瓶	2,661.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H4089	114532802	薬価収載2020.12.11，旧：イオパーク350注50mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール350注50mL「FF」	Iohexol“FF”	武田テバファーマ		注射液：注射	75.49％50mL1瓶	2,661.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H4097	115356901	薬価収載2020.12.11，旧：イオベリン350注50mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール350注100mL「F」	Ioxexol	富士製薬工業		注射液：注射	75.49％100mL1瓶	4,154.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H5085	114534202	薬価収載2020.12.01，旧：イオパーク350注100mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール350注100mL「FF」	Iohexol“FF”	武田テバファーマ		注射液：注射	75.49％100mL1瓶	4,154.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H5093	114533501	薬価収載2020.12.01，旧：イオベリン350注100mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール350注シリンジ70mL「F」	Iohexol	富士製薬工業		キット：注射	75.49％70mL1筒	3,166.00円／筒	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G8070	120308001	薬価収載2020.12.01，旧：イオパーク350注シリンジ70mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール350注シリンジ70mL「FF」	Iohexol“FF”	武田テバファーマ		キット：注射	75.49％70mL1筒	3,166.00円／筒	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G8089	121048401	薬価収載2020.12.01，旧：イオベリン350注シリンジ70mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール350注シリンジ70mL「HK」		光製薬		キット：注射	75.49％70mL1筒	3,166.00円／筒	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G8062	123471801	薬価収載2014.06.20				トロメタモール，エデト酸カルシウムナトリウム水和物，pH調整剤（塩酸），pH調整剤（水酸化ナトリウム）
	イオヘキソール350注シリンジ100mL「F」	Iohexol	富士製薬工業		キット：注射	75.49％100mL1筒	3,896.00円／筒	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G5098	115349101	薬価収載2020.12.01，旧：イオパーク350注シリンジ100mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール350注シリンジ100mL「FF」	Iohexol“FF”	武田テバファーマ		キット：注射	75.49％100mL1筒	3,896.00円／筒	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G5101	115352101	薬価収載2020.12.01，旧：イオベリン350注シリンジ100mL				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオヘキソール350注シリンジ100mL「HK」		光製薬		キット：注射	75.49％100mL1筒	3,896.00円／筒	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G5071	123472501	薬価収載2014.06.20				トロメタモール，エデト酸カルシウムナトリウム水和物，pH調整剤（塩酸），pH調整剤（水酸化ナトリウム）
	【削除品】イオベリン140注50mL	Ioverin	武田テバファーマ		注射液：注射	30.20％50mL1瓶	1,089.00円／瓶	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415A1049		薬価削除2021.03.31				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	【削除品】イオベリン140注220mL	Ioverin	武田テバファーマ		注射液：注射	30.20％220mL1瓶	4,886.00円／瓶	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415A2045		薬価削除2021.03.31				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	【削除品】イオベリン180注10mL	Ioverin	武田テバファーマ		注射液：注射	38.82％10mL1瓶	316.00円／瓶	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415A3041		薬価削除2021.03.31				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	【削除品】イオベリン240注10mL	Ioverin	武田テバファーマ		注射液：注射	51.77％10mL1瓶	435.00円／瓶	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415A4048		薬価削除2021.03.31				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	【削除品】イオベリン240注20mL	Ioverin	武田テバファーマ		注射液：注射	51.77％20mL1瓶	654.00円／瓶	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415A5044		薬価削除2021.03.31				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	【削除品】イオベリン240注50mL	Ioverin	武田テバファーマ		注射液：注射	51.77％50mL1瓶	1,810.00円／瓶	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415A6040		薬価削除2021.03.31				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	【削除品】イオベリン240注100mL	Ioverin	武田テバファーマ		注射液：注射	51.77％100mL1瓶	3,022.00円／瓶	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415A7047		薬価削除2021.03.31				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオベリン240注シリンジ100mL【経過措置】	Ioverin	武田テバファーマ		キット：注射	51.77％100mL1筒	4,279.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G1068	121579301	代替品：イオヘキソール240注シリンジ100mL「FF」【薬価削除予定2021.09.30】				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオベリン300注10mL【経過措置】	Ioverin	武田テバファーマ		注射液：注射	64.71％10mL1瓶	736.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415A8078	115353801	代替品：イオヘキソール300注10mL「FF」【薬価削除予定2021.09.30】				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオベリン300注20mL【経過措置】	Ioverin	武田テバファーマ		注射液：注射	64.71％20mL1瓶	1,030.00円／瓶	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415A9082	115354501	代替品：イオヘキソール300注20mL「FF」【薬価削除予定2021.09.30】				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオベリン300注50mL【経過措置】	Ioverin	武田テバファーマ		注射液：注射	64.71％50mL1瓶	2,602.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H1098	114905001	代替品：イオヘキソール300注50mL「FF」【薬価削除予定2021.09.30】				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオベリン300注100mL【経過措置】	Ioverin	武田テバファーマ		注射液：注射	64.71％100mL1瓶	3,901.00円／瓶	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H2094	114529801	代替品：イオヘキソール300注100mL「FF」【薬価削除予定2021.09.30】				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	【削除品】イオベリン300注150mL	Ioverin	武田テバファーマ		注射液：注射	64.71％150mL1瓶	5,180.00円／瓶	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H6065		薬価削除2021.03.31				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオベリン300注シリンジ50mL【経過措置】	Ioverin	武田テバファーマ		キット：注射	64.71％50mL1筒	2,729.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G2099	114904301	代替品：イオヘキソール300注シリンジ50mL「FF」【薬価削除予定2021.09.30】				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオベリン300注シリンジ80mL【経過措置】	Ioverin	武田テバファーマ		キット：注射	64.71％80mL1筒	3,595.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G4091	115351401	代替品：イオヘキソール300注シリンジ80mL「FF」【薬価削除予定2021.09.30】				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオベリン300注シリンジ100mL【経過措置】	Ioverin	武田テバファーマ		キット：注射	64.71％100mL1筒	3,934.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G3133	114522901	代替品：イオヘキソール300注シリンジ100mL「FF」【薬価削除予定2021.09.30】				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオベリン300注シリンジ110mL【経過措置】	Ioverin	武田テバファーマ		キット：注射	64.71％110mL1筒	4,885.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G9069	124322201	代替品：イオヘキソール300注シリンジ110mL「FF」【薬価削除予定2021.09.30】				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオベリン300注シリンジ125mL【経過措置】	Ioverin	武田テバファーマ		キット：注射	64.71％125mL1筒	4,473.00円／筒	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G7074	121047701	代替品：イオヘキソール300注シリンジ125mL「FF」【薬価削除予定2021.09.30】				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオベリン300注シリンジ150mL【経過措置】	Ioverin	武田テバファーマ		キット：注射	64.71％150mL1筒	6,187.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G6078	120599201	代替品：イオヘキソール300注シリンジ150mL「FF」【薬価削除予定2021.09.30】				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオベリン350注20mL【経過措置】	Ioverin	武田テバファーマ		注射液：注射	75.49％20mL1瓶	1,265.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H3074	115355201	代替品：イオヘキソール350注20mL「FF」【薬価削除予定2021.09.30】				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオベリン350注50mL【経過措置】	Ioverin	武田テバファーマ		注射液：注射	75.49％50mL1瓶	2,661.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H4070	115356901	代替品：イオヘキソール350注50mL「FF」【薬価削除予定2021.09.30】				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオベリン350注100mL【経過措置】	Ioverin	武田テバファーマ		注射液：注射	75.49％100mL1瓶	4,154.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H5077	114533501	代替品：イオヘキソール350注100mL「FF」【薬価削除予定2021.09.30】				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	【削除品】イオベリン350注シリンジ45mL	Ioverin	武田テバファーマ		キット：注射	75.49％45mL1筒	2,309.00円／筒	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H8033		薬価削除2021.03.31				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオベリン350注シリンジ70mL【経過措置】	Ioverin	武田テバファーマ		キット：注射	75.49％70mL1筒	3,166.00円／筒	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G8054	121048401	代替品：イオヘキソール350注シリンジ70mL「FF」【薬価削除予定2021.09.30】				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオベリン350注シリンジ100mL【経過措置】	Ioverin	武田テバファーマ		キット：注射	75.49％100mL1筒	3,896.00円／筒	後局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G5080	115352101	代替品：イオヘキソール350注シリンジ100mL「FF」【薬価削除予定2021.09.30】				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	イオメロン300注20mL	Iomeron	ブラッコ・エーザイ	エーザイ	注射液：注射	61.24％20mL1瓶	1,528.00円／瓶	処	非イオン性造影剤	721	イオメプロール	iomeprol（JAN）	7219417A1030	111907701	薬価収載2009.09.25				トロメタモール，塩酸
	イオメロン300注50mL	Iomeron	ブラッコ・エーザイ	エーザイ	注射液：注射	61.24％50mL1瓶	2,857.00円／瓶	処	非イオン性造影剤	721	イオメプロール	iomeprol（JAN）	7219417A2036	111908401	薬価収載2009.09.25				トロメタモール，塩酸
	イオメロン300注100mL	Iomeron	ブラッコ・エーザイ	エーザイ	注射液：注射	61.24％100mL1瓶	5,093.00円／瓶	処	非イオン性造影剤	721	イオメプロール	iomeprol（JAN）	7219417A3032	111909101	薬価収載2009.09.25				トロメタモール，塩酸
	イオメロン300注シリンジ50mL	Iomeron	ブラッコ・エーザイ	エーザイ	キット：注射	61.24％50mL1筒	3,266.00円／筒	処	非イオン性造影剤	721	イオメプロール	iomeprol（JAN）	7219417G1032	111916901	薬価収載2009.09.25				トロメタモール，塩酸
	イオメロン300注シリンジ75mL	Iomeron	ブラッコ・エーザイ	エーザイ	キット：注射	61.24％75mL1筒	4,220.00円／筒	処	非イオン性造影剤	721	イオメプロール	iomeprol（JAN）	7219417G5038	114906701	薬価収載2009.09.25				トロメタモール，塩酸
	イオメロン300注シリンジ100mL	Iomeron	ブラッコ・エーザイ	エーザイ	キット：注射	61.24％100mL1筒	6,028.00円／筒	処	非イオン性造影剤	721	イオメプロール	iomeprol（JAN）	7219417G2039	111917601	薬価収載2009.09.25				トロメタモール，塩酸
	イオメロン350注20mL	Iomeron	ブラッコ・エーザイ	エーザイ	注射液：注射	71.44％20mL1瓶	1,584.00円／瓶	処	非イオン性造影剤	721	イオメプロール	iomeprol（JAN）	7219417A4039	111910701	薬価収載2009.09.25				トロメタモール，塩酸
	イオメロン350注50mL	Iomeron	ブラッコ・エーザイ	エーザイ	注射液：注射	71.44％50mL1瓶	3,327.00円／瓶	処	非イオン性造影剤	721	イオメプロール	iomeprol（JAN）	7219417A5035	111911401	薬価収載2009.09.25				トロメタモール，塩酸
	イオメロン350注100mL	Iomeron	ブラッコ・エーザイ	エーザイ	注射液：注射	71.44％100mL1瓶	5,784.00円／瓶	処	非イオン性造影剤	721	イオメプロール	iomeprol（JAN）	7219417A6031	111912101	薬価収載2009.09.25				トロメタモール，塩酸
	イオメロン350注シリンジ50mL	Iomeron	ブラッコ・エーザイ	エーザイ	キット：注射	71.44％50mL1筒	3,498.00円／筒	処	非イオン性造影剤	721	イオメプロール	iomeprol（JAN）	7219417G3035	111918301	薬価収載2009.09.25				トロメタモール，塩酸
	イオメロン350注シリンジ75mL	Iomeron	ブラッコ・エーザイ	エーザイ	キット：注射	71.44％75mL1筒	4,848.00円／筒	処	非イオン性造影剤	721	イオメプロール	iomeprol（JAN）	7219417G6034	114907401	薬価収載2009.09.25				トロメタモール，塩酸
	イオメロン350注シリンジ100mL	Iomeron	ブラッコ・エーザイ	エーザイ	キット：注射	71.44％100mL1筒	6,504.00円／筒	処	非イオン性造影剤	721	イオメプロール	iomeprol（JAN）	7219417G4031	111919001	薬価収載2009.09.25				トロメタモール，塩酸
