type,code,ingredient,norm,v1,v2,v3,name,maker,generic,brand,authorized,price,deadline,note
内用薬,2318001Q1099,ジメチコン,２％１ｍＬ,,,,バリトゲン消泡内用液２％,伏見製薬所,後発品,,,3.10 ,R3.3.31まで,
内用薬,2318001Q1102,ジメチコン,２％１ｍＬ,,,,バロス消泡内用液２％,堀井薬品工業,後発品,,,3.10 ,R3.3.31まで,
内用薬,2318001Q1110,ジメチコン,２％１ｍＬ,,,,バルギン消泡内用液２％,カイゲンファーマ,後発品,,,3.10 ,R3.3.31まで,
内用薬,2318001Q1129,ジメチコン,２％１ｍＬ,,,,ジメチコン内用液２％「ＦＳＫ」,伏見製薬所,後発品,,,3.10 ,,R2.12.11収載
内用薬,2318001Q1137,ジメチコン,２％１ｍＬ,,,,ジメチコン内用液２％「カイゲン」,カイゲンファーマ,後発品,,,3.10 ,,R2.12.11収載
内用薬,2318001Q1145,ジメチコン,２％１ｍＬ,,,,ジメチコン内用液２％「ホリイ」,堀井薬品工業,後発品,,,3.10 ,,R2.12.11収載
内用薬,2319001C1013,ロペラミド塩酸塩,０．０５％１ｇ,,,,ロペラミド塩酸塩０．０５％細粒,,後発品,,,11.80 ,,
内用薬,2319001C1080,ロペラミド塩酸塩,０．０５％１ｇ,,,,ロペミン小児用細粒０．０５％,ヤンセンファーマ,,先発品,○,27.10 ,,
内用薬,2319001C2060,ロペラミド塩酸塩,０．１％１ｇ,,,,ロペミン細粒０．１％,ヤンセンファーマ,,先発品,,22.90 ,,
内用薬,2319001F1010,ロペラミド塩酸塩,１ｍｇ１錠,,,,ロペラミド塩酸塩１ｍｇ錠,,後発品,,,6.90 ,,
内用薬,2319001F1044,ロペラミド塩酸塩,１ｍｇ１錠,,,,ロスポリア錠１ｍｇ,日医工,★,,,41.00 ,R3.3.31まで,
内用薬,2319001F1060,ロペラミド塩酸塩,１ｍｇ１錠,,,,ロペラミド塩酸塩錠１ｍｇ「あすか」,日医工,★,,,41.00 ,,R2.6.19収載
内用薬,2319001M1019,ロペラミド塩酸塩,１ｍｇ１カプセル,,,,ロペラミド塩酸塩１ｍｇカプセル,,後発品,,,6.90 ,,
内用薬,2319001M1213,ロペラミド塩酸塩,１ｍｇ１カプセル,,,,ロペミンカプセル１ｍｇ,ヤンセンファーマ,,先発品,○,39.30 ,,
内用薬,2319002X1010,乳酸,１０ｇ,局,,,乳酸,,,,,23.60 ,,
内用薬,2319002X1052,乳酸,１０ｇ,局,,※,乳酸（小堺）,小堺製薬,,,,23.80 ,,
内用薬,2319003X1014,薬用炭,１ｇ,局,,,薬用炭,,,,,8.50 ,,
内用薬,2319100F1064,ベルベリン塩化物水和物・ゲンノショウコエキス,１錠,,,,フェロベリン配合錠,日本ジェネリック,,準先発品,○,6.50 ,,
内用薬,2319100F1080,ベルベリン塩化物水和物・ゲンノショウコエキス,１錠,,,,リーダイ配合錠,武田テバファーマ,後発品,,,5.70 ,,
内用薬,2321001F1042,メチルメチオニンスルホニウムクロライド,２５ｍｇ１錠,,,,キャベジンＵコーワ錠２５ｍｇ,興和,,,,5.70 ,,
内用薬,2322001D1316,Ｌ－グルタミン,９９％１ｇ,,,,Ｌ－グルタミン顆粒９９％「ＮＰ」,ニプロ,後発品,,,6.50 ,,
内用薬,2323001D3073,アズレンスルホン酸ナトリウム水和物,１％１ｇ,,,,アズレン顆粒１％「ツルハラ」,鶴原製薬,後発品,,,6.30 ,,
内用薬,2323001F1225,アズレンスルホン酸ナトリウム水和物,２ｍｇ１錠,,,,アズノール錠２ｍｇ,日本新薬,,準先発品,○,5.90 ,,
内用薬,2323001F1250,アズレンスルホン酸ナトリウム水和物,２ｍｇ１錠,,,,アズレン錠２ｍｇ「ツルハラ」,鶴原製薬,後発品,,,5.10 ,,
内用薬,2323002D1032,エグアレンナトリウム水和物,２．５％１ｇ,,,,アズロキサ顆粒２．５％,寿製薬,,先発品,,56.90 ,,
内用薬,2323002F1025,エグアレンナトリウム水和物,１５ｍｇ１錠,,,,アズロキサ錠１５ｍｇ,寿製薬,,先発品,,44.70 ,,
内用薬,2325001C1010,シメチジン,２０％１ｇ,,,,シメチジン２０％細粒,,後発品,,,6.30 ,,
内用薬,2325001C1053,シメチジン,２０％１ｇ,,,,タガメット細粒２０％,大日本住友製薬,,先発品,○,14.50 ,,
内用薬,2325001C2092,シメチジン,４０％１ｇ,,,,カイロック細粒４０％,藤本製薬,,先発品,,15.00 ,,
内用薬,2325001F1017,シメチジン,２００ｍｇ１錠,,,,シメチジン２００ｍｇ錠,,後発品,,,5.70 ,,
内用薬,2325001F1211,シメチジン,２００ｍｇ１錠,,,,タガメット錠２００ｍｇ,大日本住友製薬,,先発品,○,13.10 ,,
内用薬,2325001F2013,シメチジン,４００ｍｇ１錠,,,,シメチジン４００ｍｇ錠,,後発品,,,5.90 ,,
内用薬,2325001F2048,シメチジン,４００ｍｇ１錠,,,,タガメット錠４００ｍｇ,大日本住友製薬,,先発品,○,13.60 ,,
内用薬,2325002F1011,ラニチジン塩酸塩,１５０ｍｇ１錠,,,,ラニチジン塩酸塩１５０ｍｇ錠,,後発品,,,5.90 ,,
内用薬,2325002F1194,ラニチジン塩酸塩,１５０ｍｇ１錠,,,,ザンタック錠１５０,グラクソ・スミスクライン,,先発品,○,14.10 ,,
内用薬,2325002F1216,ラニチジン塩酸塩,１５０ｍｇ１錠,,,,ラニチジン錠１５０ｍｇ「マイラン」,マイラン製薬,後発品,,,8.20 ,,
内用薬,2325002F1259,ラニチジン塩酸塩,１５０ｍｇ１錠,,,,ラニチジン錠１５０ｍｇ「ＹＤ」,陽進堂,後発品,,,8.20 ,,
内用薬,2325002F2018,ラニチジン塩酸塩,７５ｍｇ１錠,,,,ラニチジン塩酸塩７５ｍｇ錠,,後発品,,,5.90 ,,
内用薬,2325002F2026,ラニチジン塩酸塩,７５ｍｇ１錠,,,,ザンタック錠７５,グラクソ・スミスクライン,,先発品,○,13.60 ,,
内用薬,2325003B1014,ファモチジン,１０％１ｇ,,,,ファモチジン１０％散,,後発品,,,68.60 ,,
内用薬,2325003B1022,ファモチジン,１０％１ｇ,局,,,ガスター散１０％,ＬＴＬファーマ,,先発品,○,171.50 ,,
内用薬,2325003B2010,ファモチジン,２％１ｇ,,,,ファモチジン２％散,,後発品,,,15.40 ,,
内用薬,2325003B2029,ファモチジン,２％１ｇ,局,,,ガスター散２％,ＬＴＬファーマ,,先発品,○,38.40 ,,
内用薬,2325003F1016,ファモチジン,１０ｍｇ１錠,,,,ファモチジン１０ｍｇ錠,,後発品,,,10.10 ,,
内用薬,2325003F1024,ファモチジン,１０ｍｇ１錠,局,,,ガスター錠１０ｍｇ,ＬＴＬファーマ,,先発品,○,20.80 ,,
内用薬,2325003F2012,ファモチジン,２０ｍｇ１錠,,,,ファモチジン２０ｍｇ錠,,後発品,,,10.10 ,,
内用薬,2325003F2020,ファモチジン,２０ｍｇ１錠,局,,,ガスター錠２０ｍｇ,ＬＴＬファーマ,,先発品,○,25.30 ,,
内用薬,2325003F3019,ファモチジン,１０ｍｇ１錠,,,,ファモチジン１０ｍｇ口腔内崩壊錠,,後発品,,,10.10 ,,
内用薬,2325003F3035,ファモチジン,１０ｍｇ１錠,,,,ガスターＤ錠１０ｍｇ,ＬＴＬファーマ,,先発品,○,20.80 ,,
内用薬,2325003F4015,ファモチジン,２０ｍｇ１錠,,,,ファモチジン２０ｍｇ口腔内崩壊錠,,後発品,,,10.10 ,,
内用薬,2325003F4031,ファモチジン,２０ｍｇ１錠,,,,ガスターＤ錠２０ｍｇ,ＬＴＬファーマ,,先発品,○,25.30 ,,
内用薬,2325004C1022,ロキサチジン酢酸エステル塩酸塩,２０％１ｇ,,,,アルタット細粒２０％,あすか製薬,,先発品,,96.60 ,,
内用薬,2325004M1010,ロキサチジン酢酸エステル塩酸塩,７５ｍｇ１カプセル,,,,ロキサチジン酢酸エステル塩酸塩７５ｍｇ徐放カプセル,,後発品,,,18.60 ,,
内用薬,2325004M1087,ロキサチジン酢酸エステル塩酸塩,７５ｍｇ１カプセル,局,,,アルタットカプセル７５ｍｇ,あすか製薬,,先発品,○,32.30 ,,
内用薬,2325004M2016,ロキサチジン酢酸エステル塩酸塩,３７．５ｍｇ１カプセル,,,,ロキサチジン酢酸エステル塩酸塩３７．５ｍｇ徐放カプセル,,後発品,,,11.50 ,,
内用薬,2325004M2067,ロキサチジン酢酸エステル塩酸塩,３７．５ｍｇ１カプセル,局,,,アルタットカプセル３７．５ｍｇ,あすか製薬,,先発品,○,19.90 ,,
内用薬,2325005F1015,ニザチジン,１５０ｍｇ１錠,,,,ニザチジン１５０ｍｇ錠,,後発品,,,10.70 ,,
内用薬,2325005F1031,ニザチジン,１５０ｍｇ１錠,,,,アシノン錠１５０ｍｇ,ゼリア新薬工業,,先発品,○,26.90 ,,
内用薬,2325005F2020,ニザチジン,７５ｍｇ１錠,,,,アシノン錠７５ｍｇ,ゼリア新薬工業,,先発品,○,17.10 ,,
内用薬,2325005M1014,ニザチジン,１５０ｍｇ１カプセル,,,,ニザチジン１５０ｍｇカプセル,,後発品,,,10.70 ,,
内用薬,2325005M1162,ニザチジン,１５０ｍｇ１カプセル,局,,,ニザチジンカプセル１５０ｍｇ「オーハラ」,大原薬品工業,後発品,,,19.40 ,,
内用薬,2325005M1170,ニザチジン,１５０ｍｇ１カプセル,局,,,ニザチジンカプセル１５０ｍｇ「サワイ」,沢井製薬,後発品,,,19.40 ,,
内用薬,2325005M1200,ニザチジン,１５０ｍｇ１カプセル,局,,,ニザチジンカプセル１５０ｍｇ「トーワ」,東和薬品,後発品,,,19.40 ,,
内用薬,2325005M2010,ニザチジン,７５ｍｇ１カプセル,,,,ニザチジン７５ｍｇカプセル,,後発品,,,10.90 ,,
内用薬,2325006F1036,ラフチジン,５ｍｇ１錠,局,,,プロテカジン錠５,大鵬薬品工業,,先発品,○,16.90 ,,
内用薬,2325006F1044,ラフチジン,５ｍｇ１錠,局,,,ラフチジン錠５ｍｇ「ＡＡ」,あすか製薬,後発品,,,10.10 ,,
内用薬,2325006F1052,ラフチジン,５ｍｇ１錠,局,,,ラフチジン錠５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,10.10 ,,
内用薬,2325006F1060,ラフチジン,５ｍｇ１錠,局,,,ラフチジン錠５ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,10.10 ,,
内用薬,2325006F1079,ラフチジン,５ｍｇ１錠,局,,,ラフチジン錠５ｍｇ「ＹＤ」,陽進堂,後発品,,,10.10 ,,
内用薬,2325006F1087,ラフチジン,５ｍｇ１錠,局,,,ラフチジン錠５ｍｇ「サワイ」,沢井製薬,後発品,,,10.10 ,,
内用薬,2325006F1095,ラフチジン,５ｍｇ１錠,局,,,ラフチジン錠５ｍｇ「テバ」,武田テバ薬品,後発品,,,10.10 ,,
内用薬,2325006F1109,ラフチジン,５ｍｇ１錠,局,,,ラフチジン錠５ｍｇ「トーワ」,東和薬品,後発品,,,10.10 ,,
内用薬,2325006F1117,ラフチジン,５ｍｇ１錠,局,,,ラフチジン錠５ｍｇ「日医工」,日医工,後発品,,,10.10 ,,
内用薬,2325006F1125,ラフチジン,５ｍｇ１錠,局,,,ラフチジン錠５ｍｇ「ファイザー」,ファイザー,後発品,,,10.10 ,,
内用薬,2325006F2032,ラフチジン,１０ｍｇ１錠,局,,,プロテカジン錠１０,大鵬薬品工業,,先発品,○,27.70 ,,
内用薬,2325006F2040,ラフチジン,１０ｍｇ１錠,局,,,ラフチジン錠１０ｍｇ「ＡＡ」,あすか製薬,後発品,,,15.00 ,,
内用薬,2325006F2059,ラフチジン,１０ｍｇ１錠,局,,,ラフチジン錠１０ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,15.00 ,,
内用薬,2325006F2067,ラフチジン,１０ｍｇ１錠,局,,,ラフチジン錠１０ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,15.00 ,,
内用薬,2325006F2075,ラフチジン,１０ｍｇ１錠,局,,,ラフチジン錠１０ｍｇ「ＹＤ」,陽進堂,後発品,,,13.90 ,,
内用薬,2325006F2083,ラフチジン,１０ｍｇ１錠,局,,,ラフチジン錠１０ｍｇ「サワイ」,沢井製薬,後発品,,,15.00 ,,
内用薬,2325006F2091,ラフチジン,１０ｍｇ１錠,局,,,ラフチジン錠１０ｍｇ「テバ」,武田テバ薬品,後発品,,,15.00 ,,
内用薬,2325006F2105,ラフチジン,１０ｍｇ１錠,局,,,ラフチジン錠１０ｍｇ「トーワ」,東和薬品,後発品,,,15.00 ,,
内用薬,2325006F2113,ラフチジン,１０ｍｇ１錠,局,,,ラフチジン錠１０ｍｇ「日医工」,日医工,後発品,,,15.00 ,,
内用薬,2325006F2121,ラフチジン,１０ｍｇ１錠,局,,,ラフチジン錠１０ｍｇ「ファイザー」,ファイザー,後発品,,,15.00 ,,
内用薬,2325006F3020,ラフチジン,５ｍｇ１錠,,,,プロテカジンＯＤ錠５,大鵬薬品工業,,先発品,○,16.90 ,,
内用薬,2325006F4027,ラフチジン,１０ｍｇ１錠,,,,プロテカジンＯＤ錠１０,大鵬薬品工業,,先発品,○,27.70 ,,
内用薬,2329002D1060,アルジオキサ,１０％１ｇ,局,,,アルジオキサ顆粒１０％「トーワ」,東和薬品,後発品,,,5.70 ,,
内用薬,2329002D2059,アルジオキサ,２０％１ｇ,局,,,アルジオキサ顆粒２０％「日医工」,日医工,後発品,,,6.30 ,,
内用薬,2329002D3055,アルジオキサ,２５％１ｇ,局,,,アルジオキサ顆粒２５％「ツルハラ」,鶴原製薬,後発品,,,7.50 ,,
内用薬,2329002D3063,アルジオキサ,２５％１ｇ,局,,,アルジオキサ顆粒２５％「あすか」,あすか製薬,後発品,,,7.50 ,,
内用薬,2329002D4310,アルジオキサ,５０％１ｇ,局,,,アルジオキサ顆粒５０％「ツルハラ」,鶴原製薬,後発品,,,6.30 ,,
内用薬,2329002D4329,アルジオキサ,５０％１ｇ,局,,,アルジオキサ顆粒５０％「あすか」,あすか製薬,後発品,,,13.60 ,,
内用薬,2329002F2173,アルジオキサ,１００ｍｇ１錠,局,,,アルジオキサ錠１００ｍｇ「ツルハラ」,鶴原製薬,後発品,,,5.70 ,,
内用薬,2329002F2181,アルジオキサ,１００ｍｇ１錠,局,,,アルジオキサ錠１００ｍｇ「トーワ」,東和薬品,後発品,,,5.70 ,,
内用薬,2329002F2190,アルジオキサ,１００ｍｇ１錠,局,,,アルジオキサ錠１００ｍｇ「あすか」,あすか製薬,後発品,,,5.70 ,,
内用薬,2329002F2203,アルジオキサ,１００ｍｇ１錠,局,,,アルジオキサ錠１００ｍｇ「ＫＮ」,小林化工,後発品,,,5.70 ,,
内用薬,2329004C1129,セトラキサート塩酸塩,４０％１ｇ,,,,ノイエル細粒４０％,アルフレッサファーマ,,先発品,,19.90 ,,
内用薬,2329004M1175,セトラキサート塩酸塩,２００ｍｇ１カプセル,,,,ノイエルカプセル２００ｍｇ,アルフレッサファーマ,,先発品,,11.20 ,,
内用薬,2329005F1014,ピレンゼピン塩酸塩水和物,２５ｍｇ１錠,,,,ピレンゼピン塩酸塩２５ｍｇ錠,,後発品,,,5.70 ,,
内用薬,2329008C1097,スクラルファート水和物,９０％１ｇ,,,,アルサルミン細粒９０％,富士化学工業,,先発品,○,6.50 ,,
内用薬,2329008C1135,スクラルファート水和物,９０％１ｇ,,,,スクラルファート細粒９０％「ツルハラ」,鶴原製薬,後発品,,,6.30 ,,
内用薬,2329008D1173,スクラルファート水和物,９０％１ｇ,,,,スクラルファート顆粒９０％「トーワ」,東和薬品,後発品,,,6.30 ,,
内用薬,2329008D1181,スクラルファート水和物,９０％１ｇ,,,,スクラルファート顆粒９０％「日医工」,日医工,後発品,,,6.30 ,,
内用薬,2329008S1016,スクラルファート水和物,１０％１ｍＬ,,,,スクラルファート１０％液,,後発品,,,2.20 ,,
内用薬,2329008S1105,スクラルファート水和物,１０％１ｍＬ,,,,アルサルミン内用液１０％,富士化学工業,,先発品,○,2.80 ,,
内用薬,2329009C2012,スルピリド,１０％１ｇ,,,,スルピリド１０％細粒,,後発品,,,6.30 ,,
内用薬,2329009C2055,スルピリド,１０％１ｇ,,,,ドグマチール細粒１０％,日医工,,先発品,○,14.30 ,,
内用薬,2329009C3019,スルピリド,５０％１ｇ,,,,スルピリド５０％細粒,,後発品,,,14.60 ,,
内用薬,2329009C3078,スルピリド,５０％１ｇ,,,,ドグマチール細粒５０％,日医工,,先発品,○,33.60 ,,
内用薬,2329009F1012,スルピリド,５０ｍｇ１錠,,,,スルピリド５０ｍｇ錠,,後発品,,,6.40 ,,
内用薬,2329009F1110,スルピリド,５０ｍｇ１錠,局,,,ドグマチール錠５０ｍｇ,日医工,,先発品,○,12.20 ,,
内用薬,2329009M1011,スルピリド,５０ｍｇ１カプセル,,,,スルピリド５０ｍｇカプセル,,後発品,,,6.40 ,,
内用薬,2329009M1380,スルピリド,５０ｍｇ１カプセル,局,,,ドグマチールカプセル５０ｍｇ,日医工,,先発品,○,12.20 ,,
内用薬,2329011C1013,ソファルコン,１０％１ｇ,,,,ソファルコン１０％細粒,,後発品,,,8.10 ,,
内用薬,2329011C2010,ソファルコン,２０％１ｇ,,,,ソファルコン２０％細粒,,後発品,,,11.10 ,,
内用薬,2329011C2028,ソファルコン,２０％１ｇ,,,,ソロン細粒２０％,大正製薬,,先発品,○,21.60 ,,
内用薬,2329011C2052,ソファルコン,２０％１ｇ,,,,ソファルコン細粒２０％「ＴＹＫ」,武田テバ薬品,後発品,,,12.30 ,,
内用薬,2329011C2095,ソファルコン,２０％１ｇ,,,,ラビン細粒２０％,辰巳化学,後発品,,,12.30 ,,
内用薬,2329011C2117,ソファルコン,２０％１ｇ,,,,ソファルコン細粒２０％「ＪＧ」,長生堂製薬,後発品,,,12.30 ,,
内用薬,2329011C2133,ソファルコン,２０％１ｇ,,,,ソファルコン細粒２０％「サワイ」,沢井製薬,後発品,,,12.30 ,,
内用薬,2329011F1010,ソファルコン,５０ｍｇ１錠,,,,ソファルコン５０ｍｇ錠,,後発品,,,5.70 ,,
内用薬,2329011F1028,ソファルコン,５０ｍｇ１錠,,,,ソロン錠５０,大正製薬,,先発品,○,6.70 ,,
内用薬,2329011M2015,ソファルコン,１００ｍｇ１カプセル,,,,ソファルコン１００ｍｇカプセル,,後発品,,,8.30 ,,
内用薬,2329011M2066,ソファルコン,１００ｍｇ１カプセル,,,,ソロンカプセル１００,大正製薬,,先発品,○,10.90 ,,
内用薬,2329012C1018,テプレノン,１０％１ｇ,,,,テプレノン１０％細粒,,後発品,,,10.80 ,,
内用薬,2329012C1026,テプレノン,１０％１ｇ,,,,セルベックス細粒１０％,エーザイ,,先発品,○,15.50 ,,
内用薬,2329012M1021,テプレノン,５０ｍｇ１カプセル,局,,,セルベックスカプセル５０ｍｇ,エーザイ,,先発品,○,9.60 ,,
内用薬,2329012M1293,テプレノン,５０ｍｇ１カプセル,局,,,テプレノンカプセル５０ｍｇ「トーワ」,東和薬品,後発品,,,6.30 ,,
内用薬,2329012M1315,テプレノン,５０ｍｇ１カプセル,局,,,デムナロンカプセル５０ｍｇ,鶴原製薬,後発品,,,6.30 ,R3.3.31まで,
内用薬,2329012M1331,テプレノン,５０ｍｇ１カプセル,局,,,テプレノンカプセル５０ｍｇ「日医工」,日医工,後発品,,,6.30 ,,
内用薬,2329012M1340,テプレノン,５０ｍｇ１カプセル,局,,,テプレノンカプセル５０ｍｇ「サワイ」,沢井製薬,後発品,,,6.30 ,,
内用薬,2329012M1358,テプレノン,５０ｍｇ１カプセル,局,,,テプレノンカプセル５０ｍｇ「アメル」,共和薬品工業,後発品,,,6.30 ,R3.3.31まで,
内用薬,2329012M1366,テプレノン,５０ｍｇ１カプセル,局,,,テプレノンカプセル５０ｍｇ「テバ」,武田テバファーマ,後発品,,,6.30 ,,
内用薬,2329012M1374,テプレノン,５０ｍｇ１カプセル,局,,,テプレノンカプセル５０ｍｇ「ＹＤ」,陽進堂,後発品,,,6.30 ,,
内用薬,2329012M1382,テプレノン,５０ｍｇ１カプセル,局,,,テプレノンカプセル５０ｍｇ「ツルハラ」,鶴原製薬,後発品,,,6.30 ,,R2.6.19収載
内用薬,2329015C1011,トロキシピド,２０％１ｇ,,,,トロキシピド２０％細粒,,後発品,,,11.50 ,,
内用薬,2329015C1100,トロキシピド,２０％１ｇ,局,,,アプレース細粒２０％,杏林製薬,,先発品,○,18.90 ,,
内用薬,2329015F2014,トロキシピド,１００ｍｇ１錠,,,,トロキシピド１００ｍｇ錠,,後発品,,,6.20 ,,
内用薬,2329015F2022,トロキシピド,１００ｍｇ１錠,局,,,アプレース錠１００ｍｇ,杏林製薬,,先発品,○,11.20 ,,
内用薬,2329019M1040,ベネキサート塩酸塩　ベータデクス,２００ｍｇ１カプセル,,,,ウルグートカプセル２００ｍｇ,共和薬品工業,,先発品,,15.00 ,,
内用薬,2329019M1058,ベネキサート塩酸塩　ベータデクス,２００ｍｇ１カプセル,,,,ロンミールカプセル２００ｍｇ,ナガセ医薬品,,先発品,,7.90 ,R3.3.31まで,
内用薬,2329020C1012,イルソグラジンマレイン酸塩,０．８％１ｇ,,,,イルソグラジンマレイン酸塩０．８％細粒,,後発品,,,16.70 ,,
内用薬,2329020C1020,イルソグラジンマレイン酸塩,０．８％１ｇ,局,,,ガスロンＮ細粒０．８％,日本新薬,,先発品,○,38.40 ,,
内用薬,2329020F1019,イルソグラジンマレイン酸塩,２ｍｇ１錠,,,,イルソグラジンマレイン酸塩２ｍｇ錠,,後発品,,,9.90 ,,
内用薬,2329020F1027,イルソグラジンマレイン酸塩,２ｍｇ１錠,局,,,ガスロンＮ錠２ｍｇ,日本新薬,,先発品,○,21.20 ,,
内用薬,2329020F2015,イルソグラジンマレイン酸塩,４ｍｇ１錠,,,,イルソグラジンマレイン酸塩４ｍｇ錠,,後発品,,,10.10 ,,
内用薬,2329020F2023,イルソグラジンマレイン酸塩,４ｍｇ１錠,局,,,ガスロンＮ錠４ｍｇ,日本新薬,,先発品,○,23.20 ,,
内用薬,2329020F3020,イルソグラジンマレイン酸塩,２ｍｇ１錠,,,,ガスロンＮ・ＯＤ錠２ｍｇ,日本新薬,,先発品,○,21.20 ,,
内用薬,2329020F4026,イルソグラジンマレイン酸塩,４ｍｇ１錠,,,,ガスロンＮ・ＯＤ錠４ｍｇ,日本新薬,,先発品,○,23.20 ,,
内用薬,2329021D1020,レバミピド,２０％１ｇ,,,,ムコスタ顆粒２０％,大塚製薬,,先発品,○,22.30 ,,
内用薬,2329021D1039,レバミピド,２０％１ｇ,,,,レバミピド顆粒２０％「ＴＣＫ」,辰巳化学,後発品,,,17.30 ,R3.3.31まで,
内用薬,2329021D1047,レバミピド,２０％１ｇ,,,,レバミピド顆粒２０％「ＴＹＫ」,武田テバ薬品,後発品,,,17.30 ,,
内用薬,2329021D1063,レバミピド,２０％１ｇ,,,,レバミピド顆粒２０％「アメル」,共和薬品工業,後発品,,,17.30 ,,
内用薬,2329021D1071,レバミピド,２０％１ｇ,,,,レバミピド顆粒２０％「タカタ」,高田製薬,後発品,,,17.30 ,,
内用薬,2329021D1080,レバミピド,２０％１ｇ,,,,レバミピド顆粒２０％「日医工」,日医工,後発品,,,17.30 ,,
内用薬,2329021F1030,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「ＥＭＥＣ」,大原薬品工業,後発品,,,10.10 ,,
内用薬,2329021F1056,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「ＭＥＤ」,メディサ新薬,後発品,,,10.10 ,,
内用薬,2329021F1064,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「ＮＰ」,ニプロ,後発品,,,10.10 ,,
内用薬,2329021F1072,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「ＺＥ」,全星薬品工業,後発品,,,10.10 ,,
内用薬,2329021F1080,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「あすか」,あすか製薬,後発品,,,10.10 ,,
内用薬,2329021F1099,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「サワイ」,沢井製薬,後発品,,,10.10 ,,
内用薬,2329021F1102,レバミピド,１００ｍｇ１錠,局,,,ムコスタ錠１００ｍｇ,大塚製薬,,先発品,○,11.80 ,,
内用薬,2329021F1110,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「ＤＫ」,大興製薬,後発品,,,10.10 ,,
内用薬,2329021F1137,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「ＮＰＩ」,日本薬品工業,後発品,,,10.10 ,,
内用薬,2329021F1145,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「ＮＳ」,日新製薬（山形）,後発品,,,10.10 ,,
内用薬,2329021F1161,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,10.10 ,,
内用薬,2329021F1170,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「ＴＹＫ」,武田テバ薬品,後発品,,,10.10 ,,
内用薬,2329021F1188,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「アメル」,共和薬品工業,後発品,,,10.10 ,,
内用薬,2329021F1196,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「ケミファ」,日本ケミファ,後発品,,,10.10 ,,
内用薬,2329021F1200,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「タナベ」,ニプロＥＳファーマ,後発品,,,10.10 ,,
内用薬,2329021F1218,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「トーワ」,東和薬品,後発品,,,10.10 ,,
内用薬,2329021F1226,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「日医工」,日医工,後発品,,,10.10 ,,
内用薬,2329021F1250,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,10.10 ,,
内用薬,2329021F1269,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「ＴＳＵ」,鶴原製薬,後発品,,,10.10 ,,
内用薬,2329021F1277,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「ＹＤ」,陽進堂,後発品,,,10.10 ,,
内用薬,2329021F1285,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「タカタ」,高田製薬,後発品,,,10.10 ,,
内用薬,2329021F1293,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「ファイザー」,ファイザー,後発品,,,10.10 ,,
内用薬,2329021F1307,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「杏林」,キョーリンリメディオ,後発品,,,10.10 ,,
内用薬,2329021F1315,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「クニヒロ」,皇漢堂製薬,後発品,,,10.10 ,,
内用薬,2329021F1323,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,10.10 ,,
内用薬,2329021F1331,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「オーツカ」,大塚製薬工場,後発品,,,10.10 ,,
内用薬,2329021F1340,レバミピド,１００ｍｇ１錠,局,,,レバミピド錠１００ｍｇ「Ｍｅ」,Ｍｅ　ファルマ,後発品,,,10.10 ,,
内用薬,2329021F2028,レバミピド,１００ｍｇ１錠,,,,レバミピドＯＤ錠１００ｍｇ「ＮＳ」,日新製薬（山形）,後発品,,,10.10 ,,
