院内採用状況	製品名（■/◇：一般用薬/要指導医薬品）	製品名（英名）	製造販売会社	発売・販売会社	剤形	規格単位	薬価	規制区分	薬効	薬効分類	一般名	一般名（英名）	YJコード	HOTコード	製品備考	識別コード	色	割線の有無	添加物
	点滴静注用バンコマイシン1.0「MEEK」	Vancomycin「MEEK」	小林化工	Meiji Seikaファルマ	静注用：注射	1g1瓶	1,318.00円／瓶	後局処	グリコペプチド系抗生物質	611	バンコマイシン塩酸塩	vancomycin hydrochloride（JP）	6113400A2037	121079801，121079802	薬価収載2011.11.28				D-マンニトール，マクロゴール400
	【削除品】点滴静注用ビルヘキサル250mg	Viruhexal	サンド		静注用：注射	250mg1瓶	600.00円／瓶	後局処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250401F1120	113844320	薬価削除2016.03.31				pH調整剤
	点滴静注用ホスカビル注24mg／mL	Foscavir	ノーベルファーマ		注射液：注射	6g250mL1瓶	7,023.00円／瓶	毒処	抗ウイルス・DNAポリメラーゼ阻害剤	625	ホスカルネットナトリウム水和物	foscarnet sodium hydrate（JAN）	6250403A1033	111463802，111463803	薬価収載2006.06.09				pH調整剤
	トービイ吸入液300mg	Tobi	ノバルティスファーマ		吸入剤：外用〔口腔投与剤〕	300mg5mL1管	8,880.50円／管	劇処	アミノグリコシド系抗生物質	612	トブラマイシン	tobramycin（JP）	6123700G1026	122133601	薬価収載2012.11.22				塩化ナトリウム，硫酸，水酸化ナトリウム
	トキオ注射用0.5g	Tokio	コーアイセイ		注射用：注射	500mg1瓶	95.00円／瓶	後局処	セファロスポリン系抗生物質	613	セファゾリンナトリウム	cefazolin sodium（JP）	6132401D2114	121777301	薬価収載2012.06.22				
	トキオ注射用0.25g	Tokio	コーアイセイ		注射用：注射	250mg1瓶	92.00円／瓶	後局処	セファロスポリン系抗生物質	613	セファゾリンナトリウム	cefazolin sodium（JP）	6132401D1088	121776601	薬価収載2012.06.22				
	トキオ注射用1g	Tokio	コーアイセイ		注射用：注射	1g1瓶	203.00円／瓶	後局処	セファロスポリン系抗生物質	613	セファゾリンナトリウム	cefazolin sodium（JP）	6132401D3170	110967201	薬価収載2009.09.25				
	トキオ注射用2g	Tokio	コーアイセイ		注射用：注射	2g1瓶	263.00円／瓶	後局処	セファロスポリン系抗生物質	613	セファゾリンナトリウム	cefazolin sodium（JP）	6132401D4184	121778001	薬価収載2012.06.22				
	トキクロルカプセル250mg	Tokiclor	コーアイセイ		カプセル：内服	250mg1カプセル	53.70円／カプセル	局処	セフェム系抗生物質	613	セファクロル	cefaclor（JP）	6132005M1202	113441401	薬価収載2008.12.19	IC-613TCR	青／白		トウモロコシデンプン，カルボキシメチルスターチナトリウム，ステアリン酸マグネシウム，青色1号，酸化チタン，ラウリル硫酸ナトリウム，ゼラチン
	トスキサシン錠75mg	Tosuxacin	マイランEPD		錠：内服	75mg1錠	87.60円／錠	局処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010F1039	111403402，111403403		〓621	白		L-アスパラギン酸，結晶セルロース，トウモロコシデンプン，含水二酸化ケイ素，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，ヒプロメロース，ポリオキシエチレン（105）ポリオキシプロピレン（5）グリコール，タルク，酸化チタン，カルナウバロウ
	トスキサシン錠150mg	Tosuxacin	マイランEPD		錠：内服	150mg1錠	110.30円／錠	局処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010F2035	111405802，111405803		〓622	白		L-アスパラギン酸，結晶セルロース，トウモロコシデンプン，含水二酸化ケイ素，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，ヒプロメロース，ポリオキシエチレン（105）ポリオキシプロピレン（5）グリコール，タルク，酸化チタン，カルナウバロウ
	トスフロキサシントシル酸塩細粒小児用15％「TCK」	Tosufloxacin Tosilate	辰巳化学		細粒：内服	150mg1g	213.50円／g	後処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010C1067	124817301	薬価収載2016.06.17				精製白糖，L-アスパラギン酸，アスパルテーム（L-フェニルアラニン化合物），ポリビニルアルコール・アクリル酸・メタクリル酸メチル共重合体，三二酸化鉄，含水二酸化ケイ素，香料
	トスフロキサシントシル酸塩細粒小児用15％「トーワ」	Tosufloxacin Tosilate“TOWA”	東和薬品		細粒：内服	150mg1g	213.50円／g	後処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010C1040	124139601	薬価収載2015.06.19				白糖，アスパルテーム（L-フェニルアラニン化合物），含水二酸化ケイ素，三二酸化鉄，香料
	トスフロキサシントシル酸塩細粒小児用15％「タカタ」	Tosufloxacin Tosilate	高田製薬		細粒：内服	150mg1g	213.50円／g	後処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010C1032	124106801	薬価収載2015.06.19				粉末還元麦芽糖水アメ，D-マンニトール，低置換度ヒドロキシプロピルセルロース，ポビドン，アスパルテーム（L-フェニルアラニン化合物），三二酸化鉄，香料，含水二酸化ケイ素
	トスフロキサシントシル酸塩錠75mg「NP」	Tosufloxacin Tosilate	ニプロ		錠：内服	75mg1錠	37.30円／錠	後局処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010F1047	119521701	薬価収載2009.11.13	NP522 NP-522	白		L-アスパラギン酸，トウモロコシデンプン，結晶セルロース，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，含水二酸化ケイ素，ヒプロメロース，マクロゴール，酸化チタン，タルク，カルナウバロウ
	トスフロキサシントシル酸塩錠75mg「TCK」	Tosufloxacin Tosilate	辰巳化学	日本ジェネリック	錠：内服	75mg1錠	37.30円／錠	後局処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010F1055	119311401，119311402，119311403	薬価収載2009.11.13	Tu703	白		セルロース，トウモロコシデンプン，ヒドロキシプロピルセルロース，L-アスパラギン酸，低置換度ヒドロキシプロピルセルロース，二酸化ケイ素，ステアリン酸Mg，ヒプロメロース，ポリオキシエチレンポリオキシプロピレングリコール，酸化チタン，カルナウバロウ
	トスフロキサシントシル酸塩錠75mg「TYK」	Tosufloxacin Tosilate「TYK」	武田テバ薬品	テバ製薬	錠：内服	75mg1錠	37.30円／錠	後局処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010F1063	119535401，119535402，119535403	薬価収載2009.11.13	〓444 TYK444	白～帯黄白		トウモロコシデンプン，結晶セルロース，L-アスパラギン酸，ヒドロキシプロピルセルロース，ステアリン酸Mg，クエン酸トリエチル，ヒプロメロース，酸化チタン，カルナウバロウ
	トスフロキサシントシル酸塩錠75mg「YD」	Tosufloxacin Tosilate	陽進堂		錠：内服	75mg1錠	37.30円／錠	後局処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010F1071	119400501	薬価収載2009.11.13	YD964	白～帯黄白		トウモロコシデンプン，セルロース，L-アスパラギン酸，ヒドロキシプロピルセルロース，ステアリン酸Mg，クエン酸トリエチル，ヒプロメロース，酸化チタン，カルナウバロウ
	トスフロキサシントシル酸塩錠75mg「サワイ」	Tosufloxacin Tosilate	沢井製薬		錠：内服	75mg1錠	37.30円／錠	後局処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010F1080	119633701	薬価収載2009.11.13	SW TFX75	白		L-アスパラギン酸，カルナウバロウ，結晶セルロース，酸化チタン，ステアリン酸Mg，タルク，トウモロコシデンプン，二酸化ケイ素，ヒドロキシプロピルセルロース，ヒプロメロース，マクロゴール6000
	トスフロキサシントシル酸塩錠75mg「サンド」	Tosufloxacin Tosilate［SANDOZ］	サンド		錠：内服	75mg1錠	37.30円／錠	後局処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010F1098	119634401	薬価収載2009.11.13	STT75	白		L-アスパラギン酸，トウモロコシデンプン，結晶セルロース，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，含水二酸化ケイ素，ヒプロメロース，マクロゴール6000，酸化チタン，タルク，カルナウバロウ
	トスフロキサシントシル酸塩錠75mg「タイヨー」	Tosufloxacin Tosilate	テバ製薬		錠：内服	75mg1錠	37.30円／錠	後局処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010F1101	119353401	薬価収載2009.11.13	t T1	白		L-アスパラギン酸，カルナウバロウ，含水二酸化ケイ素，結晶セルロース，酸化チタン，ステアリン酸マグネシウム，デンプングリコール酸ナトリウム，ヒドロキシプロピルセルロース，ヒプロメロース，マクロゴール6000
	トスフロキサシントシル酸塩錠75mg「タナベ」	Tosufloxacin Tosilate Hydrate	田辺三菱製薬	田辺製薬販売	錠：内服	75mg1錠	37.30円／錠	後局処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010F1110	119562001	薬価収載2009.11.13	TG105	白		L-アスパラギン酸，結晶セルロース，トウモロコシデンプン，含水二酸化ケイ素，ヒドロキシプロピルセルロース，低置換度ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，ヒプロメロース，ポリオキシエチレン（105）ポリオキシプロピレン（5）グリコール，酸化チタン，カルナウバロウ
	トスフロキサシントシル酸塩錠75mg「日医工」	Tosufloxacin Tosilate	日医工		錠：内服	75mg1錠	37.30円／錠	後局処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010F1128	119635101	薬価収載2009.11.13	〓720 〓720	白		トウモロコシデンプン，セルロース，L-アスパラギン酸，ヒドロキシプロピルセルロース，二酸化ケイ素，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール，タルク，酸化チタン，カルナウバロウ
	トスフロキサシントシル酸塩錠150mg「NP」	Tosufloxacin Tosilate	ニプロ		錠：内服	150mg1錠	41.60円／錠	後局処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010F2043	119522401	薬価収載2009.11.13	NP523 NP-523	白		L-アスパラギン酸，トウモロコシデンプン，結晶セルロース，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，含水二酸化ケイ素，ヒプロメロース，マクロゴール，酸化チタン，タルク，カルナウバロウ
	トスフロキサシントシル酸塩錠150mg「TCK」	Tosufloxacin Tosilate	辰巳化学	富士フイルムファーマ，日本ジェネリック	錠：内服	150mg1錠	41.60円／錠	後局処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010F2051	119312101，119312102，119312103	薬価収載2009.11.13	Tu704	白		セルロース，トウモロコシデンプン，ヒドロキシプロピルセルロース，L-アスパラギン酸，低置換度ヒドロキシプロピルセルロース，二酸化ケイ素，ステアリン酸Mg，ヒプロメロース，ポリオキシエチレンポリオキシプロピレングリコール，酸化チタン，カルナウバロウ
	トスフロキサシントシル酸塩錠150mg「TYK」	Tosufloxacin Tosilate「TYK」	武田テバ薬品	テバ製薬	錠：内服	150mg1錠	41.60円／錠	後局処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010F2060	119536101，119536102，119536103	薬価収載2009.11.13	〓445 TYK445	白～帯黄白		トウモロコシデンプン，結晶セルロース，L-アスパラギン酸，ヒドロキシプロピルセルロース，ステアリン酸Mg，クエン酸トリエチル，ヒプロメロース，酸化チタン，カルナウバロウ
	トスフロキサシントシル酸塩錠150mg「YD」	Tosufloxacin Tosilate	陽進堂		錠：内服	150mg1錠	41.60円／錠	後局処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010F2078	119401201	薬価収載2009.11.13	YD965	白～帯黄白		トウモロコシデンプン，セルロース，L-アスパラギン酸，ヒドロキシプロピルセルロース，ステアリン酸Mg，クエン酸トリエチル，ヒプロメロース，酸化チタン，カルナウバロウ
	トスフロキサシントシル酸塩錠150mg「サワイ」	Tosufloxacin Tosilate	沢井製薬		錠：内服	150mg1錠	41.60円／錠	後局処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010F2086	119636801	薬価収載2009.11.13	SW TFX150	白		L-アスパラギン酸，カルナウバロウ，結晶セルロース，酸化チタン，ステアリン酸Mg，タルク，トウモロコシデンプン，二酸化ケイ素，ヒドロキシプロピルセルロース，ヒプロメロース，マクロゴール6000
	トスフロキサシントシル酸塩錠150mg「サンド」	Tosufloxacin Tosilate［SANDOZ］	サンド		錠：内服	150mg1錠	41.60円／錠	後局処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010F2094	119637501	薬価収載2009.11.13	STT150	白		L-アスパラギン酸，トウモロコシデンプン，結晶セルロース，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，含水二酸化ケイ素，ヒプロメロース，マクロゴール6000，酸化チタン，タルク，カルナウバロウ
	トスフロキサシントシル酸塩錠150mg「タイヨー」	Tosufloxacin Tosilate	テバ製薬		錠：内服	150mg1錠	41.60円／錠	後局処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010F2108	119354101	薬価収載2009.11.13	t T7	白		L-アスパラギン酸，カルナウバロウ，含水二酸化ケイ素，結晶セルロース，酸化チタン，ステアリン酸マグネシウム，デンプングリコール酸ナトリウム，ヒドロキシプロピルセルロース，ヒプロメロース，マクロゴール6000
	トスフロキサシントシル酸塩錠150mg「タナベ」	Tosufloxacin Tosilate Hydrate	田辺三菱製薬	田辺製薬販売	錠：内服	150mg1錠	41.60円／錠	後局処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010F2116	119563701	薬価収載2009.11.13	TG106	白		L-アスパラギン酸，結晶セルロース，トウモロコシデンプン，含水二酸化ケイ素，ヒドロキシプロピルセルロース，低置換度ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，ヒプロメロース，ポリオキシエチレン（105）ポリオキシプロピレン（5）グリコール，酸化チタン，カルナウバロウ
	トスフロキサシントシル酸塩錠150mg「日医工」	Tosufloxacin Tosilate	日医工		錠：内服	150mg1錠	41.60円／錠	後局処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010F2124	119638201	薬価収載2009.11.13	〓721 〓721	白		トウモロコシデンプン，セルロース，L-アスパラギン酸，ヒドロキシプロピルセルロース，二酸化ケイ素，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール，タルク，酸化チタン，カルナウバロウ
	トスフロキサシントシル酸塩小児用細粒15％「明治」	Tosufloxacin Tosilate「MEIJI」	Meiji Seikaファルマ		細粒：内服	150mg1g	255.80円／g	後処	ニューキノロン系抗菌剤	624	トスフロキサシントシル酸塩水和物	tosufloxacin tosilate hydrate（JP）	6241010C1059	124207201	薬価収載2015.06.19	MS090	淡赤		粉末還元麦芽糖水アメ，D-マンニトール，低置換度ヒドロキシプロピルセルロース，ポビドン，アスパルテーム（L-フェニルアラニン化合物），三二酸化鉄，含水二酸化ケイ素，香料
	トブラシン注60mg	Tobracin	東和薬品	ジェイドルフ製薬，日本イーライリリー，塩野義製薬	注射液：注射	60mg1管	413.00円／管	局劇処	アミノグリコシド系抗生物質	612	トブラマイシン	tobramycin（JP）	6123401A2038	110686202，110686203	薬価収載2001.07.06				亜硫酸水素ナトリウム，等張化剤，pH調整剤
	トブラシン注90mg	Tobracin	東和薬品	ジェイドルフ製薬，日本イーライリリー，塩野義製薬	注射液：注射	90mg1管	596.00円／管	局劇処	アミノグリコシド系抗生物質	612	トブラマイシン	tobramycin（JP）	6123401A3026	110687902，110687903					亜硫酸水素ナトリウム，クエン酸ナトリウム水和物，等張化剤，pH調整剤
	トブラシン注小児用10mg	Tobracin	東和薬品	ジェイドルフ製薬，日本イーライリリー，塩野義製薬	注射液：注射	10mg1管	95.00円／管	局劇処	アミノグリコシド系抗生物質	612	トブラマイシン	tobramycin（JP）	6123401A1031	110685502，110685503	薬価収載2001.07.06				亜硫酸水素ナトリウム，等張化剤，pH調整剤
	トミロン細粒小児用10％	Tomiron	富山化学工業	大正富山医薬品	細粒：内服	100mg1g	93.00円／g	局処	セフェム系抗生物質	613	セフテラム ピボキシル	cefteram pivoxil（JP）	6132009C1086	110920702	薬価収載2006.06.09	〓204 〓205	淡橙		精製白糖，ショ糖脂肪酸エステル，カルメロースカルシウム，結晶セルロース，カルメロースナトリウム，アスパルテーム（L-フェニルアラニン化合物），シリコーン樹脂，ソルビタン脂肪酸エステル，グリセリン脂肪酸エステル，香料，黄色5号
	トミロン錠50	Tomiron	富山化学工業	大正富山医薬品	錠：内服	50mg1錠	31.20円／錠	局処	セフェム系抗生物質	613	セフテラム ピボキシル	cefteram pivoxil（JP）	6132009F1023	110921402		〓202	淡橙		乳糖水和物，トウモロコシデンプン，結晶セルロース，カルメロースカルシウム，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，ヒプロメロース，ポリオキシエチレン（105）ポリオキシプロピレン（5）グリコール，酸化チタン，カルナウバロウ，黄色5号
	トミロン錠100	Tomiron	富山化学工業	大正富山医薬品，昭和薬品化工	錠：内服	100mg1錠	38.80円／錠	局処	セフェム系抗生物質	613	セフテラム ピボキシル	cefteram pivoxil（JP）	6132009F2020	110922102，110922103		トミロン100	淡橙		乳糖水和物，トウモロコシデンプン，結晶セルロース，カルメロースカルシウム，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，ヒプロメロース，ポリオキシエチレン（105）ポリオキシプロピレン（5）グリコール，酸化チタン，カルナウバロウ，黄色5号
	トリーメク配合錠	Triumeq	ヴィーブヘルスケア	グラクソ・スミスクライン	錠：内服	1錠	7,000.30円／錠	劇処	抗ウイルス化学療法剤	625	ドルテグラビルナトリウム・アバカビル硫酸塩・ラミブジン	dolutegravir sodium・abacavir sulfate・lamivudine（JAN）	6250106F1021	124088701	薬価収載2015.03.25	572Tri	紫		D-マンニトール，ステアリン酸マグネシウム，結晶セルロース，ポビドン，デンプングリコール酸ナトリウム，黒酸化鉄，三二酸化鉄，マクロゴール4000，ポリビニルアルコール（部分けん化物），タルク，酸化チタン
	ドルコール錠250mg	Dolcol	日医工		錠：内服	250mg1錠	53.30円／錠	処	抗菌性化学療法剤	624	ピペミド酸水和物	pipemidic acid hydrate（JP）	6241002F1107	111375402		〓531 〓531	類白		カルメロースカルシウム，ヒドロキシプロピルセルロース，セルロース，トウモロコシデンプン，無水ケイ酸，ステアリン酸マグネシウム，ヒプロメロース，エチルセルロース，マクロゴール，プロピレングリコール，ヒマシ油，ソルビタン脂肪酸エステル，酸化チタン，タルク
	トロビシン筋注用2g	Trobicin	ファイザー		筋注用：注射	2g1瓶	2,407.00円／瓶	処	淋疾治療用アミノサイクリトール系抗生物質	612	スペクチノマイシン塩酸塩水和物	spectinomycin hydrochloride hydrate（JP）	6124400D1030	110715903	薬価収載2009.03.24				ベンジルアルコール
	ナイスタチン錠50万単位「明治」	Nystatin「MEIJI」	Meiji Seikaファルマ		錠：内服	50万単位1錠	38.00円／錠	後処	ポリエン・マクロライド系抗真菌性抗生物質	617	ナイスタチン	nystatin（JP）	6171001F1033	111286301	薬価収載2008.12.19	MS NO1	白		結晶セルロース，カルメロースカルシウム，ステアリン酸マグネシウム，ヒドロキシプロピルセルロース，軽質無水ケイ酸，ヒプロメロース，マクロゴール4000，マクロゴール400，酸化チタン，カルナウバロウ
	ナスパルン静注用0.5g	Naspalun	シオノケミカル		静注用：注射	（500mg）1瓶	301.00円／瓶	後処	β-ラクタマーゼ阻害剤配合抗生物質	613	セフォペラゾンナトリウム・スルバクタムナトリウム	cefoperazone sodium・sulbactam sodium	6139500F1067	118751901	薬価収載2008.07.04				pH調節剤
	ナスパルン静注用1g	Naspalun	シオノケミカル		静注用：注射	（1g）1瓶	331.00円／瓶	後処	β-ラクタマーゼ阻害剤配合抗生物質	613	セフォペラゾンナトリウム・スルバクタムナトリウム	cefoperazone sodium・sulbactam sodium	6139500F2144	113480301	薬価収載2006.12.08				pH調節剤
	ナタジール点滴静注用250mg	Natazil	富士薬品	ニプロ	静注用：注射	250mg1瓶	600.00円／瓶	後局処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250401F1198	113844322	薬価収載2009.02.01				pH調整剤
	日赤ポリグロビンN5％静注0.5g／10mL	Nisseki Polyglobin－N	日本血液製剤機構		注射液：注射	500mg10mL1瓶	4,877.00円／瓶	生特処	血液成分製剤	634	pH 4処理人免疫グロブリン	pH4 treated human normal immunoglobulin	6343427A1048	117580601，117580602	薬価収載2009.09.25				マルトース水和物，塩酸，水酸化ナトリウム
	日赤ポリグロビンN5％静注2.5g／50mL	Nisseki Polyglobin－N	日本血液製剤機構		注射液：注射	2.5g50mL1瓶	21,441.00円／瓶	生特処	血液成分製剤	634	pH 4処理人免疫グロブリン	pH4 treated human normal immunoglobulin	6343427A2044	117581301，117581302	薬価収載2009.09.25				マルトース水和物，塩酸，水酸化ナトリウム
	日赤ポリグロビンN5％静注5g／100mL	Nisseki Polyglobin－N	日本血液製剤機構		注射液：注射	5g100mL1瓶	40,438.00円／瓶	生特処	血液成分製剤	634	pH 4処理人免疫グロブリン	pH4 treated human normal immunoglobulin	6343427A3032	117582001，117582002	薬価収載2009.09.25				マルトース水和物，塩酸，水酸化ナトリウム
	日赤ポリグロビンN10％静注5g／50mL	Nisseki Polyglobin	日本血液製剤機構		注射液：注射	5g50mL1瓶	40,438.00円／瓶	生特処	血液成分製剤	634	pH 4処理人免疫グロブリン	pH4 treated human normal immunoglobulin	6343427A4020	121922701，121922702	薬価収載2012.12.14				グリシン，塩酸，水酸化ナトリウム
	日赤ポリグロビンN10％静注10g／100mL	Nisseki Polyglobin	日本血液製剤機構		注射液：注射	10g100mL1瓶	77,660.00円／瓶	生特処	血液成分製剤	634	pH 4処理人免疫グロブリン	pH4 treated human normal immunoglobulin	6343427A5027	121923401，121923402	薬価収載2012.12.14				グリシン，塩酸，水酸化ナトリウム
	ニッパスカルシウム顆粒100％	Nippas Calcium	田辺三菱製薬		顆粒：内服	1g	29.90円／g	局処	抗結核化学療法剤	622	パラアミノサリチル酸カルシウム水和物	calcium para-aminosalicylate hydrate（JP）	6221002D1049	111337202	薬価収載2006.05.01				
	ニッパスカルシウム錠（0.25g）	Nippas Calcium	田辺三菱製薬		錠：内服	250mg1錠	17.00円／錠	処	抗結核化学療法剤	622	パラアミノサリチル酸カルシウム水和物	calcium para-aminosalicylate hydrate（JP）	6221003F1028	111338901		TA113	白～微灰白		カルメロースカルシウム，ステアリン酸マグネシウム，タルク，デキストリン
	ニューモバックスNP	Pneumovax NP	MSD		注射液：注射	0.5mL1瓶	4,666.00円／瓶	生劇処	細菌ワクチン類	631	肺炎球菌ワクチン	pneumococcus vaccine	6311400A1037	111501701	薬価収載2006.10.01				フェノール，塩化ナトリウム
	ネオイスコチン原末	Neoiscotin	第一三共		末：内服	1g	16.50円／g	処	結核化学療法剤	622	イソニアジドメタンスルホン酸ナトリウム水和物	isoniazid sodium methanesulfonate hydrate（JAN）(methaniazide（INN）)	6222005A1035	111342602	薬価収載2009.09.25				
	ネオイスコチン錠100mg	Neoiscotin	第一三共		錠：内服	100mg1錠	5.70円／錠	処	結核化学療法剤	622	イソニアジドメタンスルホン酸ナトリウム水和物	isoniazid sodium methanesulfonate hydrate（JAN）(methaniazide（INN）)	6222005F1032	111343302	薬価収載2009.09.25	-NEO-ISCOTIN	白	○	トウモロコシデンプン，アラビアゴム，タルク，ステアリン酸マグネシウム
	ネドリール錠125mg	Nedoril	高田製薬	マルホ	錠：内服	125mg1錠	112.40円／錠	後処	アリルアミン系抗真菌剤	629	テルビナフィン塩酸塩	terbinafine hydrochloride（JP）	6290005F1199	117260701，117260702	薬価収載2006.07.07	nr TTS-660	白～帯黄白	○	低置換度ヒドロキシプロピルセルロース，乳糖水和物，デンプングリコール酸ナトリウム，ヒプロメロース，ステアリン酸マグネシウム，酸化チタン，マクロゴール6000，パラフィン
	ノイアート静注用500単位	Neuart	日本血液製剤機構		静注用：注射	500単位1瓶（溶解液付）	26,311.00円／瓶	生特処	血液凝固阻止剤	634	乾燥濃縮人アンチトロンビンIII	human anti-thrombin III，freeze-dried concentrated（生）	6343424D2080	111592507，111592509	薬価収載2009.09.25				塩化ナトリウム，クエン酸ナトリウム水和物，D-マンニトール
	ノイアート静注用1500単位	Neuart	日本血液製剤機構	田辺三菱製薬	静注用：注射	1,500単位1瓶（溶解液付）	67,456.00円／瓶	生特処	血液凝固阻止剤	634	乾燥濃縮人アンチトロンビンIII	human anti-thrombin III，freeze-dried concentrated（生）	6343424D3035	114504502，114504504，114504505					塩化ナトリウム，クエン酸ナトリウム水和物，D-マンニトール
	濃厚血小板－LR「日赤」	Platelet Concentrate,Leukocytes Reduced,NISSEKI	日本赤十字社		注射液：注射	1単位約20mL1袋	7,801.00円／袋	生特処	血漿製剤	634	人血小板濃厚液	concentrated human blood platelet	6342401X1030	116092501	薬価収載2009.11.13				
	濃厚血小板－LR「日赤」	Platelet Concentrate,Leukocytes Reduced,NISSEKI	日本赤十字社		注射液：注射	2単位約40mL1袋	15,601.00円／袋	生特処	血漿製剤	634	人血小板濃厚液	concentrated human blood platelet	6342401X2037	116093201	薬価収載2009.11.13				
	濃厚血小板－LR「日赤」	Platelet Concentrate,Leukocytes Reduced,NISSEKI	日本赤十字社		注射液：注射	5単位約100mL1袋	39,863.00円／袋	生特処	血漿製剤	634	人血小板濃厚液	concentrated human blood platelet	6342401X3033	116094901	薬価収載2009.11.13				
	濃厚血小板－LR「日赤」	Platelet Concentrate,Leukocytes Reduced,NISSEKI	日本赤十字社		注射液：注射	10単位約200mL1袋	79,402.00円／袋	生特処	血漿製剤	634	人血小板濃厚液	concentrated human blood platelet	6342401X4030	116095601	薬価収載2009.11.13				
	濃厚血小板－LR「日赤」	Platelet Concentrate,Leukocytes Reduced,NISSEKI	日本赤十字社		注射液：注射	15単位約250mL1袋	119,091.00円／袋	生特処	血漿製剤	634	人血小板濃厚液	concentrated human blood platelet	6342401X5036	116096301	薬価収載2009.11.13				
	濃厚血小板－LR「日赤」	Platelet Concentrate,Leukocytes Reduced,NISSEKI	日本赤十字社		注射液：注射	20単位約250mL1袋	158,789.00円／袋	生特処	血漿製剤	634	人血小板濃厚液	concentrated human blood platelet	6342401X6032	116097001	薬価収載2009.11.13				
	濃厚血小板HLA－LR「日赤」	Platelet Concentrate HLA,Leukocytes Reduced,NISSEKI	日本赤十字社		注射液：注射	10単位約200mL1袋	95,283.00円／袋	生特処	血漿製剤	634	人血小板濃厚液	concentrated human blood platelet	6342409X1037	116098701	薬価収載2009.11.13				
	濃厚血小板HLA－LR「日赤」	Platelet Concentrate HLA,Leukocytes Reduced,NISSEKI	日本赤十字社		注射液：注射	15単位約250mL1袋	142,925.00円／袋	生特処	血漿製剤	634	人血小板濃厚液	concentrated human blood platelet	6342409X2033	116099401	薬価収載2009.11.13				
