区分,薬価基準収載医薬品コード,成分名,規格,品名,,,,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考,,,,,
外用薬,2662701X1206,グリセリンカリ,１０ｍＬ,局,,※,グリセリンカリ液（山善）,山善製薬,,,,13.20,,,,,,,
外用薬,2662701X1230,グリセリンカリ,１０ｍＬ,局,,,グリセリンカリ液「ニッコー」,日興製薬,,,,11.70,,,,,,,
外用薬,2662701X1281,グリセリンカリ,１０ｍＬ,局,,,グリセリンカリ液「マルイシ」,丸石製薬,,,,12.60,,,,,,,
外用薬,2662701X1290,グリセリンカリ,１０ｍＬ,局,,,グリセリンカリ液「東豊」,東豊薬品,,,,12.60,,,,,,,
外用薬,2662701X1303,グリセリンカリ,１０ｍＬ,局,,,グリセリンカリ液「ＪＧ」,日本ジェネリック,,,,12.60,,,,,,,
外用薬,2662702X1014,水酸化カリウム,１０ｇ,局,,,水酸化カリウム,,,,,11.60,,,,,,,
外用薬,2663700X1012,硝酸銀,１ｇ,局,,,硝酸銀,,,,,197.60,,,,,,,
外用薬,2669700X1016,イオウ・カンフル,１０ｍＬ,局,,,イオウ・カンフルローション,,,,,26.10,,,,,,,
外用薬,2669701M1057,尿素,１０％１ｇ,,,,アセチロール軟膏１０,ポーラファルマ,後発品,,,5.40,H26.9.30まで,,,,,,
外用薬,2669701M1073,尿素,１０％１ｇ,,,,パスタロンソフト軟膏１０％,佐藤製薬,,先発品,,7.10,,,,,,,
外用薬,2669701M2061,尿素,２０％１ｇ,,,,アセチロール軟膏２０,ポーラファルマ,後発品,,,5.60,H26.9.30まで,,,,,,
外用薬,2669701M2100,尿素,２０％１ｇ,,,,パスタロンソフト軟膏２０％,佐藤製薬,,先発品,○,7.30,,,,,,,
外用薬,2669701M2118,尿素,２０％１ｇ,,,,ケラベンス軟膏２０％,シオノケミカル,後発品,,,5.60,H28.3.31まで,,,,,,
外用薬,2669701N1044,尿素,１０％１ｇ,,,,ウレパールクリーム１０％,大塚製薬工場,,先発品,○,7.10,,,,,,,
外用薬,2669701N1052,尿素,１０％１ｇ,,,,パスタロンクリーム１０％,佐藤製薬,,先発品,○,7.10,,,,,,,
外用薬,2669701N1060,尿素,１０％１ｇ,,,,ウリモックスクリーム１０％,池田薬品工業,後発品,,,5.40,,,,,,,
外用薬,2669701N1079,尿素,１０％１ｇ,,,,アセチロールクリーム１０％,ポーラファルマ,後発品,,,5.40,,,,,,,
外用薬,2669701N1087,尿素,１０％１ｇ,,,,ベギンクリーム１０％,藤永製薬,後発品,,,5.40,,,,,,,
外用薬,2669701N2040,尿素,２０％１ｇ,,,,パスタロンクリーム２０％,佐藤製薬,,先発品,○,7.30,,,,,,,
外用薬,2669701N2059,尿素,２０％１ｇ,,,,ワイドコールクリーム２０％,池田薬品工業,後発品,,,5.60,,,,,,,
外用薬,2669701N2067,尿素,２０％１ｇ,,,,ケラチナミンコーワクリーム２０％,興和,,先発品,○,7.30,,,,,,,
外用薬,2669701N2075,尿素,２０％１ｇ,,,,アセチロールクリーム２０％,ポーラファルマ,後発品,,,5.60,,,,,,,
外用薬,2669701N2083,尿素,２０％１ｇ,,,,ベギンクリーム２０％,藤永製薬,後発品,,,5.60,,,,,,,
外用薬,2669701N2091,尿素,２０％１ｇ,,,,尿素クリーム２０％「ＳＮ」,シオノケミカル,後発品,,,5.60,,H27.6.19収載,,,,,
外用薬,2669701Q1040,尿素,１０％１ｇ,,,,ウレパールローション１０％,大塚製薬工場,,先発品,,7.10,,,,,,,
外用薬,2669701Q1059,尿素,１０％１ｇ,,,,パスタロンローション１０％,佐藤製薬,,先発品,,7.10,,,,,,,
外用薬,2669702X1015,尿素,１０ｇ,局,,,尿素,,,,,7.60,,,,,,,
外用薬,2679701Q1055,カルプロニウム塩化物,５％１ｍＬ,,,,フロジン外用液５％,ニプロパッチ,後発品,,,32.30,,,,,,,
外用薬,2679701Q1063,カルプロニウム塩化物,５％１ｍＬ,,,,アロビックス外用液５％,長生堂製薬,後発品,,,12.90,,,,,,,
外用薬,2679701Q1071,カルプロニウム塩化物,５％１ｍＬ,,,,カルプラニン外用液５％,テバ製薬,後発品,,,12.90,,,,,,,
外用薬,2691700M1053,タカルシトール水和物,０．０００２％１ｇ,局,,,ボンアルファ軟膏２μｇ／ｇ,帝人ファーマ,,先発品,○,107.70,,H27.10.1局方品,,,,,
外用薬,2691700M1061,タカルシトール水和物,０．０００２％１ｇ,局,,,アルファタカシル軟膏２μｇ／ｇ,大正薬品工業,後発品,,,54.30,,H27.10.1局方品,,,,,
外用薬,2691700M2025,タカルシトール水和物,０．００２％１ｇ,局,,,ボンアルファハイ軟膏２０μｇ／ｇ,帝人ファーマ,,先発品,,280.10,,H27.10.1局方品,,,,,
外用薬,2691700N1059,タカルシトール水和物,０．０００２％１ｇ,,,,ボンアルファクリーム２μｇ／ｇ,帝人ファーマ,,先発品,○,107.70,,,,,,,
外用薬,2691700N1067,タカルシトール水和物,０．０００２％１ｇ,,,,アルファタカシルクリーム２μｇ／ｇ,大正薬品工業,後発品,,,54.30,,,,,,,
外用薬,2691700Q1047,タカルシトール水和物,０．０００２％１ｇ,局,,,ボンアルファローション２μｇ／ｇ,帝人ファーマ,,先発品,,107.70,,,,,,,
外用薬,2691700Q2027,タカルシトール水和物,０．００２％１ｇ,局,,,ボンアルファハイローション２０μｇ／ｇ,帝人ファーマ,,先発品,,280.10,,,,,,,
外用薬,2691701M1031,カルシポトリオール,０．００５％１ｇ,,,,ドボネックス軟膏５０μｇ／ｇ,レオファーマ,,先発品,,138.20,,,,,,,
外用薬,2691702M1036,マキサカルシトール,０．００２５％１ｇ,,,,オキサロール軟膏２５μｇ／ｇ,中外製薬,,先発品,○,123.20,,,,,,,
外用薬,2691702M1044,マキサカルシトール,０．００２５％１ｇ,,,,マキサカルシトール軟膏２５μｇ／ｇ「ＰＰ」,ポーラファルマ,後発品,,,80.00,,,,,,,
外用薬,2691702M1052,マキサカルシトール,０．００２５％１ｇ,,,,マキサカルシトール軟膏２５μｇ／ｇ「イワキ」,岩城製薬,後発品,,,80.00,,,,,,,
外用薬,2691702M1060,マキサカルシトール,０．００２５％１ｇ,,,,マキサカルシトール軟膏２５μｇ／ｇ「タカタ」,高田製薬,後発品,,,80.00,,,,,,,
外用薬,2691702Q1020,マキサカルシトール,０．００２５％１ｇ,,,,オキサロールローション２５μｇ／ｇ,中外製薬,,先発品,,123.20,,,,,,,
外用薬,2699701M1021,メトキサレン,０．３％１ｇ,,,,オクソラレン軟膏０．３％,大正製薬,,,,26.10,,,,,,,
外用薬,2699701Q1023,メトキサレン,０．３％１ｍＬ,,,,オクソラレンローション０．３％,大正製薬,,,,26.10,,,,,,,
外用薬,2699701Q2038,メトキサレン,１％１ｍＬ,,,,オクソラレンローション１％,大正製薬,,,,45.30,,,,,,,
外用薬,2699702M1034,トレチノイントコフェリル,０．２５％１ｇ,,,,オルセノン軟膏０．２５％,ポーラファルマ,,先発品,,51.20,,,,,,,
外用薬,2699703M1039,ブクラデシンナトリウム,３％１ｇ,,,,アクトシン軟膏３％,ニプロパッチ,,先発品,,50.70,,,,,,,
外用薬,2699704M1025,ヨウ素,０．９％１ｇ,,,,カデックス軟膏０．９％,スミス・アンド・ネフュー　ウンドマネジメント,,先発品,,73.80,,,,,,,
外用薬,2699704M1033,ヨウ素,０．９％１ｇ,,,,ヨードコート軟膏０．９％,メドレックス,,先発品,,73.80,,,,,,,
外用薬,2699704M2021,ヨウ素,０．９％１ｇ,,,,カデックス軟膏分包４５ｍｇ,スミス・アンド・ネフュー　ウンドマネジメント,,先発品,,73.80,,,,,,,
外用薬,2699704M3028,ヨウ素,０．９％１ｇ,,,,カデックス軟膏分包１５３ｍｇ,スミス・アンド・ネフュー　ウンドマネジメント,,先発品,,73.80,,,,,,,
外用薬,2699704W1042,ヨウ素,０．９％１ｇ,,,,カデックス外用散０．９％,スミス・アンド・ネフュー　ウンドマネジメント,,先発品,,73.80,,,,,,,
外用薬,2699705M1038,アルプロスタジル　アルファデクス,０．００３％１ｇ,,,,プロスタンディン軟膏０．００３％,小野薬品工業,,先発品,,54.30,,,,,,,
外用薬,2699709M1028,タクロリムス水和物,０．１％１ｇ,,,,プロトピック軟膏０．１％,アステラス製薬,,先発品,○,125.40,,,,,,,
外用薬,2699709M1036,タクロリムス水和物,０．１％１ｇ,,,,タクロリムス軟膏０．１％「ＮＰ」,ニプロ,後発品,,,79.10,,,,,,,
外用薬,2699709M1044,タクロリムス水和物,０．１％１ｇ,,,,タクロリムス軟膏０．１％「ＰＰ」,ポーラファルマ,後発品,,,79.10,,,,,,,
外用薬,2699709M1052,タクロリムス水和物,０．１％１ｇ,,,,タクロリムス軟膏０．１％「イワキ」,岩城製薬,後発品,,,79.10,,,,,,,
外用薬,2699709M1060,タクロリムス水和物,０．１％１ｇ,,,,タクロリムス軟膏０．１％「タカタ」,高田製薬,後発品,,,79.10,,,,,,,
外用薬,2699709M2024,タクロリムス水和物,０．０３％１ｇ,,,,プロトピック軟膏０．０３％小児用,アステラス製薬,,先発品,,140.30,,,,,,,
外用薬,2699710R1028,トラフェルミン（遺伝子組換え）,２５０μｇ１瓶（溶解液付）,,,,フィブラストスプレー２５０,科研製薬,,先発品,,"8,410.30",,,,,,,
外用薬,2699710R2024,トラフェルミン（遺伝子組換え）,５００μｇ１瓶（溶解液付）,,,,フィブラストスプレー５００,科研製薬,,先発品,,"11,108.00",,,,,,,
外用薬,2699711Q1027,アダパレン,０．１％１ｇ,,,,ディフェリンゲル０．１％,ガルデルマ,,先発品,,120.90,,,,,,,
外用薬,2699712Q1021,過酸化ベンゾイル,２．５％１ｇ,,,,ベピオゲル２．５％,マルホ,,先発品,,120.90,,H27.2.24収載,,,,,
外用薬,2699713Q1026,メトロニダゾール,０．７５％１ｇ,,,,ロゼックスゲル０．７５％,ガルデルマ,,先発品,,101.40,,H27.2.24収載,,,,,
外用薬,2699801V1017,精製白糖・ポビドンヨード,１ｇ,,,,精製白糖・ポビドンヨード軟膏,,後発品,,,11.90,,,,,,,
外用薬,2699801V1050,精製白糖・ポビドンヨード,１ｇ,,,,スクロードパスタ,共和薬品工業,後発品,,,15.10,,,,,,,
外用薬,2699801V1068,精製白糖・ポビドンヨード,１ｇ,,,,ネグミンシュガー軟膏,マイラン製薬,後発品,,,15.10,,,,,,,
外用薬,2699801V1084,精製白糖・ポビドンヨード,１ｇ,,,,ドルミジンパスタ,岩城製薬,後発品,,,15.10,,,,,,,
外用薬,2699801V1106,精製白糖・ポビドンヨード,１ｇ,,,,ユーパスタコーワ軟膏,興和,,先発品,○,39.30,,,,,,,
外用薬,2699801V1122,精製白糖・ポビドンヨード,１ｇ,,,,ソアナース軟膏,テイカ製薬,,先発品,○,39.30,,,,,,,
外用薬,2699801V1130,精製白糖・ポビドンヨード,１ｇ,,,,ポビドリンパスタ軟膏,東亜薬品,後発品,,,15.10,,,,,,,
外用薬,2699801V2021,精製白糖・ポビドンヨード,１ｇ,,,,ソアナース軟膏分包８ｇ,テイカ製薬,,先発品,,39.30,,,,,,,
外用薬,2699801V2030,精製白糖・ポビドンヨード,１ｇ,,,,ユーパスタコーワ軟膏分包８ｇ,興和,,先発品,,39.30,,,,,,,
外用薬,2699802M1024,カルシポトリオール水和物・ベタメタゾンジプロピオン酸エステル,１ｇ,,,,ドボベット軟膏,レオファーマ,,先発品,,276.40,,H26.9.2収載,,,,,
外用薬,2699803Q1020,クリンダマイシンリン酸エステル水和物・過酸化ベンゾイル,１ｇ,,,,デュアック配合ゲル,グラクソ・スミスクライン,,先発品,,157.40,,H27.5.20収載,,,,,
外用薬,2699950M1030,幼牛血液抽出物,５％１ｇ,,,,ソルコセリル軟膏５％,東菱薬品工業,,,,11.90,,,,,,,
外用薬,3322700X1026,ゼラチン,５ｃｍ×２．５ｃｍ１枚,,,,スポンゼル,アステラス製薬,,,,241.30,,,,,,,
外用薬,3322700X2022,ゼラチン,１０ｃｍ×７ｃｍ１枚,,,,スポンゼル,アステラス製薬,,,,742.80,,,,,,,
外用薬,3322701X1020,ゼラチン,２ｃｍ×６ｃｍ×０．７ｃｍ１枚,,,,ゼルフォーム,ファイザー,,,,204.60,,,,,,,
外用薬,3322701X2027,ゼラチン,８ｃｍ×１２．５ｃｍ×１ｃｍ１枚,,,,ゼルフォーム,ファイザー,,,,"1,221.50",,,,,,,
外用薬,3323701X3063,トロンビン,５，０００単位１瓶,局,,,トロンビン“化血研”,化学及血清療法研究所,,,,915.00,H27.9.30まで,,,,,,
外用薬,3323701X3128,トロンビン,５，０００単位１瓶,局,,,献血トロンビン経口・外用剤５０００,日本製薬,,,,858.20,,,,,,,
外用薬,3323701X3136,トロンビン,５，０００単位１瓶,局,,,トロンビン経口・外用剤５千「Ｆ」,富士製薬工業,,,,804.60,,,,,,,
外用薬,3323701X3152,トロンビン,５，０００単位１瓶,局,,,献血トロンビン経口・外用５千「化血研」,化学及血清療法研究所,,,,915.00,,H26.12.12収載,,,,,
外用薬,3323701X4051,トロンビン,１０，０００単位１瓶,局,,,トロンビン“化血研”,化学及血清療法研究所,,,,"1,422.10",H27.9.30まで,,,,,,
外用薬,3323701X4116,トロンビン,１０，０００単位１瓶,局,,,献血トロンビン経口・外用剤１万,日本製薬,,,,"1,378.00",,,,,,,
外用薬,3323701X4124,トロンビン,１０，０００単位１瓶,局,,,トロンビン経口・外用剤１万「Ｆ」,富士製薬工業,,,,"1,245.90",,,,,,,
外用薬,3323701X4140,トロンビン,１０，０００単位１瓶,局,,,献血トロンビン経口・外用１万「化血研」,化学及血清療法研究所,,,,"1,422.10",,H26.12.12収載,,,,,
外用薬,3323701X5015,トロンビン,２０，０００単位１瓶,局,,,トロンビン,,,,,"1,697.20",,,,,,,
外用薬,3323701X6011,トロンビン,５，０００単位１袋,局,,,トロンビン,,,,,947.50,,,,,,,
外用薬,3323701X7018,トロンビン,１０，０００単位１袋,局,,,トロンビン,,,,,"1,406.40",,,,,,,
外用薬,3323702Q1052,トロンビン,５，０００単位５ｍＬ１瓶,,,,トロンビン経口・局所用液５千「Ｆ」,富士製薬工業,後発品,,,779.50,,,,,,,
外用薬,3323702Q2024,トロンビン,５，０００単位５ｍＬ１キット,,,,トロンビン液モチダ　ソフトボトル５千,持田製薬,,,,"1,036.00",,,,,,,
外用薬,3323702Q3020,トロンビン,１０，０００単位１０ｍＬ１キット,,,,トロンビン液モチダ　ソフトボトル１万,持田製薬,,,,"1,441.30",,,,,,,
外用薬,3325700S1020,酸化セルロース,ニューニット２．５ｃｍ×８．９ｃｍ,,,,サージセル・アブソーバブル・ヘモスタット,ジョンソン・エンド・ジョンソン,後発品,,,"1,933.60",,,,,,,
外用薬,3325700S2027,酸化セルロース,ニューニット７．６ｃｍ×１０．２ｃｍ,,,,サージセル・アブソーバブル・ヘモスタット,ジョンソン・エンド・ジョンソン,後発品,,,"2,394.90",,,,,,,
外用薬,3325700S3023,酸化セルロース,ニューニット１５．２ｃｍ×２２．９ｃｍ,,,,サージセル・アブソーバブル・ヘモスタット,ジョンソン・エンド・ジョンソン,後発品,,,"2,940.00",,,,,,,
外用薬,3325700X4027,酸化セルロース,１．３ｃｍ×５．１ｃｍ１枚,,,,サージセル・アブソーバブル・ヘモスタット,ジョンソン・エンド・ジョンソン,後発品,,,903.00,,,,,,,
外用薬,3325700X5023,酸化セルロース,５．１ｃｍ×７．６ｃｍ１枚,,,,サージセル・アブソーバブル・ヘモスタット,ジョンソン・エンド・ジョンソン,後発品,,,"1,217.90",,,,,,,
外用薬,3325700X6020,酸化セルロース,５．１ｃｍ×３５．６ｃｍ１枚,,,,サージセル・アブソーバブル・ヘモスタット,ジョンソン・エンド・ジョンソン,後発品,,,"1,610.80",,,,,,,
外用薬,3325700X7026,酸化セルロース,１０．２ｃｍ×２０．３ｃｍ１枚,,,,サージセル・アブソーバブル・ヘモスタット,ジョンソン・エンド・ジョンソン,後発品,,,"1,672.30",,,,,,,
外用薬,3325700X8022,酸化セルロース,綿型５．１ｃｍ×２．５ｃｍ１枚,,,,サージセル・アブソーバブル・ヘモスタット,ジョンソン・エンド・ジョンソン,後発品,,,"1,721.50",,,,,,,
外用薬,3325700X9029,酸化セルロース,ニューニット２．５ｃｍ×２．５ｃｍ,,,,サージセル・アブソーバブル・ヘモスタット,ジョンソン・エンド・ジョンソン,後発品,,,"1,532.90",,,,,,,
外用薬,3326700X1033,アルギン酸ナトリウム,５００ｍｇ１管,,,,アルト原末,カイゲンファーマ,,,,216.60,,,,,,,
外用薬,3326700X2030,アルギン酸ナトリウム,１ｇ１管,,,,アルト原末,カイゲンファーマ,,,,313.30,,,,,,,
外用薬,3331700X1017,クエン酸ナトリウム水和物,１０ｇ,局,,,クエン酸ナトリウム水和物,,,,,17.20,,,,,,,
外用薬,3331700X1092,クエン酸ナトリウム水和物,１０ｇ,局,,,クエン酸ナトリウム水和物原末「ニッコー」,日興製薬,,,,19.00,,,,,,,
外用薬,3334700M1047,ヘパリンナトリウム,５００単位１ｇ,,,,ペセタ軟膏,池田薬品工業,後発品,,,7.60,H27.3.31まで,,,,,,
外用薬,3334700M1063,ヘパリンナトリウム,５００単位１ｇ,,,,ヘパリンＺ軟膏５００単位／ｇ,ゼリア新薬工業,,,,13.40,,,,,,,
外用薬,3339950M1013,ヘパリン類似物質,１ｇ,,,,ヘパリン類似物質軟膏,,後発品,,,7.20,,,,,,,
外用薬,3339950M1110,ヘパリン類似物質,１ｇ,,,,ヘパダーム軟膏０．３％,共和薬品工業,後発品,,,10.10,H26.9.30まで,,,,,,
外用薬,3339950M1129,ヘパリン類似物質,１ｇ,,,,クラドイド軟膏０．３％,陽進堂,後発品,,,10.10,H26.9.30まで,,,,,,
外用薬,3339950M1137,ヘパリン類似物質,１ｇ,,,,ヒルドイドソフト軟膏０．３％,マルホ,,準先発品,○,25.30,,,,,,,
外用薬,3339950M1145,ヘパリン類似物質,１ｇ,,,,ビーソフテン油性クリーム０．３％,日医工,後発品,,,10.10,H28.3.31まで,,,,,,
外用薬,3339950M1170,ヘパリン類似物質,１ｇ,,,,ヘパリン類似物質油性クリーム０．３％「アメル」,共和薬品工業,後発品,,,10.10,,H26.12.12収載,,,,,
外用薬,3339950M1188,ヘパリン類似物質,１ｇ,,,,ヘパリン類似物質油性クリーム０．３％「日医工」,日医工,後発品,,,10.10,,H27.6.19収載,,,,,
外用薬,3339950N1019,ヘパリン類似物質,１ｇ,,,,ヘパリン類似物質クリーム,,後発品,,,7.20,,,,,,,
外用薬,3339950N1035,ヘパリン類似物質,１ｇ,,,,ヒルドイドクリーム０．３％,マルホ,,準先発品,○,25.30,,,,,,,
外用薬,3339950N1043,ヘパリン類似物質,１ｇ,,,,ビーソフテンクリーム０．３％,帝國製薬,後発品,,,10.10,,,,,,,
