区分,薬価基準収載医薬品コード,成分名,規格,品名,,,,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考,,,,,
外用薬,2619702Q1167,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,,０．５％ラポテックアルコール（Ｗ）液,日興製薬,後発品,,,6.30,,,,,,,
外用薬,2619702Q1175,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,,０．５％ヘキザック水Ｗ,吉田製薬,後発品,,,6.30,,,,,,,
外用薬,2619702Q1191,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,,クロバインＡ,山善製薬,後発品,,,6.30,,,,,,,
外用薬,2619702Q1213,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,,０．５％グルコジンＷ水,ヤクハン製薬,後発品,,,6.30,,,,,,,
外用薬,2619702Q1221,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,,フェルマジン・アルコールＷ消毒液（０．５ｗ／ｖ％）,シオエ製薬,後発品,,,6.30,,,,,,,
外用薬,2619702Q1248,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,,グルコジンＷ・エタノール液０．５％,ヤクハン製薬,後発品,,,6.30,,,,,,,
外用薬,2619702Q1256,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,,イワコールエタノール消毒液０．５％,小堺製薬,後発品,,,6.30,,,,,,,
外用薬,2619702Q1264,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,,ヘヴィック消毒液０．５％,中北薬品,後発品,,,6.30,,,,,,,
外用薬,2619702Q1272,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,,クロルヘキシジングルコン酸塩消毒用液ＥＷ０．５％「ＮＰ」,ニプロ,後発品,,,6.30,,,,,,,
外用薬,2619702Q2023,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,,ステリクロンＲエタノール液０．５,健栄製薬,後発品,,,6.30,,,,,,,
外用薬,2619702Q2040,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,,マスキンＲ・エタノール液（０．５ｗ／ｖ％）,丸石製薬,後発品,,,6.30,,,,,,,
外用薬,2619702Q2058,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,,０．５％グルコン酸クロルヘキシジン・エタノール液「東海」,東海製薬,後発品,,,6.30,,,,,,,
外用薬,2619702Q2066,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,,クリゲンエタノール液０．５％（Ｒ）「エビス」,兼一薬品工業,後発品,,,6.30,,,,,,,
外用薬,2619702Q2082,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,,ステリクロンＲ液０．５,健栄製薬,後発品,,,6.30,,,,,,,
外用薬,2619702Q2090,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,,ベンクロジドＶエタノール液（０．５％）,フヂミ製薬所,後発品,,,6.30,,,,,,,
外用薬,2619702Q2104,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,,０．５％ヘキザック水Ｒ,吉田製薬,後発品,,,6.30,,,,,,,
外用薬,2619702Q2112,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,,ステリクロンＢエタノール液０．５,健栄製薬,後発品,,,6.30,,,,,,,
外用薬,2619702Q2120,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,,０．５％グルコジンＲ水,ヤクハン製薬,後発品,,,6.30,,,,,,,
外用薬,2619702Q2139,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,,０．５％ヘキザックアルコール液Ｎ,吉田製薬,後発品,,,6.30,,,,,,,
外用薬,2619702Q2171,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,,グルコジンＢ・エタノール液０．５％,ヤクハン製薬,後発品,,,6.30,,,,,,,
外用薬,2619702Q2180,クロルヘキシジングルコン酸塩,０．５％１０ｍＬ,,,,グルコジンＲ・エタノール液０．５％,ヤクハン製薬,後発品,,,6.30,,,,,,,
外用薬,2619702Q3020,クロルヘキシジングルコン酸塩,５％１０ｍＬ,,,,「エビス」クリゲン液,兼一薬品工業,後発品,,,10.80,,,,,,,
外用薬,2619702Q3054,クロルヘキシジングルコン酸塩,５％１０ｍＬ,,,,クロヘキシン液５％,東洋製薬化成,後発品,,,10.80,,,,,,,
外用薬,2619702Q3070,クロルヘキシジングルコン酸塩,５％１０ｍＬ,,,,グルコン酸クロルヘキシジン５％液「メタル」,中北薬品,後発品,,,10.80,,,,,,,
外用薬,2619702Q3097,クロルヘキシジングルコン酸塩,５％１０ｍＬ,,,,５％ヘキザック液,吉田製薬,後発品,,,10.80,,,,,,,
外用薬,2619702Q3100,クロルヘキシジングルコン酸塩,５％１０ｍＬ,,,,５％クロルヘキシジン液「ヤマゼン」,山善製薬,後発品,,,9.40,,,,,,,
外用薬,2619702Q3119,クロルヘキシジングルコン酸塩,５％１０ｍＬ,,,,５％グルコン酸クロルヘキシジン液「東海」,東海製薬,後発品,,,10.80,,,,,,,
外用薬,2619702Q3127,クロルヘキシジングルコン酸塩,５％１０ｍＬ,,,,５％グルコン酸クロルヘキシジン液「ヤクハン」,ヤクハン製薬,後発品,,,10.80,H27.3.31まで,,,,,,
外用薬,2619702Q3135,クロルヘキシジングルコン酸塩,５％１０ｍＬ,,,,５％ヒビテン液,大日本住友製薬,,準先発品,○,19.10,,,,,,,
外用薬,2619702Q3143,クロルヘキシジングルコン酸塩,５％１０ｍＬ,,,,５％フェルマジン液,シオエ製薬,後発品,,,10.80,,,,,,,
外用薬,2619702Q3151,クロルヘキシジングルコン酸塩,５％１０ｍＬ,,,,ベンクロジド５％液,マイラン製薬,後発品,,,10.80,H28.3.31まで,,,,,,
外用薬,2619702Q3160,クロルヘキシジングルコン酸塩,５％１０ｍＬ,,,,マスキン液（５Ｗ／Ｖ％）,丸石製薬,後発品,,,10.80,,,,,,,
外用薬,2619702Q3194,クロルヘキシジングルコン酸塩,５％１０ｍＬ,,,,ステリクロン液５,健栄製薬,後発品,,,10.80,,,,,,,
外用薬,2619702Q3216,クロルヘキシジングルコン酸塩,５％１０ｍＬ,,,,ラポテック消毒液５％,日興製薬,後発品,,,10.80,,,,,,,
外用薬,2619702Q3224,クロルヘキシジングルコン酸塩,５％１０ｍＬ,,,,５％グルコン酸クロルヘキシジン液「日医工」,日医工,後発品,,,9.40,,,,,,,
外用薬,2619702Q3232,クロルヘキシジングルコン酸塩,５％１０ｍＬ,,,,クロルヘキシジングルコン酸塩消毒用液５％「ＮＰ」,ニプロ,後発品,,,10.80,,,,,,,
外用薬,2619702Q3240,クロルヘキシジングルコン酸塩,５％１０ｍＬ,,,,グルコン酸クロルヘキシジン消毒用液５Ｗ／Ｖ％「ファイザー」,マイラン製薬,後発品,,,10.80,,H27.6.19収載,,,,,
外用薬,2619702Q4034,クロルヘキシジングルコン酸塩,０．０５％２５ｍＬ１袋,,,,ヒビディール消毒液０．０５％,大日本住友製薬,,,,35.30,H28.3.31まで,,,,,,
外用薬,2619702Q5030,クロルヘキシジングルコン酸塩,５％１０ｍＬ,,,,５％グルクロ液,三恵薬品,後発品,,,10.80,,,,,,,
外用薬,2619702Q5049,クロルヘキシジングルコン酸塩,５％１０ｍＬ,,,,ネオクレミール消毒液５％,サンケミファ,後発品,,,10.80,,,,,,,
外用薬,2619702Q6029,クロルヘキシジングルコン酸塩,０．０５％１０ｍＬ,,,,ステリクロンＲ液０．０５,健栄製薬,後発品,,,5.70,,,,,,,
外用薬,2619702Q6045,クロルヘキシジングルコン酸塩,０．０５％１０ｍＬ,,,,０．０５Ｗ／Ｖ％マスキン水,日興製薬,後発品,,,5.70,,,,,,,
外用薬,2619702Q6053,クロルヘキシジングルコン酸塩,０．０５％１０ｍＬ,,,,０．０５％グルコジンＲ水,ヤクハン製薬,後発品,,,5.70,,,,,,,
外用薬,2619702Q6070,クロルヘキシジングルコン酸塩,０．０５％１０ｍＬ,,,,０．０５％ヘキザック水Ｒ,吉田製薬,後発品,,,5.70,,,,,,,
外用薬,2619702Q7025,クロルヘキシジングルコン酸塩,０．１％１０ｍＬ,,,,ステリクロンＲ液０．１,健栄製薬,後発品,,,5.70,,,,,,,
外用薬,2619702Q7033,クロルヘキシジングルコン酸塩,０．１％１０ｍＬ,,,,０．１％ヘキザック水Ｒ,吉田製薬,後発品,,,5.70,,,,,,,
外用薬,2619702Q7041,クロルヘキシジングルコン酸塩,０．１％１０ｍＬ,,,,０．１％グルコジンＲ水,ヤクハン製薬,後発品,,,5.70,,,,,,,
外用薬,2619702Q8021,クロルヘキシジングルコン酸塩,０．０２％１０ｍＬ,,,,ステリクロンＷ液０．０２,健栄製薬,後発品,,,5.70,,,,,,,
外用薬,2619702Q8030,クロルヘキシジングルコン酸塩,０．０２％１０ｍＬ,,,,０．０２ｗ／ｖ％マスキン水,日興製薬,後発品,,,5.70,,,,,,,
外用薬,2619702Q8048,クロルヘキシジングルコン酸塩,０．０２％１０ｍＬ,,,,０．０２％ヘキザック水Ｗ,吉田製薬,後発品,,,5.70,,,,,,,
外用薬,2619702Q8056,クロルヘキシジングルコン酸塩,０．０２％１０ｍＬ,,,,０．０２％グルコジンＷ水,ヤクハン製薬,後発品,,,5.70,,,,,,,
外用薬,2619702X1021,クロルヘキシジングルコン酸塩,０．１％１０ｍＬ,,,,ステリクロンＷ液０．１,健栄製薬,後発品,,,5.70,,,,,,,
外用薬,2619702X1030,クロルヘキシジングルコン酸塩,０．１％１０ｍＬ,,,,０．１％ヘキザック水Ｗ,吉田製薬,後発品,,,5.70,,,,,,,
外用薬,2619702X1048,クロルヘキシジングルコン酸塩,０．１％１０ｍＬ,,,,０．１ｗ／ｖ％マスキン水,日興製薬,後発品,,,5.70,,,,,,,
外用薬,2619702X1056,クロルヘキシジングルコン酸塩,０．１％１０ｍＬ,,,,０．１％グルコジンＷ水,ヤクハン製薬,後発品,,,5.70,,,,,,,
外用薬,2619702X2028,クロルヘキシジングルコン酸塩,０．０５％１０ｍＬ,,,,ステリクロンＷ液０．０５,健栄製薬,後発品,,,5.70,,,,,,,
外用薬,2619702X2036,クロルヘキシジングルコン酸塩,０．０５％１０ｍＬ,,,,０．０５％グルコジンＷ水,ヤクハン製薬,後発品,,,5.70,,,,,,,
外用薬,2619702X2044,クロルヘキシジングルコン酸塩,０．０５％１０ｍＬ,,,,０．０５％ヘキザック水Ｗ,吉田製薬,後発品,,,5.70,,,,,,,
外用薬,2619702X3024,クロルヘキシジングルコン酸塩,０．１％１０ｍＬ,,,,ヘキシジンＥ液０．１,ヤクハン製薬,後発品,,,5.70,,,,,,,
外用薬,2619704X1012,フェノール,１０ｍＬ,局,,,フェノール,,,,,11.70,,,,,,,
外用薬,2619704X1063,フェノール,１０ｍＬ,局,,,フェノール「コザカイ・Ｍ」,小堺製薬,,,,12.40,,,,,,,
外用薬,2619704X1209,フェノール,１０ｍＬ,局,,※,フェノール（山善）,山善製薬,,,,13.90,H27.3.31まで,,,,,,
外用薬,2619704X1225,フェノール,１０ｍＬ,局,,,フェノール「ニッコー」,日興製薬,,,,13.90,,,,,,,
外用薬,2619704X1276,フェノール,１０ｍＬ,局,,,フェノール「東豊」,東豊薬品,,,,13.90,,,,,,,
外用薬,2619705X1017,液状フェノール,１０ｍＬ,局,,,液状フェノール,,,,,11.90,,,,,,,
外用薬,2619705X1050,液状フェノール,１０ｍＬ,局,,,液状フェノール「ケンエー」,健栄製薬,,,,13.00,,,,,,,
外用薬,2619705X1203,液状フェノール,１０ｍＬ,局,,※,液状フェノール（山善）,山善製薬,,,,13.00,,,,,,,
外用薬,2619705X1238,液状フェノール,１０ｍＬ,局,,,液状フェノール「ニッコー」,日興製薬,,,,13.00,,,,,,,
外用薬,2619705X1270,液状フェノール,１０ｍＬ,局,,,液状フェノール「東豊」,東豊薬品,,,,13.00,,,,,,,
外用薬,2619705X1289,液状フェノール,１０ｍＬ,局,,,液状フェノール「日医工」,日医工,,,,13.00,,,,,,,
外用薬,2619706X1011,消毒用フェノール,１０ｍＬ,局,,,消毒用フェノール,,,,,13.40,,,,,,,
外用薬,2619707X1016,フェノール水,１０ｍＬ,局,,,フェノール水,,,,,9.70,,,,,,,
外用薬,2619707X1113,フェノール水,１０ｍＬ,局,,,フェノール水「ニッコー」,日興製薬,,,,10.40,,,,,,,
外用薬,2619708X1010,ホルマリン,１０ｍＬ,局,,,ホルマリン,,,,,8.80,,,,,,,
外用薬,2619708X1061,ホルマリン,１０ｍＬ,局,,,ホルマリン「ケンエー」,健栄製薬,,,,9.20,,,,,,,
外用薬,2619708X1118,ホルマリン,１０ｍＬ,局,,,ホルマリン「タイセイ」,大成薬品工業,,,,9.00,,,,,,,
外用薬,2619708X1193,ホルマリン,１０ｍＬ,局,,※,ホルマリン（山善）,山善製薬,,,,9.10,,,,,,,
外用薬,2619710X1018,マーキュロクロム,２％１０ｍＬ,局,,,マーキュロクロム液,,,,,10.00,,,,,,,
外用薬,2619710X1336,マーキュロクロム,２％１０ｍＬ,局,,,マーキュロクロム液ＦＭ,フヂミ製薬所,,,,12.20,,,,,,,
外用薬,2619711X1020,レゾルシン,１０ｇ,,,,レゾルシン「純生」,小堺製薬,後発品,,,177.60,,,,,,,
外用薬,2619713Q1017,クロルヘキシジングルコン酸塩,２０％１０ｍＬ,局,,,クロルヘキシジングルコン酸塩液,,,,,41.60,,,,,,,
外用薬,2619713Q1076,クロルヘキシジングルコン酸塩,２０％１０ｍＬ,局,,,クロヘキシン液２０％,東洋製薬化成,,,,49.60,,,,,,,
外用薬,2619713Q1106,クロルヘキシジングルコン酸塩,２０％１０ｍＬ,局,,,フェルマジン液２０％,シオエ製薬,,,,46.40,,,,,,,
外用薬,2619713Q1122,クロルヘキシジングルコン酸塩,２０％１０ｍＬ,局,,,２０Ｗ／Ｖ％マスキン液,丸石製薬,,,,47.40,,,,,,,
外用薬,2619713Q1165,クロルヘキシジングルコン酸塩,２０％１０ｍＬ,局,,※,グルコン酸クロルヘキシジン液２０Ｗ／Ｖ％（東洋製化）,東洋製薬化成,,,,47.40,,,,,,,
外用薬,2619713Q1181,クロルヘキシジングルコン酸塩,２０％１０ｍＬ,局,,,ヒビテン・グルコネート液２０％,大日本住友製薬,,,,49.60,,,,,,,
外用薬,2619713Q1190,クロルヘキシジングルコン酸塩,２０％１０ｍＬ,局,,,ヘキザック消毒液２０％,吉田製薬,,,,46.40,,,,,,,
外用薬,2619714X1016,アクリノール水和物,１ｇ,局,,,アクリノール水和物,,,,,57.80,,,,,,,
外用薬,2619714X1059,アクリノール水和物,１ｇ,局,,,アクリノール「ケンエー」,健栄製薬,,,,62.40,,,,,,,
外用薬,2619714X1067,アクリノール水和物,１ｇ,局,,,アクリノール「コザカイ・Ｍ」,小堺製薬,,,,62.40,,,,,,,
外用薬,2619714X1105,アクリノール水和物,１ｇ,局,,※,アクリノール（東海製薬）,東海製薬,,,,62.40,,,,,,,
外用薬,2619714X1121,アクリノール水和物,１ｇ,局,,,アクリノール「ホエイ」,マイラン製薬,,,,74.50,,,,,,,
外用薬,2619714X1172,アクリノール水和物,１ｇ,局,,,アクリノール「ヤクハン」,ヤクハン製薬,,,,62.40,H27.3.31まで,,,,,,
外用薬,2619714X1180,アクリノール水和物,１ｇ,局,,※,アクリノール（山善）,山善製薬,,,,66.70,,,,,,,
外用薬,2619714X1237,アクリノール水和物,１ｇ,局,,,アクリノール水和物原末「マルイシ」,丸石製薬,,,,66.60,,,,,,,
外用薬,2619715Q1016,消毒用フェノール水,１０ｍＬ,局,,,消毒用フェノール水,,,,,8.20,,,,,,,
外用薬,2619716Q1029,アルキルジアミノエチルグリシン塩酸塩,１０％１０ｍＬ,,,,エルエイジー１０液,吉田製薬,後発品,,,7.00,,,,,,,
外用薬,2619716Q1053,アルキルジアミノエチルグリシン塩酸塩,１０％１０ｍＬ,,,,キンサールＧ－１０液,日興製薬,後発品,,,7.00,,,,,,,
外用薬,2619716Q1061,アルキルジアミノエチルグリシン塩酸塩,１０％１０ｍＬ,,,,コンクノール液１０％,マイラン製薬,後発品,,,7.00,H28.3.31まで,,,,,,
外用薬,2619716Q1088,アルキルジアミノエチルグリシン塩酸塩,１０％１０ｍＬ,,,,サテニジン液１０,健栄製薬,後発品,,,7.00,,,,,,,
外用薬,2619716Q1150,アルキルジアミノエチルグリシン塩酸塩,１０％１０ｍＬ,,,,アルキニン液１０,ヤクハン製薬,後発品,,,7.00,,,,,,,
外用薬,2619716Q1177,アルキルジアミノエチルグリシン塩酸塩,１０％１０ｍＬ,,,,ハイジール消毒用液１０％,丸石製薬,後発品,,,7.00,,,,,,,
外用薬,2619716Q1185,アルキルジアミノエチルグリシン塩酸塩,１０％１０ｍＬ,,,,テゴー５１消毒液１０％,アルフレッサファーマ,,準先発品,○,8.00,,,,,,,
外用薬,2619716Q1193,アルキルジアミノエチルグリシン塩酸塩,１０％１０ｍＬ,,,,ウスノン消毒液１０％,小堺製薬,後発品,,,7.00,,,,,,,
外用薬,2619716Q1207,アルキルジアミノエチルグリシン塩酸塩,１０％１０ｍＬ,,,,ヒシパンチ消毒液１０％,ニプロ,後発品,,,7.00,H26.9.30まで,,,,,,
外用薬,2619716Q1215,アルキルジアミノエチルグリシン塩酸塩,１０％１０ｍＬ,,,,アルキルジアミノエチルグリシン塩酸塩消毒液１０％「メタル」,中北薬品,後発品,,,7.00,,,,,,,
外用薬,2619716Q1223,アルキルジアミノエチルグリシン塩酸塩,１０％１０ｍＬ,,,,両性石ケン液１０％「日医工」,日医工,後発品,,,7.00,,,,,,,
外用薬,2619716Q1231,アルキルジアミノエチルグリシン塩酸塩,１０％１０ｍＬ,,,,アルキルジアミノエチルグリシン塩酸塩消毒用液１０％「ＮＰ」,ニプロ,後発品,,,7.00,,,,,,,
外用薬,2619716Q1240,アルキルジアミノエチルグリシン塩酸塩,１０％１０ｍＬ,,,,アルキルジアミノエチルグリシン消毒用液１０Ｗ／Ｗ％「ファイザー」,マイラン製薬,後発品,,,7.00,,H27.6.19収載,,,,,
外用薬,2619716Q3021,アルキルジアミノエチルグリシン塩酸塩,０．０５％１０ｍＬ,,,,エルエイジー０．０５液,吉田製薬,後発品,,,5.10,,,,,,,
外用薬,2619716Q3030,アルキルジアミノエチルグリシン塩酸塩,０．０５％１０ｍＬ,,,,サテニジン液０．０５,健栄製薬,後発品,,,5.10,,,,,,,
外用薬,2619716Q3048,アルキルジアミノエチルグリシン塩酸塩,０．０５％１０ｍＬ,,,,０．０５Ｗ／Ｖ％ハイジール水,日興製薬,後発品,,,5.10,,,,,,,
外用薬,2619716Q4028,アルキルジアミノエチルグリシン塩酸塩,０．５％１０ｍＬ,,,,エルエイジー０．５液,吉田製薬,後発品,,,5.40,,,,,,,
外用薬,2619716Q4036,アルキルジアミノエチルグリシン塩酸塩,０．５％１０ｍＬ,,,,サテニジン液０．５,健栄製薬,後発品,,,5.40,,,,,,,
外用薬,2619716Q4044,アルキルジアミノエチルグリシン塩酸塩,０．５％１０ｍＬ,,,,０．５Ｗ／Ｖ％ハイジール水,日興製薬,後発品,,,5.40,,,,,,,
外用薬,2619716Q5024,アルキルジアミノエチルグリシン塩酸塩,０．１％１０ｍＬ,,,,エルエイジー０．１液,吉田製薬,後発品,,,5.10,,,,,,,
外用薬,2619716Q5032,アルキルジアミノエチルグリシン塩酸塩,０．１％１０ｍＬ,,,,サテニジン液０．１,健栄製薬,後発品,,,5.10,,,,,,,
外用薬,2619716Q5040,アルキルジアミノエチルグリシン塩酸塩,０．１％１０ｍＬ,,,,０．１Ｗ／Ｖ％ハイジール水,日興製薬,後発品,,,5.10,,,,,,,
外用薬,2619716Q6020,アルキルジアミノエチルグリシン塩酸塩,０．２％１０ｍＬ,,,,エルエイジー０．２液,吉田製薬,後発品,,,5.10,,,,,,,
外用薬,2619716Q6039,アルキルジアミノエチルグリシン塩酸塩,０．２％１０ｍＬ,,,,サテニジン液０．２,健栄製薬,後発品,,,5.10,,,,,,,
外用薬,2619716Q6047,アルキルジアミノエチルグリシン塩酸塩,０．２％１０ｍＬ,,,,０．２Ｗ／Ｖ％ハイジール水,日興製薬,後発品,,,5.10,,,,,,,
外用薬,2619800X1020,エタノール,１０ｍＬ,,,,エチコール（ニワトリ印消毒用アルコール）,小堺製薬,後発品,,,4.40,,,,,,,
外用薬,2619801X1025,エタノール,１０ｍＬ,,,,東豊消アル,東豊薬品,,,,4.40,,,,,,,
外用薬,2619803X1024,エタノール,１０ｍＬ,,,,山善消アル,山善製薬,後発品,,,4.40,,,,,,,
外用薬,2619805X1023,エタノール,１０ｍＬ,,,,ネオ消アル「ヨシダ」,吉田製薬,,,,4.30,,,,,,,
外用薬,2619805X1031,エタノール,１０ｍＬ,,,,メタル消アル,中北薬品,後発品,,,4.30,,,,,,,
外用薬,2619805X1066,エタノール,１０ｍＬ,,,,消毒用マルオアルコール,日医工,後発品,,,4.30,,,,,,,
外用薬,2619810X1040,エタノール,１０ｍＬ,,,,ネオ消アル「ヤクハン」,ヤクハン製薬,後発品,,,4.30,H27.3.31まで,,,,,,
外用薬,2619810X1059,エタノール,１０ｍＬ,,,,消毒用ネオアルコール「ケンエー」,健栄製薬,,,,4.30,,,,,,,
外用薬,2619810X1067,エタノール,１０ｍＬ,,,,消毒用アルコール配合液「ＮＰ」,ニプロ,,,,4.40,,,,,,,
外用薬,2619813X1028,エタノール,１０ｍＬ,,,,ネオ兼一消アルＡ,兼一薬品工業,後発品,,,4.30,,,,,,,
外用薬,2619815X1027,エタノール,１０ｍＬ,,,,消毒用昭和アルコール,昭和製薬,後発品,,,4.30,,,,,,,
外用薬,2619816X1021,エタノール,１０ｍＬ,,,,消毒用タツミアルコール,タツミ薬品工業,後発品,,,4.30,,,,,,,
外用薬,2619817X1026,エタノール,１０ｍＬ,,,※,ネオ消アル（山善）,山善製薬,後発品,,,4.40,,,,,,,
外用薬,2619819X1092,チオ硫酸ナトリウム水和物・エタノール,１０ｍＬ,,,,ハイポアルコール液２％「ヤクハン」,ヤクハン製薬,後発品,,,7.20,,,,,,,
外用薬,2619819X1106,チオ硫酸ナトリウム水和物・エタノール,１０ｍＬ,,,,ハイポエタノール液２％「ヨシダ」,吉田製薬,後発品,,,7.20,,,,,,,
外用薬,2619819X1114,チオ硫酸ナトリウム水和物・エタノール,１０ｍＬ,,,,ハイポエタノール外用液２％「アトル」,アトルファーマ,後発品,,,7.20,,,,,,,
外用薬,2619819X1130,チオ硫酸ナトリウム水和物・エタノール,１０ｍＬ,,,,ハイポエタノール液２％「ケンエー」,健栄製薬,後発品,,,7.20,,,,,,,
外用薬,2619819X1149,チオ硫酸ナトリウム水和物・エタノール,１０ｍＬ,,,,ハイポエタノール液２％「ニッコー」,日興製薬,後発品,,,7.20,,,,,,,
外用薬,2619820Q1031,エタノール,１０ｍＬ,,,,ネオ消アル「ニッコー」,日興製薬,後発品,,,4.40,,,,,,,
外用薬,2619820Q1040,エタノール,１０ｍＬ,,,,マルプロ消毒用液,丸石製薬,,,,4.30,,,,,,,
外用薬,2619821X1022,エタノール,１０ｍＬ,,,,消毒用ミツマルアルコール,サンケミファ,,,,4.30,,,,,,,
外用薬,2633701M1046,スルファジアジン,５％１ｇ,,,,スルファジアジンパスタ５％「三恵」,三恵薬品,後発品,,,3.40,,,,,,,
外用薬,2633701M1054,スルファジアジン,５％１ｇ,,,,テラジアパスタ５％,ニプロパッチ,,準先発品,○,3.60,,,,,,,
外用薬,2633705N1031,スルファジアジン銀,１％１ｇ,,,,ゲーベンクリーム１％,田辺三菱製薬,,先発品,,13.20,,,,,,,
外用薬,2634703X1014,テトラサイクリン塩酸塩,１ｇ,局,,,テトラサイクリン塩酸塩,,,,,217.70,,,,,,,
外用薬,2634704M1047,テトラサイクリン塩酸塩,３０ｍｇ１ｇ,,,,アクロマイシン軟膏３％,ポーラファルマ,,,,22.60,,,,,,,
外用薬,2634705X1013,クロラムフェニコール,１ｇ,局,,,クロラムフェニコール,,,,,222.60,,,,,,,
外用薬,2634706M1020,クロラムフェニコール,２０ｍｇ１ｇ,,,,クロロマイセチン軟膏２％,第一三共,,,,12.20,,,,,,,
外用薬,2634706Q1030,クロラムフェニコール,５０ｍｇ１ｍＬ,,,,クロロマイセチン局所用液５％,第一三共,,,,38.70,,,,,,,
外用薬,2634708M1037,フシジン酸ナトリウム,２０ｍｇ１ｇ,,,,フシジンレオ軟膏２％,第一三共,,先発品,,18.40,,,,,,,
外用薬,2634710M1042,ゲンタマイシン硫酸塩,１ｍｇ１ｇ,,,,ゲルナート軟膏０．１％,岩城製薬,後発品,,,8.20,H27.3.31まで,,,,,,
外用薬,2634710M1050,ゲンタマイシン硫酸塩,１ｍｇ１ｇ,,,,ゲンタマイシン硫酸塩軟膏０．１％「タイヨー」,テバ製薬,後発品,,,8.20,,,,,,,
外用薬,2634710M1069,ゲンタマイシン硫酸塩,１ｍｇ１ｇ,,,,エルタシン軟膏０．１％,富士製薬工業,後発品,,,8.20,,,,,,,
外用薬,2634710M1077,ゲンタマイシン硫酸塩,１ｍｇ１ｇ,,,,ゲンタシン軟膏０．１％,ＭＳＤ,,先発品,○,13.20,,,,,,,
外用薬,2634710M1085,ゲンタマイシン硫酸塩,１ｍｇ１ｇ,,,,ゲンタマイシン硫酸塩軟膏０．１％「イワキ」,岩城製薬,後発品,,,8.20,,H26.6.20収載,,,,,
外用薬,2634710N1030,ゲンタマイシン硫酸塩,１ｍｇ１ｇ,,,,ゲンタシンクリーム０．１％,ＭＳＤ,,先発品,,13.20,,,,,,,
外用薬,2634711S1046,フラジオマイシン硫酸塩,（１０．８ｍｇ）１０ｃｍ×１０ｃｍ１枚,,,,ソフラチュール貼付剤１０ｃｍ,サノフィ,,,,58.60,,,,,,,
外用薬,2634711S2034,フラジオマイシン硫酸塩,（３２．４ｍｇ）１０ｃｍ×３０ｃｍ１枚,,,,ソフラチュール貼付剤３０ｃｍ,サノフィ,,,,153.00,,,,,,,
外用薬,2634712X1013,ポリミキシンＢ硫酸塩,５０万単位１瓶,局,,,ポリミキシンＢ硫酸塩,,,,,188.70,,,,,,,
外用薬,2634712X1080,ポリミキシンＢ硫酸塩,５０万単位１瓶,局,,,硫酸ポリミキシンＢ散５０万単位「ファイザー」,ファイザー,,,,234.10,,,,,,,
外用薬,2634712X2010,ポリミキシンＢ硫酸塩,３００万単位１瓶,局,,,ポリミキシンＢ硫酸塩,,,,,"1,028.60",,,,,,,
外用薬,2634712X2087,ポリミキシンＢ硫酸塩,３００万単位１瓶,局,,,硫酸ポリミキシンＢ散３００万単位「ファイザー」,ファイザー,,,,"1,580.50",,,,,,,
外用薬,2634713M1020,クリンダマイシンリン酸エステル,１％１ｇ,,,,ダラシンＴゲル１％,佐藤製薬,,先発品,○,42.30,,,,,,,
外用薬,2634713M1038,クリンダマイシンリン酸エステル,１％１ｇ,,,,クリンダマイシンゲル１％「クラシエ」,シオノケミカル,後発品,,,27.80,,,,,,,
外用薬,2634713M1046,クリンダマイシンリン酸エステル,１％１ｇ,,,,クリンダマイシンゲル１％「タイヨー」,テバ製薬,後発品,,,27.80,,,,,,,
外用薬,2634713M1054,クリンダマイシンリン酸エステル,１％１ｇ,,,,クリンダマイシンリン酸エステルゲル１％「イワキ」,岩城製薬,後発品,,,27.80,,,,,,,
外用薬,2634713M1062,クリンダマイシンリン酸エステル,１％１ｇ,,,,クリンダマイシンリン酸エステルゲル１％「サワイ」,沢井製薬,後発品,,,27.80,,,,,,,
外用薬,2634713M1070,クリンダマイシンリン酸エステル,１％１ｇ,,,,クリンダマイシンゲル１％「ＤＫ」,大興製薬,後発品,,,27.80,,,,,,,
