院内採用状況	製品名（■/◇：一般用薬/要指導医薬品）	製品名（英名）	製造販売会社	発売・販売会社	剤形	規格単位	薬価	規制区分	薬効	薬効分類	一般名	一般名（英名）	YJコード	HOTコード	製品備考	識別コード	色	割線の有無	添加物
	ラベファインパック	Rabefine	エーザイ	EAファーマ	その他：内服	1シート	373.70円／シート	処	ヘリコバクター・ピロリ除菌用組み合わせ製剤	619	ラベプラゾールナトリウム・アモキシシリン水和物・メトロニダゾール	rabeprazole sodium・amoxicillin hydrate・metronidazole	6199103X1029	122893901，122893902	薬価収載2013.12.13	〓パリエット10 250SAW 〓763	淡黄 薄橙 白		エチルセルロース，黄色三二酸化鉄，カルナウバロウ，カルメロースCa，グリセリン脂肪酸エステル，酸化チタン，酸化Mg，ステアリン酸Mg，タルク，低置換度ヒドロキシプロピルセルロース，ヒドロキシプロピルセルロース，ヒプロメロースフタル酸エステル，D-マンニトール，白糖，サッカリンNa水和物，軽質無水ケイ酸，香料，デキストリン，黄色5号アルミニウムレーキ，コムギデンプン，グリセリン，メチルセルロース，水アメ，デンプングリコール酸Na，アラビアゴム末，ゼラチン，沈降炭酸Ca，安息香酸Na
	ラミシール錠125mg	Lamisil	サンファーマ	田辺三菱製薬	錠：内服	125mg1錠	167.70円／錠	局処	アリルアミン系抗真菌剤	629	テルビナフィン塩酸塩	terbinafine hydrochloride（JP）	6290005F1024	111478201，111478202	薬価収載1997.09.12	LP	白～淡黄白	○	セルロース，乳糖，デンプングリコール酸ナトリウム，ヒプロメロース，ステアリン酸マグネシウム
	ラリキシン錠250mg	Larixin	富士フイルム富山化学	大正富山医薬品	錠：内服	250mg1錠	30.90円／錠	処	セファロスポリン系抗生物質	613	セファレキシン	cefalexin（JP）	6132002F1080	110836102，110836103	薬価収載2006.06.09	〓162	淡黄赤		トウモロコシデンプン，ポビドン，低置換度ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，黄色5号，ヒプロメロース，ポリオキシエチレン（105）ポリオキシプロピレン（5）グリコール，酸化チタン，カルナウバロウ，黄色5号アルミニウムレーキ
	ラリキシンドライシロップ小児用10％	Larixin	富士フイルム富山化学		ドライシロップ：内服	100mg1g	23.80円／g	局処	セファロスポリン系抗生物質	613	セファレキシン	cefalexin（JP）	6132002R1168	110849106，110849107	薬価収載2006.06.09	〓160	微黄赤		サッカリンナトリウム水和物，香料，ヒドロキシプロピルセルロース，ショ糖脂肪酸エステル，精製白糖，黄色5号
	ラリキシンドライシロップ小児用20％	Larixin	富士フイルム富山化学		ドライシロップ：内服	200mg1g	37.40円／g	局処	セファロスポリン系抗生物質	613	セファレキシン	cefalexin（JP）	6132002R2130	110852104，110852105	薬価収載2006.06.09	〓161	淡橙		サッカリンナトリウム水和物，香料，デキストリン，黄色5号，精製白糖
	【削除品】ランサップ400	Lansap	武田薬品工業		その他：内服	1シート	561.60円／シート	局処		619	ランソプラゾール・アモキシシリン水和物・クラリスロマイシン		6199100X1025		薬価削除2019.03.31				炭酸マグネシウム，トウモロコシデンプン，低置換度ヒドロキシプロピルセルロース，ヒドロキシプロピルセルロース，精製白糖，メタクリル酸コポリマーLD，タルク，マクロゴール6000，酸化チタン，ポリソルベート80，軽質無水ケイ酸，ゼラチン，ラウリル硫酸ナトリウム，マクロゴール4000，ステアリン酸マグネシウム，黄色三二酸化鉄，三二酸化鉄，メチルセルロース，デンプングリコール酸ナトリウム，カルナウバロウ，パラフィン，ショ糖脂肪酸エステル，ポリビニルアルコール（部分けん化物），ヒプロメロース
	【削除品】ランサップ800	Lansap	武田薬品工業		その他：内服	1シート	720.30円／シート	局処		619	ランソプラゾール・アモキシシリン水和物・クラリスロマイシン		6199100X2021		薬価削除2019.03.31				炭酸マグネシウム，トウモロコシデンプン，低置換度ヒドロキシプロピルセルロース，ヒドロキシプロピルセルロース，精製白糖，メタクリル酸コポリマーLD，タルク，マクロゴール6000，酸化チタン，ポリソルベート80，軽質無水ケイ酸，ゼラチン，ラウリル硫酸ナトリウム，マクロゴール4000，ステアリン酸マグネシウム，黄色三二酸化鉄，三二酸化鉄，メチルセルロース，デンプングリコール酸ナトリウム，カルナウバロウ，パラフィン，ショ糖脂肪酸エステル，ポリビニルアルコール（部分けん化物），ヒプロメロース
	【削除品】ランピオンパック	Lampion	武田薬品工業		その他：内服	1シート	445.30円／シート	局処		619	ランソプラゾール・アモキシシリン水和物・メトロニダゾール		6199101X1020		薬価削除2019.03.31				炭酸マグネシウム，トウモロコシデンプン，低置換度ヒドロキシプロピルセルロース，ヒドロキシプロピルセルロース，精製白糖，メタクリル酸コポリマーLD，タルク，マクロゴール6000，酸化チタン，ポリソルベート80，軽質無水ケイ酸，ゼラチン，ラウリル硫酸ナトリウム，マクロゴール4000，ステアリン酸マグネシウム，黄色三二酸化鉄，三二酸化鉄，メチルセルロース，コムギデンプン，グリセリン，水アメ，白糖，デンプングリコール酸ナトリウム，アラビアゴム末，沈降炭酸カルシウム，安息香酸ナトリウム，カルナウバロウ
	ランプレンカプセル50mg	Lampren	サンド		カプセル：内服	50mg1カプセル	229.40円／カプセル	処	ハンセン病治療剤	623	クロファジミン	clofazimine（JAN）	6239001M1022	111351802，111351803	薬価収載1996.11.12				ナタネ油，ミツロウ，硬化油，大豆レシチン，ジブチルヒドロキシトルエン，無水クエン酸，プロピレングリコール，ゼラチン，グリセリン，三二酸化鉄，黒酸化鉄，パラオキシ安息香酸エチルナトリウム，パラオキシ安息香酸プロピルナトリウム，香料，エチルバニリン
	【削除品】リアソフィン静注用0.5g	Liasophin	ケミックス		静注用：注射	500mg1瓶	176.00円／瓶	後処	セフェム系抗生物質	613	セフトリアキソンナトリウム水和物	ceftriaxone sodium hydrate（JP）	6132419F1038		薬価削除2019.03.31				
	【削除品】リアソフィン静注用1g	Liasophin	ケミックス		静注用：注射	1g1瓶	274.00円／瓶	後処	セフェム系抗生物質	613	セフトリアキソンナトリウム水和物	ceftriaxone sodium hydrate（JP）	6132419F2034		薬価削除2019.03.31				
	リアメット配合錠	Riamet	ノバルティスファーマ		錠：内服	1錠	242.30円／錠	劇処	抗マラリア剤	641	アルテメテル・ルメファントリン	artemether・lumefantrine	6419102F1024	125329001	薬価収載2017.02.15	CG／NC CG NC	黄	○	セルロース，クロスカルメロースナトリウム，ヒプロメロース，ステアリン酸マグネシウム，ポリソルベート80，無水ケイ酸
	リクスビス静注用500【経過措置】	Rixubis	シャイアー・ジャパン		静注用：注射	500国際単位1瓶（溶解液付）	56,599.00円／瓶	生処	遺伝子組換え血液凝固第IX因子製剤	634	ノナコグガンマ（遺伝子組換え）	nonacog gamma（genetical recombination）（JAN）	6343445D1026	124730501	薬価削除予定2020.03.31				L-ヒスチジン，塩化ナトリウム，塩化カルシウム水和物，D-マンニトール，精製白糖，ポリソルベート80，塩酸，水酸化ナトリウム
	リクスビス静注用1000	Rixubis	シャイアー・ジャパン		静注用：注射	1,000国際単位1瓶（溶解液付）	112,014.00円／瓶	生処	遺伝子組換え血液凝固第IX因子製剤	634	ノナコグガンマ（遺伝子組換え）	nonacog gamma（genetical recombination）（JAN）	6343445D2022	124731201	薬価収載2016.04.20				L-ヒスチジン，塩化ナトリウム，塩化カルシウム水和物，D-マンニトール，精製白糖，ポリソルベート80，塩酸，水酸化ナトリウム
	リクスビス静注用2000	Rixubis	シャイアー・ジャパン		静注用：注射	2,000国際単位1瓶（溶解液付）	226,162.00円／瓶	生処	遺伝子組換え血液凝固第IX因子製剤	634	ノナコグガンマ（遺伝子組換え）	nonacog gamma（genetical recombination）（JAN）	6343445D3029	124732901	薬価収載2016.04.20				L-ヒスチジン，塩化ナトリウム，塩化カルシウム水和物，D-マンニトール，精製白糖，ポリソルベート80，塩酸，水酸化ナトリウム
	リクスビス静注用3000	Rixubis	シャイアー・ジャパン		静注用：注射	3,000国際単位1瓶（溶解液付）	337,159.00円／瓶	生処	遺伝子組換え血液凝固第IX因子製剤	634	ノナコグガンマ（遺伝子組換え）	nonacog gamma（genetical recombination）（JAN）	6343445D4025	124733601	薬価収載2016.04.20				L-ヒスチジン，塩化ナトリウム，塩化カルシウム水和物，D-マンニトール，精製白糖，ポリソルベート80，塩酸，水酸化ナトリウム
	【削除品】リズピオン注300mg	Lizpion	東和薬品		注射液：注射	300mg1mL1管	73.00円／管	局処	リンコマイシン系抗生物質	611	リンコマイシン塩酸塩水和物	lincomycin hydrochloride hydrate（JP）	6112400A1076		薬価削除2019.03.31				ベンジルアルコール
	【削除品】リズピオン注600mg	Lizpion	東和薬品		注射液：注射	600mg2mL1管	95.00円／管	局処	リンコマイシン系抗生物質	611	リンコマイシン塩酸塩水和物	lincomycin hydrochloride hydrate（JP）	6112400A3095		薬価削除2019.03.31				ベンジルアルコール
	リネゾリド錠600mg「サワイ」	Linezolid	沢井製薬		錠：内服	600mg1錠	6,169.60円／錠	後処	オキサゾリジノン系合成抗菌剤	624	リネゾリド	linezolid（JAN）	6249002F1040	125887501	薬価収載2017.12.08	SW LZ／600	白～微黄白		カルナウバロウ，結晶セルロース，酸化チタン，ステアリン酸Mg，デンプングリコール酸Na，ヒドロキシプロピルセルロース，ヒプロメロース，マクロゴール400
	リネゾリド錠600mg「明治」	Linezolid「MEIJI」	Meiji Seikaファルマ		錠：内服	600mg1錠	6,169.60円／錠	後処	オキサゾリジノン系合成抗菌剤	624	リネゾリド	linezolid（JAN）	6249002F1032	124610001	薬価収載2015.12.11	リネゾリド600明治 MS095	白～微黄白		結晶セルロース，トウモロコシデンプン，ヒドロキシプロピルセルロース，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール6000，酸化チタン，カルナウバロウ
	リネゾリド注射液600mg「サワイ」	Linezolid	沢井製薬		注射液：注射	600mg300mL1袋	8,462.00円／袋	後処	オキサゾリジノン系合成抗菌剤	624	リネゾリド	linezolid（JAN）	6249401A1041	125615401	薬価収載2017.06.16				ブドウ糖，クエン酸ナトリウム，クエン酸，pH調節剤
	リネゾリド点滴静注600mg／300mL「HK」		光製薬		注射液：注射	600mg300mL1袋	8,462.00円／袋	後処	オキサゾリジノン系合成抗菌剤	624	リネゾリド	linezolid（JAN）	6249401A1076	126753201	薬価収載2019.06.14				ブドウ糖，クエン酸ナトリウム水和物，無水クエン酸，pH調整剤，塩酸，水酸化ナトリウム
	リネゾリド点滴静注液600mg「KCC」	Linezolid	共和クリティケア		注射液：注射	600mg300mL1袋	8,462.00円／袋	後処	オキサゾリジノン系合成抗菌剤	624	リネゾリド	linezolid（JAN）	6249401A1050	126541501	薬価収載2018.12.14				ブドウ糖，クエン酸ナトリウム水和物，クエン酸水和物，pH調節剤
	リネゾリド点滴静注液600mg「日医工」	Linezolid	共和薬品工業	日医工	注射液：注射	600mg300mL1袋	8,462.00円／袋	後処	オキサゾリジノン系合成抗菌剤	624	リネゾリド	linezolid（JAN）	6249401A1068	126528601	薬価収載2018.12.14				ブドウ糖，クエン酸ナトリウム水和物，クエン酸水和物，pH調節剤
	リネゾリド点滴静注液600mg「明治」	Linezolid「MEIJI」	Meiji Seikaファルマ		注射液：注射	600mg300mL1袋	8,462.00円／袋	後処	オキサゾリジノン系合成抗菌剤	624	リネゾリド	linezolid（JAN）	6249401A1033	124195201	薬価収載2015.06.19				ブドウ糖，クエン酸ナトリウム水和物，無水クエン酸，pH調節剤
	リバビリン錠200mgRE「マイラン」	Ribavirin“Mylan”	高田製薬	ファイザー	錠：内服	200mg1錠	345.60円／錠	後劇処	抗ウイルス剤	625	リバビリン	ribavirin（JP）	6250022F1030	120834401，120834402	薬価収載2011.06.24	M929	白～微黄白		結晶セルロース，カルメロースカルシウム，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール6000，酸化チタン，カルナウバロウ
	リファジンカプセル150mg	Rifadin	第一三共		カプセル：内服	150mg1カプセル	26.40円／カプセル	局処	抗結核・抗ハンセン病抗生物質	616	リファンピシン	rifampicin（JP）	6164001M1216	111275702	薬価収載2009.09.25	リファジン150	青／赤		結晶セルロース，低置換度ヒドロキシプロピルセルロース，ステアリン酸ポリオキシル40，ステアリン酸マグネシウム，ショ糖脂肪酸エステル，ゼラチン，ラウリル硫酸ナトリウム，赤色102号，黄色5号，青色1号
	リファンピシンカプセル150mg「サンド」	Rifampicin	サンド	ニプロ，日本ジェネリック	カプセル：内服	150mg1カプセル	14.70円／カプセル	後局処	抗結核・抗ハンセン病抗生物質	616	リファンピシン	rifampicin（JP）	6164001M1186	114426001，114426002，114426003	薬価収載2006.07.07	RFP	赤／橙		乳糖水和物，結晶セルロース，カルメロース，デンプングリコール酸ナトリウム，タルク，ステアリン酸マグネシウム，ゼラチン，ラウリル硫酸ナトリウム，赤色3号，黄色5号，酸化チタン
	リフキシマ錠200mg	Rifxima	あすか製薬	武田薬品工業	錠：内服	200mg1錠	201.60円／錠	処	難吸収性リファマイシン系抗菌薬	619	リファキシミン	rifaximin（JAN）	6199001F1026	125177701	薬価収載2016.11.18	リフキシマ	淡赤		結晶セルロース，デンプングリコール酸ナトリウム，タルク，グリセリン脂肪酸エステル，軽質無水ケイ酸，ヒプロメロース，酸化チタン，プロピレングリコール，三二酸化鉄
	硫酸カナマイシン注射液1000mg「明治」	Kanamycin Sulfate「MEIJI」	Meiji Seikaファルマ		注射液：注射	1g1管	314.00円／管	処	アミノグリコシド系抗生物質	616	カナマイシン硫酸塩	kanamycin sulfate（JP）	6169400A1036	111283201	薬価収載2008.06.20				亜硫酸水素ナトリウム，パラオキシ安息香酸メチル，パラオキシ安息香酸プロピル，クエン酸ナトリウム水和物
	硫酸ストレプトマイシン注射用1g「明治」	Streptomycin Sulfate「MEIJI」	Meiji Seikaファルマ		注射用：注射	1g1瓶	389.00円／瓶	局処	アミノグリコシド系抗生物質	616	ストレプトマイシン硫酸塩	streptomycin sulfate（JP）	6161400D1034	111271901	薬価収載2005.12.16				
	硫酸ポリミキシンB錠25万単位「ファイザー」	Polymyxin B Sulfate Pfizer	ファイザー		錠：内服	25万単位1錠	85.20円／錠	処	ポリペプチド系抗生物質	612	ポリミキシンB硫酸塩	polymixin B sulfate（JP）	6126001F1038	110719701	薬価収載2006.06.09	PT P01	淡橙		乳糖水和物，ポビドン，dl-ロイシン，黄色5号
	硫酸ポリミキシンB錠100万単位「ファイザー」	Polymyxin B Sulfate Pfizer	ファイザー		錠：内服	100万単位1錠	277.90円／錠	処	ポリペプチド系抗生物質	612	ポリミキシンB硫酸塩	polymixin B sulfate（JP）	6126001F2034	110720301	薬価収載2006.06.09	PT P02	白		グリシン，カルメロースカルシウム，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，酸化チタン，カルナウバロウ
	【削除品】リリアジン静注用0.5g	Riliajin	東和薬品		静注用：注射	500mg1瓶	143.00円／瓶	後局処	セファマイシン系抗生物質	613	セフメタゾールナトリウム	cefmetazole sodium（JP）	6132408F2060		薬価削除2019.03.31				
	【削除品】リリアジン静注用0.25g	Riliajin	東和薬品		静注用：注射	250mg1瓶	95.00円／瓶	後局処	セファマイシン系抗生物質	613	セフメタゾールナトリウム	cefmetazole sodium（JP）	6132408F1064		薬価削除2019.03.31				
	【削除品】リリアジン静注用1g	Riliajin	東和薬品		静注用：注射	1g1瓶	246.00円／瓶	後局処	セファマイシン系抗生物質	613	セフメタゾールナトリウム	cefmetazole sodium（JP）	6132408F3148		薬価削除2019.03.31				
	【削除品】リリアジン静注用2g	Riliajin	東和薬品		静注用：注射	2g1瓶	530.00円／瓶	後局処	セファマイシン系抗生物質	613	セフメタゾールナトリウム	cefmetazole sodium（JP）	6132408F4136		薬価削除2019.03.31				
	リレンザ	Relenza	グラクソ・スミスクライン		吸入剤：外用〔口腔投与剤〕	5mg1ブリスター	147.10円／ブリスター	処	抗インフルエンザウイルス剤	625	ザナミビル水和物	zanamivir hydrate（JAN）	6250702G1028	113889401	薬価収載2001.02.02				乳糖水和物
	リンコシンカプセル250mg	Lincocin	ファイザー		カプセル：内服	250mg1カプセル	21.60円／カプセル	処	リンコマイシン系抗生物質	611	リンコマイシン塩酸塩水和物	lincomycin hydrochloride hydrate（JP）	6112003M1030	110625103	薬価収載2007.12.21	UPJOHN336	濃青／淡青		ステアリン酸マグネシウム，タルク，乳糖水和物，亜硫酸水素ナトリウム，酸化チタン，ラウリル硫酸ナトリウム，青色1号，赤色3号
	リンコシン注射液1.5g	Lincocin	ファイザー		注射液：注射	1.5g5mL1瓶	498.00円／瓶	局処	リンコマイシン系抗生物質	611	リンコマイシン塩酸塩水和物	lincomycin hydrochloride hydrate（JP）	6112400A6086	110641103	薬価収載2007.12.21				ベンジルアルコール
	リンコシン注射液1g	Lincocin	ファイザー		注射液：注射	1g3.33mL1瓶	371.00円／瓶	局処	リンコマイシン系抗生物質	611	リンコマイシン塩酸塩水和物	lincomycin hydrochloride hydrate（JP）	6112400A7031	110638103	薬価収載2007.12.21				ベンジルアルコール
	リンコシン注射液300mg	Lincocin	ファイザー		注射液：注射	300mg1mL1瓶	256.00円／瓶	局処	リンコマイシン系抗生物質	611	リンコマイシン塩酸塩水和物	lincomycin hydrochloride hydrate（JP）	6112400A2030	110630503	薬価収載2007.12.21				ベンジルアルコール
	リンコシン注射液600mg	Lincocin	ファイザー		注射液：注射	600mg2mL1瓶	344.00円／瓶	局処	リンコマイシン系抗生物質	611	リンコマイシン塩酸塩水和物	lincomycin hydrochloride hydrate（JP）	6112400A4075	110634303	薬価収載2007.12.21				ベンジルアルコール
	リンコマイシン塩酸塩注射液300mg「トーワ」	Lincomycin Hydrochloride“TOWA”	東和薬品		注射液：注射	300mg1mL1管	73.00円／管	局処	リンコマイシン系抗生物質	611	リンコマイシン塩酸塩水和物	lincomycin hydrochloride hydrate（JP）	6112400A1092	113808503	薬価収載2018.06.01				ベンジルアルコール
	リンコマイシン塩酸塩注射液600mg「トーワ」	Lincomycin Hydrochloride“TOWA”	東和薬品		注射液：注射	600mg2mL1管	95.00円／管	局処	リンコマイシン系抗生物質	611	リンコマイシン塩酸塩水和物	lincomycin hydrochloride hydrate（JP）	6112400A3125	113809203	薬価収載2018.06.01				ベンジルアルコール
	ルコナック爪外用液5％	Luconac	佐藤製薬	ポーラファルマ	液：外用	5％1g	951.80円／g		抗真菌剤・爪白癬治療剤	629	ルリコナゾール	luliconazole（JAN）	6290703Q1023	124716901，124716902	薬価収載2016.04.20				N-メチル-2-ピロリドン，ベンジルアルコール，アジピン酸ジイソプロピル，乳酸，ポビドン，無水エタノール
	ルリッド錠150	Rulid	サノフィ		錠：内服	150mg1錠	57.70円／錠	局処	酸安定性マクロライド系抗生物質	614	ロキシスロマイシン	roxithromycin（JP）	6149002F1029	111218402		RU／164D RU164D	白		トウモロコシデンプン，低置換度ヒドロキシプロピルセルロース，ポビドン，タルク，ステアリン酸マグネシウム，軽質無水ケイ酸，ポリオキシエチレン［160］ポリオキシプロピレン［30］グリコール，ヒプロメロース，ブドウ糖，プロピレングリコール，酸化チタン
	レイアタッツカプセル150mg	Reyataz	ブリストル・マイヤーズスクイブ		カプセル：内服	150mg1カプセル	568.00円／カプセル	劇処	抗ウイルス・HIVプロテアーゼ阻害剤	625	アタザナビル硫酸塩	atazanavir sulfate（JAN）	6250023M1026	115727701	薬価収載2003.12.25	BMS150mg 3624	青／淡青		クロスポビドン，乳糖水和物，ステアリン酸マグネシウム，ゼラチン，青色二号
	レイアタッツカプセル200mg	Reyataz	ブリストル・マイヤーズスクイブ		カプセル：内服	200mg1カプセル	765.70円／カプセル	劇処	抗ウイルス・HIVプロテアーゼ阻害剤	625	アタザナビル硫酸塩	atazanavir sulfate（JAN）	6250023M2022	115728401	薬価収載2003.12.25	BMS200mg 3631	青		クロスポビドン，乳糖水和物，ステアリン酸マグネシウム，ゼラチン，青色二号
	レクシヴァ錠700	Lexiva	ヴィーブヘルスケア	グラクソ・スミスクライン	錠：内服	700mg1錠	793.90円／錠	劇処	抗ウイルス化学療法剤	625	ホスアンプレナビルカルシウム水和物	fosamprenavir calcium hydrate（JAN）	6250027F1025	116569201	薬価収載2005.01.07	GXLL7	淡紅白		結晶セルロース，クロスカルメロースナトリウム，ポビドン，ステアリン酸マグネシウム，軽質無水ケイ酸，ヒプロメロース，酸化チタン，トリアセチン，三二酸化鉄
	レダマイシンカプセル150mg	Ledermycin	ポーラファルマ		カプセル：内服	150mg1カプセル	18.40円／カプセル	処	テトラサイクリン系抗生物質	615	デメチルクロルテトラサイクリン塩酸塩	demethylchlortetracycline hydrochloride（JP）(demeclocycline（INN）)	6152003M1036	111233702	薬価収載2009.09.25	KY13	白～淡黄白		トウモロコシデンプン，ステアリン酸マグネシウム，ラウリル硫酸ナトリウム，ゼラチン
	レトロビルカプセル100mg	Retrovir	ヴィーブヘルスケア	グラクソ・スミスクライン	カプセル：内服	100mg1カプセル	284.40円／カプセル	劇処	抗ウイルス・HIV逆転写酵素阻害剤	625	ジドブジン	zidovudine（JP）	6250001M1038	111417102	薬価収載2007.06.15	GSYJU	白		トウモロコシデンプン，結晶セルロース，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム，ゼラチン，酸化チタン
	レフィキシア静注用500	Refixia	ノボノルディスクファーマ		キット：注射	500国際単位1瓶（溶解液付）	216,394.00円／瓶	生処	ペグ化遺伝子組換え型血液凝固第IX因子製剤	634	ノナコグベータペゴル（遺伝子組換え）	nonacog beta pegol（genetical recombination）（JAN）	6343452D1026	126470801	薬価収載2018.08.29				L-ヒスチジン，精製白糖，ポリソルベート80，塩化ナトリウム，D-マンニトール，水酸化ナトリウム，塩酸
	レフィキシア静注用1000	Refixia	ノボノルディスクファーマ		キット：注射	1,000国際単位1瓶（溶解液付）	427,968.00円／瓶	生処	ペグ化遺伝子組換え型血液凝固第IX因子製剤	634	ノナコグベータペゴル（遺伝子組換え）	nonacog beta pegol（genetical recombination）（JAN）	6343452D2022	126471501	薬価収載2018.08.29				L-ヒスチジン，精製白糖，ポリソルベート80，塩化ナトリウム，D-マンニトール，水酸化ナトリウム，塩酸
	レフィキシア静注用2000	Refixia	ノボノルディスクファーマ		キット：注射	2,000国際単位1瓶（溶解液付）	846,403.00円／瓶	生処	ペグ化遺伝子組換え型血液凝固第IX因子製剤	634	ノナコグベータペゴル（遺伝子組換え）	nonacog beta pegol（genetical recombination）（JAN）	6343452D3029	126472201	薬価収載2018.08.29				L-ヒスチジン，精製白糖，ポリソルベート80，塩化ナトリウム，D-マンニトール，水酸化ナトリウム，塩酸
	レベトールカプセル200mg	Rebetol	MSD		カプセル：内服	200mg1カプセル	524.20円／カプセル	局劇処	抗ウイルス剤	625	リバビリン	ribavirin（JP）	6250022M1021	114570001，114570002	薬価収載2001.12.07	〓200mg 〓921	白		乳糖水和物，ステアリン酸マグネシウム，結晶セルロース，クロスカルメロースナトリウム
	レボフロキサシンOD錠250mg「トーワ」	Levofloxacin“TOWA”	東和薬品		口腔内崩壊錠：内服	250mg1錠（レボフロキサシンとして）	77.10円／錠	後処	ニューキノロン系抗菌剤	624	レボフロキサシン水和物	levofloxacin hydrate（JP）	6241013F4023	123726901	薬価収載2014.12.12	Tw L3／250 Tw.L3	淡黄	○	結晶セルロース・カルメロースNa，ヒドロキシプロピルセルロース，スクラロース，アミノアルキルメタクリレートコポリマーE，タルク，酸化チタン，黄色三二酸化鉄，D-マンニトール，結晶セルロース，軽質無水ケイ酸，香料，ステアリン酸Mg，その他3成分
	レボフロキサシンOD錠500mg「トーワ」	Levofloxacin“TOWA”	東和薬品		口腔内崩壊錠：内服	500mg1錠（レボフロキサシンとして）	135.60円／錠	後処	ニューキノロン系抗菌剤	624	レボフロキサシン水和物	levofloxacin hydrate（JP）	6241013F5020	123727601	薬価収載2014.12.12	Tw L4／500 Tw.L4	淡黄	○	結晶セルロース・カルメロースNa，ヒドロキシプロピルセルロース，スクラロース，アミノアルキルメタクリレートコポリマーE，タルク，酸化チタン，黄色三二酸化鉄，D-マンニトール，結晶セルロース，軽質無水ケイ酸，香料，ステアリン酸Mg，その他3成分
	レボフロキサシン細粒10％「DSEP」	Levofloxacin「DSEP」	第一三共エスファ		細粒：内服	100mg1g（レボフロキサシンとして）	51.20円／g	後局処	ニューキノロン系抗菌剤	624	レボフロキサシン水和物	levofloxacin hydrate（JP）	6241013C2032	123710801	薬価収載2014.12.12				乳糖水和物，タルク，トウモロコシデンプン，酸化チタン，軽質無水ケイ酸，ショ糖脂肪酸エステル，アスパルテーム（L-フェニルアラニン化合物），香料，その他2成分
	レボフロキサシン錠250mg「CEO」	Levofloxacin	セオリアファーマ	武田薬品工業	錠：内服	250mg1錠（レボフロキサシンとして）	77.10円／錠	後局処	ニューキノロン系抗菌剤	624	レボフロキサシン水和物	levofloxacin hydrate（JP）	6241013F2039	123861701	薬価収載2014.12.12	レボフロキサシン セオリア250mg	黄	○	結晶セルロース，ヒドロキシプロピルセルロース，カルメロース，フマル酸ステアリルナトリウム，ヒプロメロース，マクロゴール6000，タルク，酸化チタン，黄色三二酸化鉄，カルナウバロウ
	レボフロキサシン錠250mg「CH」		長生堂製薬	日本ジェネリック	錠：内服	250mg1錠（レボフロキサシンとして）	77.10円／錠	後局処	ニューキノロン系抗菌剤	624	レボフロキサシン水和物	levofloxacin hydrate（JP）	6241013F2047	123791701	薬価収載2014.12.12	〓245	黄	○	結晶セルロース，ヒドロキシプロピルセルロース，カルメロース，フマル酸ステアリルナトリウム，ヒプロメロース，マクロゴール6000，酸化チタン，タルク，黄色三二酸化鉄
	レボフロキサシン錠250mg「DSEP」	Levofloxacin「DSEP」	第一三共エスファ		錠：内服	250mg1錠（レボフロキサシンとして）	77.10円／錠	後局処	ニューキノロン系抗菌剤	624	レボフロキサシン水和物	levofloxacin hydrate（JP）	6241013F2055	123708501	薬価収載2014.12.12	レボフロ／250EP レボフロ250EP	黄	○	結晶セルロース，カルメロース，ヒドロキシプロピルセルロース，フマル酸ステアリルナトリウム，ヒプロメロース，酸化チタン，タルク，マクロゴール6000，黄色三二酸化鉄，カルナウバロウ
	レボフロキサシン錠250mg「F」	Levofloxacin	富士製薬工業		錠：内服	250mg1錠（レボフロキサシンとして）	77.10円／錠	後局処	ニューキノロン系抗菌剤	624	レボフロキサシン水和物	levofloxacin hydrate（JP）	6241013F2063	123940901	薬価収載2014.12.12	FJ66／250mg	黄	○	結晶セルロース，カルメロース，ヒドロキシプロピルセルロース，フマル酸ステアリルナトリウム，ヒプロメロース，マクロゴール6000，タルク，酸化チタン，カルナウバロウ，黄色三二酸化鉄
	レボフロキサシン錠250mg「MEEK」	Levofloxacin「MEEK」	小林化工		錠：内服	250mg1錠（レボフロキサシンとして）	56.60円／錠	後局処	ニューキノロン系抗菌剤	624	レボフロキサシン水和物	levofloxacin hydrate（JP）	6241013F2071	124008501	薬価収載2014.12.12	レボフロキサシン250mg MEEK	黄	○	結晶セルロース，カルメロース，ヒドロキシプロピルセルロース，フマル酸ステアリルナトリウム，ヒプロメロース，タルク，マクロゴール6000，酸化チタン，黄色三二酸化鉄，カルナウバロウ
	レボフロキサシン錠250mg「SUN」	Levofloxacin	サンファーマ		錠：内服	250mg1錠（レボフロキサシンとして）	56.60円／錠	後局処	ニューキノロン系抗菌剤	624	レボフロキサシン水和物	levofloxacin hydrate（JP）	6241013F2314	124353601	薬価収載2015.06.19	250	黄	○	結晶セルロース，カルメロース，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，ヒプロメロース，酸化チタン，ポリソルベート80，マクロゴール400，黄色三二酸化鉄，カルナウバロウ
