院内採用状況	製品名（■/◇：一般用薬/要指導医薬品）	製品名（英名）	製造販売会社	発売・販売会社	剤形	規格単位	薬価	規制区分	薬効	薬効分類	一般名	一般名（英名）	YJコード	HOTコード	製品備考	識別コード	色	割線の有無	添加物
	クリンダマイシン注600mgシリンジ「タイヨー」	Clindamycin	武田テバファーマ	武田薬品工業	キット：注射	600mg4mL1筒	259.00円／筒	後処	リンコマイシン系抗生物質	611	クリンダマイシン	clindamycin（INN）	6112401G2029	118227901，118227902	薬価収載2007.12.21				ベンジルアルコール，pH調節剤
	クリンダマイシン注射液300mg「タイヨー」	Clindamycin	武田テバファーマ	武田薬品工業	注射液：注射	300mg1管	156.00円／管	局処	リンコマイシン系抗生物質	611	クリンダマイシン	clindamycin（INN）	6112401A1127	110648001，110648002	薬価収載2008.12.19				ベンジルアルコール，pH調節剤
	クリンダマイシン注射液600mg「タイヨー」	Clindamycin	武田テバファーマ	武田薬品工業	注射液：注射	600mg1管	218.00円／管	局処	リンコマイシン系抗生物質	611	クリンダマイシン	clindamycin（INN）	6112401A2140	110654101，110654102	薬価収載2008.12.19				ベンジルアルコール，pH調節剤
	クリンダマイシンリン酸エステル注300mg「F」	Clindamycin Phosphate	富士製薬工業		注射液：注射	300mg1管	156.00円／管	局処	リンコマイシン系抗生物質	611	クリンダマイシン	clindamycin（INN）	6112401A1160	110647301	薬価収載2015.06.19				ベンジルアルコール，塩酸（pH調節剤），水酸化ナトリウム（pH調節剤）
	クリンダマイシンリン酸エステル注300mg「トーワ」	Clindamycin Phosphate“TOWA”	東和薬品		注射液：注射	300mg1管	156.00円／管	局処	リンコマイシン系抗生物質	611	クリンダマイシン	clindamycin（INN）	6112401A1151	121113901	薬価収載2013.12.13				ベンジルアルコール，pH調整剤，塩酸，水酸化Na
	クリンダマイシンリン酸エステル注600mg「F」	Clindamycin Phosphate	富士製薬工業		注射液：注射	600mg1管	218.00円／管	局処	リンコマイシン系抗生物質	611	クリンダマイシン	clindamycin（INN）	6112401A2174	110653401	薬価収載2015.06.19				ベンジルアルコール，塩酸（pH調節剤），水酸化ナトリウム（pH調節剤）
	クリンダマイシンリン酸エステル注600mg「トーワ」	Clindamycin Phosphate“TOWA”	東和薬品		注射液：注射	600mg1管	218.00円／管	局処	リンコマイシン系抗生物質	611	クリンダマイシン	clindamycin（INN）	6112401A2166	110652701	薬価収載2013.12.13				ベンジルアルコール，pH調整剤，塩酸，水酸化Na
	クリンダマイシンリン酸エステル注射液300mg「NP」	Clindamycin Phosphate	ニプロ		注射液：注射	300mg1管	156.00円／管	局処	リンコマイシン系抗生物質	611	クリンダマイシン	clindamycin（INN）	6112401A1178	110645901	薬価収載2015.06.19				ベンジルアルコール，クエン酸水和物，pH調整剤
	クリンダマイシンリン酸エステル注射液300mg「サワイ」	Clindamycin Phosphate	沢井製薬		注射液：注射	300mg1管	156.00円／管	局処	リンコマイシン系抗生物質	611	クリンダマイシン	clindamycin（INN）	6112401A1135	110646601	薬価収載2011.11.28				ベンジルアルコール，pH調節剤
	クリンダマイシンリン酸エステル注射液600mg「NP」	Clindamycin Phosphate	ニプロ		注射液：注射	600mg1管	218.00円／管	局処	リンコマイシン系抗生物質	611	クリンダマイシン	clindamycin（INN）	6112401A2182	110650301	薬価収載2015.06.19				ベンジルアルコール，クエン酸水和物，pH調整剤
	クリンダマイシンリン酸エステル注射液600mg「サワイ」	Clindamycin Phosphate	沢井製薬		注射液：注射	600mg1管	218.00円／管	局処	リンコマイシン系抗生物質	611	クリンダマイシン	clindamycin（INN）	6112401A2158	110651001	薬価収載2011.11.28				ベンジルアルコール，pH調節剤
	グレースビット細粒10％	Gracevit	第一三共		細粒：内服	100mg1g	476.80円／g	処	ニューキノロン系抗菌剤	624	シタフロキサシン水和物	sitafloxacin hydrate（JAN）	6241018C1020	118270501	薬価収載2008.04.18				D-マンニトール，トウモロコシデンプン，結晶セルロース，カルメロースナトリウム，黄色三二酸化鉄，ヒドロキシプロピルセルロース，メタクリル酸コポリマーLD，ポリソルベート80，ラウリル硫酸ナトリウム，タルク，クエン酸トリエチル，軽質無水ケイ酸，アスパルテーム（L-フェニルアラニン化合物），香料，乳糖水和物
	グレースビット錠50mg	Gracevit	第一三共		錠：内服	50mg1錠	169.30円／錠	処	ニューキノロン系抗菌剤	624	シタフロキサシン水和物	sitafloxacin hydrate（JAN）	6241018F1027	118269901	薬価収載2008.04.18	グレースビット	白～微黄白		D-マンニトール，トウモロコシデンプン，低置換度ヒドロキシプロピルセルロース，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，ヒプロメロース，酸化チタン，タルク，マクロゴール6000，ジメチルポリシロキサン，二酸化ケイ素，カルナウバロウ
	クレナフィン爪外用液10％	Clenafin	科研製薬		液：外用	10％1g	1,604.50円／g	処	爪白癬治療剤	629	エフィナコナゾール	efinaconazole（JAN）	6290702Q1029	123652101	薬価収載2014.09.02				デカメチルシクロペンタシロキサン，アジピン酸ジイソプロピル，乳酸アルキル（C12-C15），ジブチルヒドロキシトルエン，無水クエン酸，エデト酸ナトリウム水和物，エタノール
	クロスエイトMC静注用250単位	Cross Eight MC	日本血液製剤機構		静注用：注射	250単位1瓶（溶解液付）	18,951.00円／瓶	特処	血友病A治療剤	634	血液凝固第VIII因子	coagulation factor VIII	6343406X5133	111538308，111538309	薬価収載2013.05.01				塩化ナトリウム，塩化カルシウム水和物，マクロゴール4000，人血清アルブミン，L-ヒスチジン，塩酸，水酸化ナトリウム
	クロスエイトMC静注用500単位	Cross Eight MC	日本血液製剤機構		静注用：注射	500単位1瓶（溶解液付）	34,303.00円／瓶	特処	血友病A治療剤	634	血液凝固第VIII因子	coagulation factor VIII	6343406X6130	111539009，111539010	薬価収載2013.05.01				塩化ナトリウム，塩化カルシウム水和物，マクロゴール4000，人血清アルブミン，L-ヒスチジン，塩酸，水酸化ナトリウム
	クロスエイトMC静注用1000単位	Cross Eight MC	日本血液製剤機構		静注用：注射	1,000単位1瓶（溶解液付）	64,042.00円／瓶	特処	血友病A治療剤	634	血液凝固第VIII因子	coagulation factor VIII	6343406X8108	111540606，111540607	薬価収載2013.05.01				塩化ナトリウム，塩化カルシウム水和物，マクロゴール4000，人血清アルブミン，L-ヒスチジン，塩酸，水酸化ナトリウム
	クロスエイトMC静注用2000単位	Cross Eight MC	日本血液製剤機構		静注用：注射	2,000単位1瓶（溶解液付）	118,475.00円／瓶	特処	血友病A治療剤	634	血液凝固第VIII因子	coagulation factor VIII	6343406X9023	124549301	薬価収載2015.12.01				塩化ナトリウム，塩化カルシウム水和物，マクロゴール4000，人血清アルブミン，L-ヒスチジン，塩酸，水酸化ナトリウム
	グロブリン筋注450mg／3mL「JB」	Globulin“JB”	日本血液製剤機構		注射液：注射	150mg1mL	517.00円／mL	局特処	血液成分製剤	634	人免疫グロブリン	human normal immunoglobulin（JP）	6343412X1168	111576513	薬価収載2015.12.01				グリシン，塩化ナトリウム，氷酢酸，乾燥炭酸ナトリウム
	グロブリン筋注1500mg／10mL「JB」	Globulin“JB”	日本血液製剤機構		注射液：注射	150mg1mL	517.00円／mL	局特処	血液成分製剤	634	人免疫グロブリン	human normal immunoglobulin（JP）	6343412X1176	111576514	薬価収載2016.05.01				グリシン，塩化ナトリウム，氷酢酸，乾燥炭酸ナトリウム
	クロロマイセチンサクシネート静注用1g	Chloromycetin Succinate	アルフレッサファーマ		静注用：注射	1g1瓶（溶解液付）	600.00円／瓶	処	抗生物質	615	クロラムフェニコールコハク酸エステルナトリウム	chloramphenicol sodium succinate（JP）	6151401F1033	111228301，111228302	薬価収載2011.06.24				
	クロロマイセチン錠50	Chloromycetin	アルフレッサファーマ		錠：内服	50mg1錠	9.10円／錠	処	抗生物質	615	クロラムフェニコール	chloramphenicol（JP）	6151001F1030	111225201，111225202	薬価収載2009.09.25	SANKYO607	暗赤褐		デキストリン，カルメロースカルシウム，タルク，ステアリン酸マグネシウム，結晶セルロース，ゼラチン，無水リン酸水素カルシウム，酸化チタン，アラビアゴム末，ポビドン，沈降炭酸カルシウム，グリセリン脂肪酸エステル，青色一号，黄色五号，青色一号アルミニウムレーキ，赤色三号アルミニウムレーキ，カルナウバロウ，精製白糖
	クロロマイセチン錠250	Chloromycetin	アルフレッサファーマ		錠：内服	250mg1錠	24.30円／錠	処	抗生物質	615	クロラムフェニコール	chloramphenicol（JP）	6151001F2053	111226901，111226902	薬価収載2009.09.25	SANKYO609	暗赤褐		デキストリン，カルメロースカルシウム，タルク，ステアリン酸マグネシウム，結晶セルロース，ゼラチン，無水リン酸水素カルシウム，酸化チタン，アラビアゴム末，ポビドン，沈降炭酸カルシウム，グリセリン脂肪酸エステル，青色一号，黄色五号，青色一号アルミニウムレーキ，赤色三号アルミニウムレーキ，カルナウバロウ，精製白糖
	ケイセントラ静注用500	Kcentra	CSLベーリング		静注用：注射	500国際単位1瓶（溶解液付）	35,004.00円／瓶	特処	血漿分画製剤（静注用人プロトロンビン複合体製剤）	634	乾燥濃縮人プロトロンビン複合体	freeze-dried human prothrombin complex concentrate	6343449D1024	125742701	薬価収載2017.08.30				アンチトロンビンIII，人血清アルブミン，ヘパリンナトリウム，塩化ナトリウム，クエン酸ナトリウム水和物，塩酸，水酸化ナトリウム
	ケイセントラ静注用1000	Kcentra	CSLベーリング		静注用：注射	1,000国際単位1瓶（溶解液付）	65,225.00円／瓶	特処	血漿分画製剤（静注用人プロトロンビン複合体製剤）	634	乾燥濃縮人プロトロンビン複合体	freeze-dried human prothrombin complex concentrate	6343449D2020	125743401	薬価収載2017.08.30				アンチトロンビンIII，人血清アルブミン，ヘパリンナトリウム，塩化ナトリウム，クエン酸ナトリウム水和物，塩酸，水酸化ナトリウム
	ケフラールカプセル250mg	Kefral	共和薬品工業		カプセル：内服	250mg1カプセル	53.70円／カプセル	局処	セフェム系抗生物質	613	セファクロル	cefaclor（JP）	6132005M1059	110890301，110890302		ケフラール	白／青		トウモロコシデンプン，タルク，ステアリン酸マグネシウム，含水二酸化ケイ素，デンプングリコール酸ナトリウム，ラウリル硫酸ナトリウム，ゼラチン，酸化チタン，青色1号
	ケフラール細粒小児用100mg	Kefral	共和薬品工業		細粒：内服	100mg1g	43.50円／g	局処	セフェム系抗生物質	613	セファクロル	cefaclor（JP）	6132005C1053	110871201，110871202					白糖，コムギデンプン，アルギン酸ナトリウム，ヒドロキシプロピルセルロース，シリコーン樹脂，β-カロテン，流動パラフィン，アラビアゴム，プロピレングリコール，リン酸，アスコルビン酸，含水二酸化ケイ素，香料
	ケフレックスカプセル250mg	Keflex	共和薬品工業		カプセル：内服	250mg1カプセル	30.90円／カプセル	局処	セファロスポリン系抗生物質	613	セファレキシン	cefalexin（JP）	6132002M2183	110840801，110840802	薬価収載2007.06.15	ケフレックス	白／帯灰緑		トウモロコシデンプン，タルク，ステアリン酸マグネシウム，含水二酸化ケイ素，ラウリル硫酸ナトリウム，ゼラチン，酸化チタン，青色1号，黄色5号
	ケフレックスシロップ用細粒100	Keflex	共和薬品工業		ドライシロップ：内服	100mg1g	23.80円／g	局処	セファロスポリン系抗生物質	613	セファレキシン	cefalexin（JP）	6132002R1141	110848401，110848402	薬価収載2001.07.06				白糖，ポリソルベート80，シリコーン樹脂，アルギン酸ナトリウム，含水二酸化ケイ素，香料，黄色5号アルミニウムレーキ，黄色5号
	ケフレックスシロップ用細粒200	Keflex	共和薬品工業		ドライシロップ：内服	200mg1g	37.40円／g	局処	セファロスポリン系抗生物質	613	セファレキシン	cefalexin（JP）	6132002R2032	110851401，110851402					白糖，ポリソルベート80，シリコーン樹脂，アルギン酸ナトリウム，含水二酸化ケイ素，香料，黄色5号アルミニウムレーキ，黄色5号
	献血アルブミネート4.4％静注4.4g／100mL	Kenketu Albuminate	日本製薬	武田薬品工業	注射液：注射	100mL1瓶	2,681.00円／瓶	特処	血漿分画製剤	634	加熱人血漿たん白	human plasma protein fraction（生）	6343422X1064	111587101	薬価収載2009.09.25				アセチルトリプトファン，水酸化ナトリウム，カプリル酸ナトリウム
	献血アルブミネート4.4％静注11g／250mL	Kenketu Albuminate	日本製薬	武田薬品工業	注射液：注射	250mL1瓶	4,669.00円／瓶	特処	血漿分画製剤	634	加熱人血漿たん白	human plasma protein fraction（生）	6343422X2060	115608901	薬価収載2009.09.25				アセチルトリプトファン，水酸化ナトリウム，カプリル酸ナトリウム
	献血アルブミン5％静注5g／100mL「JB」	Albumin“JB”	日本血液製剤機構		注射液：注射	5％100mL1瓶	2,749.00円／瓶	特処	血液成分製剤	634	人血清アルブミン	human serum albumin（生）	6343410X1088	113563303	薬価収載2015.12.11				アセチルトリプトファンナトリウム，カプリル酸ナトリウム，塩化ナトリウム，水酸化ナトリウム
	献血アルブミン5％静注12.5g／250mL「JB」	Albumin“JB”	日本血液製剤機構		注射液：注射	5％250mL1瓶	4,964.00円／瓶	特処	血液成分製剤	634	人血清アルブミン	human serum albumin（生）	6343410X2130	117554703	薬価収載2015.12.11				アセチルトリプトファンナトリウム，カプリル酸ナトリウム，塩化ナトリウム，水酸化ナトリウム
	献血アルブミン5％静注12.5g／250mL「ニチヤク」	Kenketu Albumin「NICHIYAKU」	日本製薬	武田薬品工業	注射液：注射	5％250mL1瓶	4,736.00円／瓶	特処	血液成分製剤	634	人血清アルブミン	human serum albumin（生）	6343410X2122	117553001	薬価収載2015.06.19				アセチルトリプトファン，水酸化ナトリウム，カプリル酸ナトリウム，塩化ナトリウム
	【削除品】献血アルブミン20“化血研”	Kenketsu Albumin“KAKETSUKEN”	化学及血清療法研究所	アステラス製薬	注射液：注射	20％20mL1瓶	2,407.00円／瓶	特処	血液成分製剤	634	人血清アルブミン	human serum albumin（生）	6343410X3064		薬価削除2019.03.31〔代替品：献血アルブミン20「KMB」〕				N-アセチル-DL-トリプトファン，水酸化ナトリウム，カプリル酸ナトリウム，pH調節剤
	【削除品】献血アルブミン20“化血研”	Kenketsu Albumin“KAKETSUKEN”	化学及血清療法研究所	アステラス製薬，アルフレッサファーマ	注射液：注射	20％50mL1瓶	4,257.00円／瓶	特処	血液成分製剤	634	人血清アルブミン	human serum albumin（生）	6343410X6098		薬価削除2019.03.31〔代替品：献血アルブミン20「KMB」〕				N-アセチル-DL-トリプトファン，水酸化ナトリウム，カプリル酸ナトリウム，pH調節剤
	献血アルブミン20「KMB」	Kenketsu Albumin“KMB”	KMバイオロジクス	日本血液製剤機構	注射液：注射	20％20mL1瓶	2,407.00円／瓶	特処	血液成分製剤	634	人血清アルブミン	human serum albumin（生）	6343410X3137	111553607	薬価収載2018.07.01，旧：献血アルブミン20″化血研″				N-アセチル-DL-トリプトファン，水酸化ナトリウム，カプリル酸ナトリウム，pH調節剤
	献血アルブミン20「KMB」	Kenketsu Albumin“KMB”	KMバイオロジクス	アルフレッサファーマ，日本血液製剤機構	注射液：注射	20％50mL1瓶	4,257.00円／瓶	特処	血液成分製剤	634	人血清アルブミン	human serum albumin（生）	6343410X6187	111554304，111554307	薬価収載2018.07.01，旧：献血アルブミン20″化血研″				N-アセチル-DL-トリプトファン，水酸化ナトリウム，カプリル酸ナトリウム，pH調節剤
	献血アルブミン20％静注4g／20mL「JB」	Albumin“JB”	日本血液製剤機構		注射液：注射	20％20mL1瓶	1,996.00円／瓶	特処	血液成分製剤	634	人血清アルブミン	human serum albumin（生）	6343410X3129	111552902	薬価収載2015.12.11				アセチルトリプトファンナトリウム，カプリル酸ナトリウム，塩酸，水酸化ナトリウム，塩化ナトリウム
	献血アルブミン20％静注4g／20mL「ニチヤク」	Kenketu Albumin「NICHIYAKU」	日本製薬	武田薬品工業	注射液：注射	20％20mL1瓶	2,407.00円／瓶	特処	血液成分製剤	634	人血清アルブミン	human serum albumin（生）	6343410X3110	111555001	薬価収載2015.06.19				アセチルトリプトファン，水酸化ナトリウム，カプリル酸ナトリウム
	献血アルブミン20％静注10g／50mL「JB」	Albumin“JB”	日本血液製剤機構		注射液：注射	20％50mL1瓶	4,257.00円／瓶	特処	血液成分製剤	634	人血清アルブミン	human serum albumin（生）	6343410X6179	111573402	薬価収載2015.12.11				アセチルトリプトファンナトリウム，カプリル酸ナトリウム，塩酸，水酸化ナトリウム，塩化ナトリウム
	献血アルブミン20％静注10g／50mL「ニチヤク」	Kenketu Albumin「NICHIYAKU」	日本製薬	武田薬品工業	注射液：注射	20％50mL1瓶	4,257.00円／瓶	特処	血液成分製剤	634	人血清アルブミン	human serum albumin（生）	6343410X6160	111574101，111574102	薬価収載2015.06.19				アセチルトリプトファン，水酸化ナトリウム，カプリル酸ナトリウム
	【削除品】献血アルブミン25“化血研”	Kenketsu Albumin“KAKETSUKEN”	化学及血清療法研究所	アステラス製薬，アルフレッサファーマ	注射液：注射	25％50mL1瓶	5,193.00円／瓶	特処	血液成分製剤	634	人血清アルブミン	human serum albumin（生）	6343410X5091		薬価削除2019.03.31〔代替品：献血アルブミン25「KMB」〕				N-アセチル-DL-トリプトファン，水酸化ナトリウム，カプリル酸ナトリウム，pH調節剤
	献血アルブミン25「KMB」	Kenketsu Albumin“KMB”	KMバイオロジクス	アルフレッサファーマ，日本血液製剤機構	注射液：注射	25％50mL1瓶	5,193.00円／瓶	特処	血液成分製剤	634	人血清アルブミン	human serum albumin（生）	6343410X5237	111566604，111566607	薬価収載2018.07.01，旧：献血アルブミン25″化血研″				N-アセチル-DL-トリプトファン，水酸化ナトリウム，カプリル酸ナトリウム，pH調節剤
	献血アルブミン25％静注5g／20mL「ベネシス」	Albumin－BENESIS	日本血液製剤機構		注射液：注射	25％20mL1瓶	2,473.00円／瓶	特処	血液成分製剤	634	人血清アルブミン	human serum albumin（生）	6343410X4087	113567102，113567103	薬価収載2008.12.19				アセチルトリプトファンナトリウム，カプリル酸ナトリウム，塩化ナトリウム，水酸化ナトリウム
	献血アルブミン25％静注12.5g／50mL「ニチヤク」	Kenketu Albumin「NICHIYAKU」	日本製薬	武田薬品工業	注射液：注射	25％50mL1瓶	5,042.00円／瓶	特処	血液成分製剤	634	人血清アルブミン	human serum albumin（生）	6343410X5229	116459601	薬価収載2015.06.19				アセチルトリプトファン，水酸化ナトリウム，カプリル酸ナトリウム
	献血アルブミン25％静注12.5g／50mL「ベネシス」	Albumin－BENESIS	日本血液製剤機構		注射液：注射	25％50mL1瓶	5,193.00円／瓶	特処	血液成分製剤	634	人血清アルブミン	human serum albumin（生）	6343410X5199	113570102，113570103	薬価収載2008.12.19				アセチルトリプトファンナトリウム，カプリル酸ナトリウム，塩化ナトリウム，水酸化ナトリウム
	献血ヴェノグロブリンIH5％静注0.5g／10mL	Venoglobulin IH	日本血液製剤機構	田辺三菱製薬	注射液：注射	500mg10mL1瓶	4,559.00円／瓶	特処	血液成分製剤	634	ポリエチレングリコール処理人免疫グロブリン	polyethylene glycol treated human normal immunoglobulin	6343428A1050	111599402，111599403	薬価収載2009.09.25				D-ソルビトール，水酸化ナトリウム，塩酸
	献血ヴェノグロブリンIH5％静注1g／20mL	Venoglobulin IH	日本血液製剤機構	田辺三菱製薬	注射液：注射	1g20mL1瓶	9,764.00円／瓶	特処	血液成分製剤	634	ポリエチレングリコール処理人免疫グロブリン	polyethylene glycol treated human normal immunoglobulin	6343428A3053	111605202，111605203	薬価収載2009.09.25				D-ソルビトール，水酸化ナトリウム，塩酸
	献血ヴェノグロブリンIH5％静注2.5g／50mL	Venoglobulin IH	日本血液製剤機構	田辺三菱製薬	注射液：注射	2.5g50mL1瓶	20,525.00円／瓶	特処	血液成分製剤	634	ポリエチレングリコール処理人免疫グロブリン	polyethylene glycol treated human normal immunoglobulin	6343428A2057	111602102，111602103	薬価収載2009.09.25				D-ソルビトール，水酸化ナトリウム，塩酸
	献血ヴェノグロブリンIH5％静注5g／100mL	Venoglobulin IH	日本血液製剤機構	田辺三菱製薬	注射液：注射	5g100mL1瓶	38,547.00円／瓶	特処	血液成分製剤	634	ポリエチレングリコール処理人免疫グロブリン	polyethylene glycol treated human normal immunoglobulin	6343428A4033	114900502，114900503	薬価収載2009.09.25				D-ソルビトール，水酸化ナトリウム，塩酸
	献血ヴェノグロブリンIH5％静注10g／200mL	Venoglobulin IH	日本血液製剤機構		注射液：注射	10g200mL1瓶	77,245.00円／瓶	特処	血液成分製剤	634	ポリエチレングリコール処理人免疫グロブリン	polyethylene glycol treated human normal immunoglobulin	6343428A5021	122356901，122356902	薬価収載2013.05.31				D-ソルビトール，水酸化ナトリウム，塩酸
	献血ヴェノグロブリンIH10％静注0.5g／5mL	Venoglobulin IH	日本血液製剤機構		注射液：注射	500mg5mL1瓶	4,559.00円／瓶	特処	血液成分製剤	634	ポリエチレングリコール処理人免疫グロブリン	polyethylene glycol treated human normal immunoglobulin	6343428A6028	125344301	薬価収載2018.05.30				グリシン，水酸化ナトリウム，塩酸
	献血ヴェノグロブリンIH10％静注2.5g／25mL	Venoglobulin IH	日本血液製剤機構		注射液：注射	2.5g25mL1瓶	20,525.00円／瓶	特処	血液成分製剤	634	ポリエチレングリコール処理人免疫グロブリン	polyethylene glycol treated human normal immunoglobulin	6343428A7024	125345001	薬価収載2018.05.30				グリシン，水酸化ナトリウム，塩酸
	献血ヴェノグロブリンIH10％静注5g／50mL	Venoglobulin IH	日本血液製剤機構		注射液：注射	5g50mL1瓶	38,547.00円／瓶	特処	血液成分製剤	634	ポリエチレングリコール処理人免疫グロブリン	polyethylene glycol treated human normal immunoglobulin	6343428A8020	125346701	薬価収載2018.05.30				グリシン，水酸化ナトリウム，塩酸
	献血ヴェノグロブリンIH10％静注10g／100mL	Venoglobulin IH	日本血液製剤機構		注射液：注射	10g100mL1瓶	77,245.00円／瓶	特処	血液成分製剤	634	ポリエチレングリコール処理人免疫グロブリン	polyethylene glycol treated human normal immunoglobulin	6343428A9027	125347401	薬価収載2018.05.30				グリシン，水酸化ナトリウム，塩酸
	献血ヴェノグロブリンIH10％静注20g／200mL	Venoglobulin IH	日本血液製剤機構		注射液：注射	20g200mL1瓶	154,188.00円／瓶	特処	血液成分製剤	634	ポリエチレングリコール処理人免疫グロブリン	polyethylene glycol treated human normal immunoglobulin	6343428H1024	125348101	薬価収載2018.05.30				グリシン，水酸化ナトリウム，塩酸
	献血グロブリン注射用2500mg「KMB」		KMバイオロジクス	アルフレッサファーマ	注射用：注射	2.5g50mL1瓶（溶解液付）	15,627.00円／瓶	特処	血液成分製剤	634	乾燥ペプシン処理人免疫グロブリン	freeze-dried pepsin treated human normal immunoglobulin（生）	6343401X4100	111521503	薬価収載2018.07.01，旧：献血グロブリン注射用2500mg「化血研」				グリシン，塩化ナトリウム
	【削除品】献血グロブリン注射用2500mg「化血研」		化学及血清療法研究所	アルフレッサファーマ	注射用：注射	2.5g50mL1瓶（溶解液付）	15,627.00円／瓶	特処	血液成分製剤	634	乾燥ペプシン処理人免疫グロブリン	freeze-dried pepsin treated human normal immunoglobulin（生）	6343401X4096		薬価削除2019.03.31〔代替品：献血グロブリン注射用2500mg「KMB」〕				グリシン，塩化ナトリウム
	献血グロベニン－I静注用500mg	Kenketu Glovenin－I	日本製薬	武田薬品工業	静注用：注射	500mg10mL1瓶（溶解液付）	4,687.00円／瓶	特処	血液成分製剤	634	ポリエチレングリコール処理人免疫グロブリン	polyethylene glycol treated human normal immunoglobulin	6343402X1075	111529101	薬価収載2009.09.25				D-マンニトール，グリシン，塩化ナトリウム
	献血グロベニン－I静注用2500mg	Kenketu Glovenin－I	日本製薬	武田薬品工業	静注用：注射	2.5g50mL1瓶（溶解液付）	19,645.00円／瓶	特処	血液成分製剤	634	ポリエチレングリコール処理人免疫グロブリン	polyethylene glycol treated human normal immunoglobulin	6343402X2071	111533801，111533802	薬価収載2009.09.25				D-マンニトール，グリシン，塩化ナトリウム
	献血グロベニン－I静注用5000mg	Kenketu Glovenin－I	日本製薬	武田薬品工業	静注用：注射	5g100mL1瓶（溶解液付）	38,867.00円／瓶	特処	血液成分製剤	634	ポリエチレングリコール処理人免疫グロブリン	polyethylene glycol treated human normal immunoglobulin	6343402X3035	114500701，114500702	薬価収載2009.09.25				D-マンニトール，グリシン，塩化ナトリウム
	献血ノンスロン500注射用	Kenketu Nonthron	日本製薬	武田薬品工業	注射用：注射	500単位1瓶（溶解液付）	23,083.00円／瓶	特処	血液凝固阻止剤	634	乾燥濃縮人アンチトロンビンIII	human anti-thrombin III，freeze-dried concentrated（生）	6343424D2063	111592501					L-グルタミン酸ナトリウム，クエン酸ナトリウム水和物，塩化ナトリウム
	献血ノンスロン1500注射用	Kenketu Nonthron	日本製薬	武田薬品工業	注射用：注射	1,500単位1瓶（溶解液付）	59,753.00円／瓶	特処	血液凝固阻止剤	634	乾燥濃縮人アンチトロンビンIII	human anti-thrombin III，freeze-dried concentrated（生）	6343424D3027	114504501	薬価収載2001.07.06				L-グルタミン酸ナトリウム，クエン酸ナトリウム水和物，塩化ナトリウム
	献血ベニロン－I静注用500mg	Kenketsu Venilon－I	KMバイオロジクス	帝人ファーマ	静注用：注射	500mg10mL1瓶（溶解液付）	4,533.00円／瓶	特処	血液成分製剤	634	乾燥スルホ化人免疫グロブリン	freeze-dried sulfonated human normal immunoglobulin（生）	6343400X1041	111513002，111513003	薬価収載2009.09.25				グリシン，人血清アルブミン，D-マンニトール，塩化ナトリウム
	献血ベニロン－I静注用1000mg	Kenketsu Venilon－I	KMバイオロジクス	帝人ファーマ	静注用：注射	1g20mL1瓶（溶解液付）	10,347.00円／瓶	特処	血液成分製剤	634	乾燥スルホ化人免疫グロブリン	freeze-dried sulfonated human normal immunoglobulin（生）	6343400X2048	111516102，111516103	薬価収載2009.09.25				グリシン，人血清アルブミン，D-マンニトール，塩化ナトリウム
	献血ベニロン－I静注用2500mg	Kenketsu Venilon－I	KMバイオロジクス	帝人ファーマ	静注用：注射	2.5g50mL1瓶（溶解液付）	20,560.00円／瓶	特処	血液成分製剤	634	乾燥スルホ化人免疫グロブリン	freeze-dried sulfonated human normal immunoglobulin（生）	6343400X3044	111517802，111517803	薬価収載2009.09.25				グリシン，人血清アルブミン，D-マンニトール，塩化ナトリウム
	献血ベニロン－I静注用5000mg	Kenketsu Venilon－I	KMバイオロジクス	帝人ファーマ	静注用：注射	5g100mL1瓶（溶解液付）	40,068.00円／瓶	特処	血液成分製剤	634	乾燥スルホ化人免疫グロブリン	freeze-dried sulfonated human normal immunoglobulin（生）	6343400X5020	114499401，114499402	薬価収載2009.09.25				グリシン，人血清アルブミン，D-マンニトール，塩化ナトリウム
	献血ポリグロビンN5％静注0.5g／10mL	Polyglobin N	日本血液製剤機構		注射液：注射	500mg10mL1瓶	4,877.00円／瓶	特処	血漿分画製剤・液状静注用人免疫グロブリン製剤	634	pH 4処理人免疫グロブリン	pH4 treated human normal immunoglobulin	6343427A1056	117580602	薬価収載2015.12.11				マルトース水和物，塩酸，水酸化ナトリウム
	献血ポリグロビンN5％静注2.5g／50mL	Polyglobin N	日本血液製剤機構		注射液：注射	2.5g50mL1瓶	21,441.00円／瓶	特処	血漿分画製剤・液状静注用人免疫グロブリン製剤	634	pH 4処理人免疫グロブリン	pH4 treated human normal immunoglobulin	6343427A2052	117581302	薬価収載2015.12.11				マルトース水和物，塩酸，水酸化ナトリウム
	献血ポリグロビンN5％静注5g／100mL	Polyglobin N	日本血液製剤機構		注射液：注射	5g100mL1瓶	40,438.00円／瓶	特処	血漿分画製剤・液状静注用人免疫グロブリン製剤	634	pH 4処理人免疫グロブリン	pH4 treated human normal immunoglobulin	6343427A3040	117582002	薬価収載2015.12.11				マルトース水和物，塩酸，水酸化ナトリウム
